player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,bt_fetch_year
Jadyn Atchison,UT Arlington,WAC,33,55.1,71.7,26.7,41.3,42.45,2.8,11.9,21.2,29.1,22,41,0.537,91,228,0.399,22,72,0.306,2.7,4,13.7,Jr,6-1,13,0.156334,78.2447,4.7,2026,67370,"Cedar Hill, TX",,0.57143757,45,86,46,142,0.5233,0.3239,0,0,,,88.3932,88.5244,2.27064,172.797,-2.05535,-3.52133,1.46598,-2.25294,22.3,-3.20911,0.95617,0.5455,2.4545,3,1.8182,1.6364,0.5758,8.1818,Combo G,5.33878,,2026
Jada Bediako,Marquette,BE,25,19.6,97.6,18.1,55.8,57.16,13.3,14.4,7.9,27.1,10,17,0.588,29,52,0.558,0,0,0,4.8,1.3,32.7,Jr,6-3,14,0.755405,100.226,5.8,2026,67371,"Brampton, Canada",,0.4545025,23,39,6,13,0.5897,0.4615,0,0,,,93.2806,86.3173,1.00254,44.3717,2.77302,0.647596,2.12542,-0.567136,9.4692,-1.5597,0.992562,0.9615,1.2692,2.2308,0.3846,0.1923,0.5,2.6154,PF/C,0,,2026
Andjela Matic,Loyola Marymount,WCC,30,84.3,101.7,16.9,46.4,50.03,1.4,11.1,16.8,19.1,47,61,0.77,37,119,0.311,62,161,0.385,0.1,1.6,21.8,Sr,5-8,28,2.39224,96.652,1.5,2026,67374,"Ub, Serbia",,1.61018287,11,32,26,87,0.3438,0.2989,0,0,,,96.6766,97.3476,2.43943,165.764,0.987833,2.06056,-1.07273,1.34407,34.0387,2.15149,-0.807411,0.4194,2.7742,3.1935,3.0645,1.0323,0.0323,10.4516,Combo G,9.13613,,2026
Faith Burch,Youngstown St.,Horz,11,9.8,86.7,17.4,37.5,45.13,9.1,26.3,5.9,21,12,21,0.571,9,24,0.375,0,0,0,3.2,1.8,87.5,Jr,6-1,22,0.155164,79.9735,4.6,2026,67378,"Warren, OH",,0.45456529,7,13,2,11,0.5385,0.1818,0,0,,,81.241,82.4296,1.47149,32.3723,-4.76741,-5.58236,0.814955,-2.65826,12.5917,-2.79429,0.13603,1.1667,3.5,4.6667,0.4167,0.3333,0.3333,3.4167,Wing G,0,,2026
Laura Bello,UT Arlington,WAC,30,39,83,14.6,41.5,44.14,12.1,22.7,4.2,24.4,18,32,0.563,44,106,0.415,0,0,0,6.8,0.9,30.2,Sr,6-3,4,-0.0198258,75.8679,5.5,2026,67380,"Allen, TX",,0.29409689,25,64,19,42,0.3906,0.4524,0,0,,,88.1358,88.0556,1.79182,123.304,-1.31978,-3.2004,1.88062,-2.44396,17.3433,-2.76804,0.324083,1.8333,3.6333,5.4667,0.3333,0.3,1.1333,3.5333,PF/C,0,,2026
Taylor Wilkins,Southeastern Louisiana,Slnd,26,27.4,70.6,18.7,34,35.23,4.3,8.8,7.1,19.3,4,5,0.8,25,52,0.481,6,48,0.125,0.3,1.1,5,Sr,5-10,2,-0.315513,68.4996,4.1,2026,67385,"New Orleans, LA",,0.47363932,11,16,14,36,0.6875,0.3889,0,0,,,112.075,114.238,0.162377,45.1837,-10.6369,-4.70916,-5.9277,-11.7254,11.9889,-6.14309,-5.58231,0.4815,1.037,1.5185,0.3333,0.2593,0.037,2.8148,Wing G,9.13118,,2026
Clemisha Prackett,Indiana St.,MVC,30,46.5,105.4,25.8,51.1,55.65,15.4,25.2,0.8,16.9,83,125,0.664,121,237,0.511,0,0,0,3.8,1.8,52.7,Jr,6-1,14,2.25207,109.981,7.3,2026,67386,"West Memphis, AR",,0.06001612,94,170,27,67,0.5529,0.403,0,0,,,102.085,102.382,1.05434,147.25,-5.40669,-0.2989,-5.10779,-0.60871,19.1677,2.44646,-3.05517,3.2258,4.7097,7.9355,0.0968,0.7097,0.7742,10.8387,PF/C,0,,2026
Paris Kirk,Eastern Washington,BSky,26,10.3,95.4,14.1,62.5,53.62,11.7,13.7,7.6,23.8,4,16,0.25,11,19,0.579,1,1,1,1.5,1.7,80,Sr,6-2,12,0.172688,86.2256,5.9,2026,67387,"Kelowna, Canada",,0.53844496,8,13,3,6,0.6154,0.5,0,0,,,95.3352,96.8609,0.367427,26.2673,-1.23543,-0.472092,-0.763333,-1.21969,5.4393,-0.987295,-0.232394,0.7143,0.8214,1.5357,0.25,0.1429,0.1071,1.2143,Wing G,0.422289,,2026
Mila Reynolds,UT Arlington,WAC,32,49.4,81.8,19.8,44.4,48.53,1,9.2,12.3,26.3,41,58,0.707,60,134,0.448,18,62,0.29,0.3,1.2,29.6,Jr,6-3,15,0.414476,82.0198,3,2026,67392,"South Bend, IN",88.2,0.53966885,30,49,30,85,0.6122,0.3529,0,0,,,96.8404,96.7829,1.52578,107.763,-5.19105,-2.70587,-2.48518,-4.13419,20.6094,-2.34453,-1.78966,0.1875,1.75,1.9375,1.0625,0.4688,0.0625,6.7188,Wing G,5.12774,,2026
Eleonora Villa,Washington St.,WCC,34,86.8,98.5,25.6,50.8,53.55,1.1,6.1,24.4,18.9,78,111,0.703,175,337,0.519,44,137,0.321,0.7,1.5,23.4,Jr,5-8,2,3.88226,108.442,1.5,2026,67395,"Lissone, Italy",,1.20998231,89,157,86,180,0.5669,0.4778,0,0,,,108.802,103.716,1.74426,177.223,-0.510054,2.80761,-3.31766,1.24312,34.8294,3.66954,-2.42642,0.3529,1.9412,2.2941,3.5588,0.9412,0.2353,16.4706,Scoring PG,6.64832,,2026
Amira Brown,San Jose St.,MWC,25,52,74.2,26.9,41.2,45.95,6.5,14.8,16.2,29.8,59,95,0.621,54,140,0.386,23,75,0.307,1.4,2.1,44.2,Sr,5-10,8,0.53209,82.1486,2.5,2026,67398,"Richmond, CA",,0.40817678,40,97,14,43,0.4124,0.3256,0,0,,,99.454,97.9661,1.81047,136.982,-4.37887,-3.81175,-0.567119,-4.50719,25.4846,-2.19631,-2.31087,1.6538,4.0769,5.7308,1.5385,1,0.3846,9.3077,Wing G,6.45086,,2026
Ella Fajardo,Iona,MAAC,31,72.1,96.7,18.3,41.4,46.94,3.4,5,22.3,19.4,54,65,0.831,54,133,0.406,31,110,0.282,0.5,1.7,26.7,Sr,5-5,5,1.32754,89.4632,2.7,2026,67399,"Bergenfield, NJ",,1.62502861,22,51,32,82,0.4314,0.3902,0,0,,,93.9741,103.802,1.44147,140.684,-2.97578,-0.372592,-2.60319,-2.44953,28.7375,-0.921104,-1.52843,0.9688,1.2812,2.25,2.8438,0.8438,0.125,8.1562,Scoring PG,7.35425,,2026
Candace Kpetikou,Miami FL,ACC,31,17.4,72.2,18.1,43.5,41.97,12.1,22.5,4.5,33.9,6,20,0.3,20,46,0.435,0,0,0,3.6,0.2,43.5,Fr,6-3,4,-0.0595007,73.8938,8.1,2026,67400,"Niamey, Niger",,0.2399256,16,38,4,8,0.4211,0.5,0,0,,,90.9641,83.1699,0.903237,49.858,-3.56608,-4.80543,1.23935,-5.72498,7.4903,-6.61728,0.8923,0.8065,1.5484,2.3548,0.1935,0.0323,0.2581,1.4839,PF/C,0,,2026
Breezie Williams,Wright St.,Horz,30,77,93.8,24.7,45.2,47.19,3.4,13.1,24.8,16.3,34,46,0.739,111,272,0.408,39,103,0.379,0.7,3.6,12.3,Jr,5-5,0,2.20878,96.8804,2.6,2026,67406,"Canton, OH",,1.46265159,48,85,63,187,0.5647,0.3369,0,0,,,98.078,100.758,1.86321,198.653,1.36009,1.93383,-0.573738,1.37889,30.3031,1.86261,-0.483717,0.9375,3.2812,4.2188,3.0625,1.9375,0.1875,12.4688,Scoring PG,6.3851,,2026
Cordasia Harris,South Alabama,SB,35,63.5,107.5,19.8,54.5,55.11,14.3,20.7,4.6,17.1,45,85,0.529,162,292,0.555,5,19,0.263,6.7,2.1,27.3,Sr,6-1,22,2.76061,106.662,3.8,2026,67410,"Mobile, AL",,0.32143749,155,263,7,29,0.5894,0.2414,1,1,1,,87.8368,88.4806,2.6936,231.413,3.71497,1.72399,1.99098,3.86179,26.2114,3.38103,0.48076,3.5143,5.2286,8.7429,0.5143,1,1.6857,10.9714,PF/C,1.14494,,2026
Marina Artero,Louisiana,SB,29,52,77.8,8.6,32.9,33.06,8.3,11.7,10.2,24.3,2,6,0.333,25,74,0.338,0,2,0,0.7,2.2,7.9,Jr,5-11,10,-0.95007,63.0426,3.3,2026,67418,"Fontanilles, Spain",,1.27997517,13,33,12,41,0.3939,0.2927,0,0,,,102.523,101.492,1.20641,117.2,-2.01359,-2.00152,-0.0120645,-3.15294,20.6097,-2.67093,-0.482012,1.8387,2.3226,4.1613,1.0323,0.8065,0.129,1.8065,PF/C,0.181842,,2026
Kendall Carruthers,Toledo,MAC,30,72,94.2,23.6,46.8,51.84,2.2,10,21.7,24.9,76,101,0.752,88,179,0.492,34,118,0.288,0.5,2.5,34,Jr,5-7,4,2.26038,98.0852,3.3,2026,67420,"Toledo, OH",,0.93815914,58,106,30,73,0.5472,0.411,0,0,,,91.42,91.0628,2.80223,172.108,0.54418,0.563849,-0.0196691,1.10847,29.8806,0.564092,0.544379,0.5484,2.6129,3.1613,2.9355,1.2581,0.1613,12.0645,Combo G,7.55843,,2026
Jaileyah Cotton,Jackson St.,SWAC,28,74.1,83.4,21.3,37.9,43.58,2.3,14.3,26.1,27.6,64,90,0.711,54,169,0.32,30,92,0.326,0.1,2.6,34.5,Sr,5-6,5,0.481011,80.5668,2.6,2026,67424,"Bardstown, KY",,1.07693043,23,64,31,105,0.3594,0.2952,0,0,,,92.3304,100.339,1.96824,177.125,-4.62282,-3.17348,-1.44934,-4.25747,31.3172,-3.11807,-1.1394,0.6897,3.7931,4.4828,3.3793,1.4483,0.0345,9.1034,Scoring PG,6.01289,,2026
Nalyce Dudley,Sacred Heart,MAAC,30,81.9,94.7,21.4,47.8,51.49,5.7,12.3,8.3,20.5,67,96,0.698,112,231,0.485,27,88,0.307,0.3,1.5,30.1,Jr,5-11,4,1.95775,93.4233,2.1,2026,67425,"Norwich, CT",,0.39727367,98,181,14,50,0.5414,0.28,0,0,,,95.2087,101.796,1.8649,170.675,-3.14968,-0.6138,-2.53588,-2.00795,32.6613,0.067894,-2.07585,1.5806,3.5806,5.1613,0.9355,0.9032,0.129,12.2903,Wing G,5.34664,,2026
Divine Dibula,Monmouth,CAA,30,64.5,102.1,28.1,57.4,60.66,12.9,16.4,10.5,26.2,74,103,0.718,167,288,0.58,0,3,0,3.8,2.2,35.4,Jr,6-1,13,3.02461,109.986,4.4,2026,67426,"Ottawa, Canada",,0.31428752,147,237,20,51,0.6203,0.3922,0,0,,,86.808,91.2823,2.40996,169.024,1.631,0.640656,0.990349,2.96532,26.0121,2.60477,0.360548,3.0606,3.8182,6.8788,1,1.0303,1.0606,13.9091,Wing G,0.232117,,2026
Rachel Kaus,Cornell,Ivy,26,76.7,93.5,23.4,45.6,49.5,7.3,12.8,12.3,16.7,50,66,0.758,106,239,0.444,12,33,0.364,0.9,1.6,24.3,Jr,6-0,5,2.29927,97.8004,2.7,2026,67428,"Lake Bluff, IL",,0.67346265,73,164,33,75,0.4451,0.44,0,0,,,101.423,101.934,1.73169,131.317,-0.947034,0.238039,-1.18507,-1.49715,30.0407,0.416892,-1.91405,1.7407,3,4.7407,1.2222,0.7407,0.2222,11.1852,Wing G,2.63958,,2026
Jaini Edmonds,UMass Lowell,AE,26,80.7,88,28.6,42.3,46.04,2.3,10.2,25,21.5,54,67,0.806,87,193,0.451,42,162,0.259,0.8,1.7,18.9,Sr,5-9,2,2.17206,95.5895,0.9,2026,67430,"Worcester, MA",,0.82418175,35,69,52,124,0.5072,0.4194,0,0,,,107.905,111.893,0.706711,131.482,-4.58769,-0.205618,-4.38207,-2.21794,31.8414,1.56579,-3.78373,0.6552,2.7931,3.4483,2.5862,0.931,0.2414,13.4138,Combo G,11.9817,,2026
Alexis Davis,Monmouth,CAA,28,43.6,96.5,22.3,40.6,48.55,16,18.1,8,21.1,63,96,0.656,56,136,0.412,0,2,0,1.2,1.3,69.6,Jr,6-0,40,1.31168,96.4632,3.9,2026,67433,"Woodbury, NJ",,0.43748384,50,111,6,25,0.4505,0.24,0,0,,,89.2232,93.8347,1.57743,104.486,-2.69922,-1.06938,-1.62984,-1.90259,19.0774,0.174989,-2.07758,2.8065,3.2903,6.0968,0.6774,0.4516,0.3226,7.0968,Wing G,0.228923,,2026
Karsyn Norman,Ball St.,MAC,32,74.7,97,19.8,43.2,47.4,1.6,9.1,27.1,23.6,57,79,0.722,61,155,0.394,42,132,0.318,0.3,1.9,27.5,Jr,5-6,3,2.10738,96.5236,2.4,2026,67439,"Bedford, IN",,1.852252,37,78,28,83,0.4744,0.3373,0,0,,,91.9884,92.3943,2.67784,190.087,0.0748734,1.17094,-1.09606,0.0922579,29.5364,0.265826,-0.173568,0.4545,3.0303,3.4848,4.9394,1.0606,0.0909,9.4242,Scoring PG,7.34503,,2026
Molly Heard,Lipscomb,ASun,28,79.3,92.3,28.1,48.9,53.4,6.6,13,20.2,24.4,87,123,0.707,109,210,0.519,34,117,0.291,2.4,4,37.6,Sr,6-0,3,2.45682,98.5355,3.1,2026,67442,"Pisgah, AL",,0.65419018,99,182,10,28,0.544,0.3571,0,0,,,85.8397,88.8287,3.23111,212.696,1.89778,0.635098,1.26268,2.32096,30.8933,1.01411,1.30685,1.7333,3.9667,5.7,2.3333,2.1667,0.7333,14.7,Combo G,7.50674,,2026
Anastasiia Semenova,Boston University,Pat,27,60.9,98.5,19.8,52.5,55.87,7,16.8,7.1,21.5,33,39,0.846,90,156,0.577,11,47,0.234,3.1,0.6,19.2,Sr,6-2,31,1.77313,95.0949,1.8,2026,67443,"St. Petersburg, Russian Federation",,0.45832118,70,114,20,42,0.614,0.4762,0,0,,,100.529,105.737,1.16982,127.871,-4.02503,-0.595059,-3.42997,-3.11312,27.0929,0.34632,-3.45944,1.3571,4.0357,5.3929,0.7857,0.25,0.6786,9,Wing G,4.1589,,2026
Catherine Alben,Georgia Tech,ACC,33,52.9,83.3,26,39.9,44.1,2.8,10,19.9,20.5,53,72,0.736,82,190,0.432,24,106,0.226,0.4,2.5,24.3,Sr,5-7,5,1.43774,95.7691,4.6,2026,67446,"Snellville, GA",,0.91177327,65,136,17,54,0.4779,0.3148,0,0,,,91.2714,83.2101,2.57101,141.827,1.52962,0.208278,1.32134,0.00754845,21.4152,-1.55829,1.56584,0.5455,2.2121,2.7576,1.8788,0.9697,0.0909,8.7576,Combo G,8.28994,,2026
Destiny Leo,UNLV,MWC,32,40.7,104.4,13.5,55.2,56.95,0.6,9,10.4,20,11,14,0.786,11,16,0.688,35,99,0.354,0.6,1.5,12.2,Sr,5-10,7,1.1582,96.7585,2.1,2026,67448,"Willowick, OH",,1.20826666,4,6,7,10,0.6667,0.7,0,0,,,96.0936,95.44,1.2854,88.583,2.21069,2.89564,-0.684942,1.59193,16.3,1.44633,0.145597,0.0938,1.4062,1.5,0.9062,0.4062,0.0938,4.3125,Combo G,11.1209,,2026
Faith Pappas,Sacred Heart,MAAC,19,17.4,103.5,14.5,50,55.62,0.6,4.9,10.4,19.7,13,16,0.813,8,25,0.32,10,21,0.476,0,1.4,34.8,Sr,5-11,23,0.598618,91.8528,1.5,2026,67450,"Long Valley, NJ",,0.74999995,3,10,5,15,0.3,0.3333,0,0,,,99.1081,105.369,0.49081,30.0996,-5.55112,-1.42349,-4.12764,-1.40361,10.95,-0.315471,-1.08814,0.05,0.5,0.55,0.45,0.25,0,2.95,Combo G,6.00555,,2026
Laila Walker,Old Dominion,SB,28,19.2,83.2,18.7,45.1,50.45,14.9,21.5,4.8,34.9,17,26,0.654,23,51,0.451,0,0,0,6.7,0.7,51,Sr,6-4,8,0.180214,82.2976,6.4,2026,67458,"Gulfport, MS",,0.2414,19,39,4,12,0.4872,0.3333,0,0,,,89.1927,87.6624,0.902954,58.5319,-1.81163,-3.46546,1.65384,-1.42155,8.7448,-2.32428,0.902729,1.3793,2.069,3.4483,0.2414,0.1034,0.6897,2.4138,PF/C,0,,2026
Meadow Roland,UNLV,MWC,31,80.6,100.6,25.1,47.1,51.32,6.7,23.4,12.7,16.3,86,116,0.741,153,308,0.497,24,93,0.258,5.5,1.8,28.9,So,6-2,32,4.05071,111.344,2.9,2026,67459,"Fresno, CA",,0.81942656,83,145,70,163,0.5724,0.4294,0,0,,,85.8776,84.8519,3.85334,255.677,6.21933,2.84233,3.377,5.30859,33.3516,3.65897,1.64962,2,7.4839,9.4839,1.9032,1,1.7742,14.9677,Wing G,5.27528,,2026
Macy Spencer,High Point,BSth,31,80.3,103.4,27.3,51.8,56.6,0.8,9.5,15.5,16.9,111,136,0.816,93,200,0.465,93,249,0.373,1.9,2.5,30.3,Jr,5-8,13,3.53211,107.866,2.7,2026,67461,"Katy, TX",,0.88503267,44,74,49,126,0.5946,0.3889,0,0,,,85.9959,94.1457,2.68254,205.193,1.09286,2.32525,-1.23239,3.09427,31.7121,3.37889,-0.284611,0.2424,2.9091,3.1515,2.3333,1.3939,0.6061,18.6364,Combo G,13.7,,2026
Jaelyn Talley,North Texas,Amer,26,16.8,74,14.4,40.5,41.18,9.2,13.3,3.5,31,7,18,0.389,15,34,0.441,0,3,0,1,3.1,48.6,Sr,5-10,33,-0.232866,67.8368,4.4,2026,67462,"Fairfax, VA",,0.2778037,12,21,3,13,0.5714,0.2308,0,0,,,85.3907,84.6338,0.934324,48.1082,-0.492383,-2.49654,2.00415,-1.45121,8.7214,-3.1534,1.70219,0.8214,1.1071,1.9286,0.1786,0.4286,0.0714,1.6786,Wing G,0.786342,,2026
Amarachi Kimpson,Miami FL,ACC,33,77.4,109.8,17.9,49.1,52.75,1.4,5.5,11.9,11.5,60,77,0.779,94,196,0.48,46,136,0.338,0.7,2.3,23.2,So,5-8,33,3.91225,112.632,2.7,2026,67463,"Little Elm, TX",,1.72975385,49,84,45,112,0.5833,0.4018,0,0,,,95.7742,87.6214,3.28401,182.356,5.21643,4.31188,0.904547,4.87201,31.3,2.95427,1.91775,0.3939,1.5758,1.9697,1.9394,1.2424,0.2121,11.697,Combo G,7.52343,,2026
Kellyn Preira,Monmouth,CAA,17,11.2,73.1,12.6,31.8,31.82,0,4.2,8.7,17.7,0,0,0,0,2,0,7,31,0.226,2.3,1.3,0,Jr,5-11,14,-0.38004,62.2115,3.2,2026,67473,"Peabody, MA",,1.29999995,0,0,0,2,,0,0,0,,,95.6082,99.9308,0.496325,20.2997,-5.88948,-3.60784,-2.28165,-6.63427,10.155,-4.85016,-1.78412,0.1,0.6,0.7,0.65,0.5,0.2,2.45,Scoring PG,13.813,,2026
Claire McDougall,Bradley,MVC,7,12.9,119.3,18.6,61.6,65.37,9.1,18.7,14.5,18.4,13,17,0.765,25,36,0.694,1,7,0.143,1.2,3.7,39.5,Jr,5-11,1,3.07642,113.252,3.3,2026,67476,"Washington, IL",,1,24,31,1,5,0.7742,0.2,0,0,,,86.8594,84.0673,2.83423,40.4132,5.99284,3.45578,2.53706,6.37416,21.9875,3.72628,2.64788,2.125,4,6.125,1.5,1.625,0.375,8.875,Wing G,2.39368,,2026
Nyla Walker,Gardner Webb,BSth,31,51.8,82,24.5,42.9,46.94,1.4,7.5,26,28.4,38,52,0.731,50,130,0.385,25,74,0.338,0,3.6,25.5,Sr,5-4,10,0.386552,81.5772,2,2026,67482,"Frankfort, IL",,0.8666612,16,40,34,90,0.4,0.3778,0,0,,,94.8882,104.177,1.00846,117.849,-7.60414,-4.21901,-3.38513,-4.6843,20.7226,-2.57765,-2.10666,0.2581,1.3226,1.5806,2.0968,1.2581,0,6.871,Scoring PG,6.86336,,2026
Tierra Simon,Richmond,A10,34,41.6,97.3,18.5,46.3,51.03,6.5,16.6,16.1,26.4,24,25,0.96,38,80,0.475,16,54,0.296,3.5,1.7,18.7,Sr,6-1,0,1.29276,98.6053,4,2026,67484,"Houston, TX",,1.10872937,35,67,3,13,0.5224,0.2308,0,0,,,87.1529,84.8976,1.92339,119.48,3.31175,0.575297,2.73645,2.09629,16.8735,-0.0136886,2.10998,0.8529,2.5588,3.4118,1.5,0.4706,0.5588,4.3529,Wing G,5.7206,,2026
Alexis Calderon,Northwestern St.,Slnd,2,0.5,0,41.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Sr,5-4,5,-0.895066,-14.3052,0,2026,67487,"Jacksonville, TX",,1.25005626,,,,,,,,,,,102.838,94.439,0.234999,0.610998,-43.1256,-42.3004,-0.825119,-46.5047,7.5,-28.2701,-18.2346,0.3333,0.3333,0.6667,1.6667,0.3333,0,4.6667,PF/C,0,,2026
Eri Blithikioti,Northern Arizona,BSky,4,6.3,89.1,12.1,60,64.34,2.8,13.7,15.4,41.1,2,2,1,3,5,0.6,2,5,0.4,1.4,2.1,20,Jr,5-11,5,0.135557,78.2684,4.2,2026,67490,"Athens, Greece",,1,2,3,1,2,0.6667,0.5,0,0,,,100.456,98.1993,1.3118,15.6024,-3.06037,-2.11556,-0.944809,-3.62875,18.64,-2.19704,-1.43172,1.2,2.4,3.6,1.6,1,0.2,3.6,Combo G,3.5376,,2026
Ali Saunders,Southern Indiana,OVC,29,89.3,107.8,26.9,48,54.44,1.6,7.9,29.9,19.8,118,131,0.901,90,235,0.383,78,196,0.398,0.6,3.3,30.4,Sr,5-10,11,4.80139,114.935,2.6,2026,67491,"Depauw, IN",,1.48979856,53,113,37,122,0.469,0.3033,0,0,,,90.0716,91.2744,3.33786,203.925,4.35641,4.90521,-0.548806,6.08806,35.0871,5.06371,1.02435,0.5484,2.5484,3.0968,4.7097,2.0968,0.1613,17.7742,Pure PG,10.8841,,2026
Kendal George,SIU Edwardsville,OVC,20,20.3,93.3,12.3,54.3,54.39,2.8,7.7,5.4,26.8,1,2,0.5,1,5,0.2,16,41,0.39,0.4,1,4.3,Jr,5-9,0,0.128538,79.3222,1.3,2026,67494,"Centerville, OH",,0.4615385,1,2,0,3,0.5,0,0,0,,,97.7884,100.517,0.728402,36.2068,-2.87692,-1.48063,-1.39629,-2.33663,11.87,-1.16741,-1.16921,0.3,0.8,1.1,0.3,0.2,0.05,2.55,Wing G,10.4269,,2026
Erin Condron,UC San Diego,BW,32,84.4,103.7,23.5,53.2,56.11,7.8,19.3,11.6,16.9,86,129,0.667,200,372,0.538,4,15,0.267,4.6,1.8,33.3,Jr,6-4,11,3.62941,107.197,2.3,2026,67495,"Woodend, Australia",,0.71252372,168,288,32,84,0.5833,0.381,0,0,,,86.1882,88.2588,3.50611,248.61,3.36414,1.11147,2.25267,3.57738,33.9121,3.08066,0.496719,2.5455,5.9394,8.4848,1.7273,1.0606,1.3333,15.6061,Wing G,0.765081,,2026
Paige Martin,Stonehill,NEC,15,5.4,59.1,26.2,20,32.05,15,11,9.6,36.8,7,12,0.583,3,15,0.2,0,0,0,1.6,2.9,80,Sr,6-0,31,-0.212048,61.4646,2.6,2026,67497,"Hastings On Hudson, NY",,0.27272727,3,10,0,5,0.3,0,0,0,,,96.0816,102.151,0.230954,12.2908,-13.4916,-10.662,-2.82956,-12.085,4.3625,-8.1574,-3.92762,0.5625,0.375,0.9375,0.1875,0.1875,0.0625,1.0625,Wing G,0,,2026
Miriley Simon,North Dakota St.,Sum,27,12.1,109.9,22.8,51.8,52.6,8,26.9,19.2,14.9,6,11,0.545,23,45,0.511,4,11,0.364,2.5,0.8,19.6,Jr,6-1,32,0.699969,111.457,4.9,2026,67498,"West Fargo, ND",,1.36356445,11,14,12,31,0.7857,0.3871,0,0,,,86.3927,87.881,0.601988,33.3749,1.89003,1.93984,-0.0498118,2.71726,5.769,2.19827,0.518995,0.4483,1.3793,1.8276,0.5172,0.1379,0.1379,2.2759,PF/C,4.14044,,2026
Rachel Leggett,Troy,SB,32,68.3,110.5,17.1,52.9,56.51,8.5,10.6,12.9,20.5,68,101,0.673,117,214,0.547,8,30,0.267,0.8,3,41.4,Sr,5-8,22,2.77994,105.493,2.1,2026,67500,"Navarre, FL",,1.09834995,95,153,25,71,0.6209,0.3521,0,0,,,89.6147,88.7529,2.7935,198.088,5.79923,4.01193,1.7873,5.45548,27.1061,3.33345,2.12204,2.6364,3.0303,5.6667,2.0303,1.6667,0.2121,10.2727,Wing G,1.72976,,2026
Jazzy Owens-Barnett,North Texas,Amer,29,54.1,92.8,20.9,36.3,49.04,2.1,8,17.8,24.9,100,124,0.806,56,159,0.352,7,24,0.292,0.3,2.2,67.8,Sr,5-7,3,1.52443,95.1852,4.1,2026,67501,"Plano, TX",,0.95521221,41,78,15,81,0.5256,0.1852,0,0,,,90.0926,89.4648,2.30723,128.121,-0.0906542,-0.3988,0.308146,-0.297979,22.9065,-1.27309,0.975109,0.4839,1.6129,2.0968,2.0645,0.9355,0.0645,8,Combo G,1.9535,,2026
Khalis Whiting,Stony Brook,CAA,2,0.2,0,17.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sr,5-6,30,-0.293375,-0.658542,0,2026,67502,"Huntingdon Valley, PA",,0,0,0,0,1,,0,0,0,,,103.548,101.969,0.0619577,0.200201,-21.8014,-14.4738,-7.32755,-21.1983,1.1,-13.6653,-7.53298,0,0,0,0,0,0,0,PF/C,0,,2026
Nevaeh Jackson,Butler,BE,23,40.9,91,17.8,46.2,51.8,4.9,11.1,10.1,23.9,36,50,0.72,36,67,0.537,12,50,0.24,0.8,3.2,42.7,Jr,6-0,11,1.11991,90.8643,3.1,2026,67504,"Fort Wayne, IN",,0.64866036,30,47,6,20,0.6383,0.3,0,0,,,93.1122,87.9161,2.31312,103.272,3.10339,1.08946,2.01392,1.69129,22.1304,-0.179946,1.87124,0.8261,2.1739,3,1.0435,1.2174,0.1739,6.2609,Wing G,5.74845,,2026
Brianna Wooldridge,Tennessee St.,OVC,23,39.7,85.9,16.9,30.1,43.46,11.8,13.7,7.9,22.9,52,71,0.732,28,93,0.301,0,0,0,2.1,2.4,76.3,Sr,6-1,24,0.303056,80.5683,5.8,2026,67509,"Schaumburg, IL",,0.51512403,25,82,3,11,0.3049,0.2727,0,0,,,100.979,101.854,1.13448,94.9192,-2.58129,-1.91187,-0.669427,-3.55558,20,-2.6492,-0.90638,2.2609,2.5652,4.8261,0.7391,0.8696,0.4348,4.6957,Wing G,0,,2026
Jordan Harrison,West Virginia,B12,34,76.3,112.6,22.6,50.3,57.18,2.8,9.8,30.4,22,114,136,0.838,114,215,0.53,35,116,0.302,0,5.7,41.1,Sr,5-6,10,5.46193,126.274,3.2,2026,67513,"Oklahoma City, OK",,1.87369814,101,173,13,42,0.5838,0.3095,0,0,,,78.1616,71.1102,5.13674,269.936,12.4164,7.54253,4.87391,12.6825,31.4353,5.92766,6.75479,0.7647,2.5,3.2647,5.2353,3.2353,0,13.1471,Pure PG,6.06718,,2026
Alyssa Jackson,San Diego St.,MWC,31,40.2,79.3,16.4,43.6,44.82,4,23.2,7.9,26.6,8,13,0.615,42,95,0.442,6,22,0.273,0.4,2.2,11.1,So,6-0,3,-0.00290327,76.1511,2,2026,67514,"Fairfield, CA",,0.6153594,35,67,7,28,0.5224,0.25,0,0,,,85.9748,84.8897,1.9199,117.357,-0.985098,-2.87162,1.88653,-0.525737,16.6375,-1.92865,1.40292,0.5312,3.4375,3.9688,0.75,0.625,0.0625,3.7812,Wing G,2.53376,,2026
