player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,bt_fetch_year
Grace Prenter,Texas,SEC,15,5.5,76.7,18.3,31.3,31.93,3.9,8.4,8.2,17.7,1,2,0.5,7,20,0.35,2,12,0.167,1.3,2,6.3,Fr,5-0,8,-0.0373693,74.3033,3.3,2026,81223,,,1,4,9,3,11,0.4444,0.2727,0,0,,,83.1312,83.4729,0.683683,15.5173,3.35207,0.670277,2.68179,-3.71922,5.6733,-4.03788,0.318661,0.2,0.4,0.6,0.3333,0.2,0.0667,1.4,Wing G,7.73637,,2026
Aaliyah Crump,Texas,SEC,24,26.8,110.3,20.9,47.9,51.4,3.2,12,12,14.5,28,36,0.778,46,95,0.484,23,73,0.315,1.1,3,21.4,Fr,5-0,23,2.88414,123.924,3.8,2026,81224,"Shakopee, MN",99.2,1.43483252,26,43,20,52,0.6047,0.3846,0,0,,,79.4834,67.781,3.0472,88.9805,10.8329,6.77615,4.05673,9.5575,17.4167,4.80313,4.75437,0.5,1.75,2.25,1.375,0.9583,0.1667,7.875,Wing G,9.65844,,2026
Jalayah Ingram,UT Rio Grande Valley,Slnd,31,80.4,101.2,29.1,40.8,50.54,6.7,14.7,28.2,18.2,184,228,0.807,165,393,0.42,5,30,0.167,2.9,2.3,53.9,Jr,5-9,10,4.09256,110.662,2.5,2026,81225,"Pearland, TX",,1.38383341,76,172,89,221,0.4419,0.4027,1,1,1,,92.4433,95.7349,2.66812,234.034,3.66192,2.63404,1.02787,4.19072,34.3242,3.76979,0.420933,1.9697,5.1515,7.1212,4.1515,1.4848,0.9697,16.9091,Combo G,1.63165,,2026
Lizzy Puot,Toledo,MAC,20,10.8,104.9,13.9,59.4,64.8,8.6,12.9,11.2,30.7,12,18,0.667,5,12,0.417,3,4,0.75,2.2,1.3,112.5,Jr,6-1,13,0.405533,93.5668,5.9,2026,81226,"Des Moines, IA",,0.800084,5,11,0,1,0.4545,0,0,0,,,91.7901,92.7253,0.594503,25.5346,1.18009,0.184133,0.995961,-0.372504,6.5905,-1.30243,0.929927,0.4762,0.7143,1.1905,0.381,0.1429,0.1429,1.5714,Wing G,1.70812,,2026
Camryn Vanden Bosch,Toledo,MAC,15,12.5,79,14.3,37.2,37.25,3.7,6.7,1.3,12.9,2,6,0.333,7,15,0.467,6,28,0.214,0,1.5,14,Fr,6-0,3,-0.167913,71.5246,3.4,2026,81227,"Holland, MI",,0.20012001,5,11,2,4,0.4545,0.5,0,0,,,95.0588,94.8843,0.836318,25.2982,-4.75187,-2.27825,-2.47362,-5.20041,10.3467,-3.47019,-1.73022,0.3333,0.6,0.9333,0.0667,0.2667,0,2.2667,Wing G,10.3307,,2026
Aina Perez Mesquida,Rider,MAAC,28,78.2,89.9,12.1,49.3,50.28,4.2,7.9,16.9,27.7,13,23,0.565,49,90,0.544,15,55,0.273,1.7,1.4,15.9,Fr,5-9,15,-0.0819948,75.4713,2.8,2026,81229,"Manacor, Spain",,1.31376959,40,69,9,21,0.5797,0.4286,0,0,,,97.6354,105.56,1.42009,141.485,-4.78031,-3.37268,-1.40762,-4.87195,32.5071,-3.46204,-1.40991,1.25,2.3214,3.5714,2.3929,0.7857,0.5,5.5714,Combo G,3.63045,,2026
Christina Liggio,Navy,Pat,30,31.1,94.8,17,47.2,53.06,2.5,9.7,13.7,26.2,23,27,0.852,19,38,0.5,15,50,0.3,0,2.1,30.7,Fr,5-8,33,0.475692,87.2365,4.6,2026,81230,"Colts Neck, NJ",,1,14,29,5,9,0.4828,0.5556,0,0,,,90.0889,94.3168,1.02978,70.0189,-2.2166,-1.30663,-0.909976,-3.0214,12.5774,-2.79279,-0.228611,0.2903,1.1935,1.4839,0.9677,0.4516,0,3.4839,Combo G,7.66542,,2026
Quinn Boettinger,Navy,Pat,26,24.4,103.4,25.6,45.9,50.8,14.2,17.9,13.2,16.1,30,43,0.698,51,104,0.49,0,7,0,6.2,2.5,38.7,Fr,6-3,0,1.21765,107.459,2.4,2026,81231,"Schwenksville, PA",,0.85716121,47,88,4,16,0.5341,0.25,0,0,,,82.6077,86.6404,1.22972,72.6325,3.80095,0.802674,2.99828,4.97918,11.4704,4.02958,0.949594,1.5185,1.963,3.4815,0.6667,0.4815,0.7037,5.1481,PF/C,1.36784,,2026
Deb Okechukwu,Rider,MAAC,29,55.4,66.4,26.4,37,39.92,7,19.6,9.9,31.1,35,63,0.556,60,153,0.392,14,66,0.212,1.5,1.5,28.8,Jr,5-9,3,-0.564445,68.8598,4.6,2026,81232,"Dc, DC",,0.28409953,50,115,10,38,0.4348,0.2632,0,0,,,91.2335,99.2419,1.45815,131.572,-11.6262,-9.0753,-2.55093,-10.7818,22.2517,-7.69922,-3.08256,1.4483,3.9655,5.4138,0.8621,0.5517,0.3103,6.7931,Wing G,6.14948,,2026
Kendall Mosley,San Diego St.,MWC,17,9.6,107.5,13.1,55.8,53.94,2,12.5,13.5,14.6,0,2,0,4,11,0.364,7,15,0.467,0,1,7.7,Fr,5-11,1,0.524067,96.9907,3.9,2026,81233,"Prosper, TX",,2,1,5,3,6,0.2,0.5,0,0,,,93.1346,94.2518,0.604092,21.2118,1.08313,1.68881,-0.605681,-0.731125,7.7444,-0.433564,-0.297561,0.1111,0.7778,0.8889,0.5556,0.2222,0,2.2222,Combo G,7.23417,,2026
Claudia Lazaro Carrasco Claro,Rider,MAAC,5,2.3,151.6,6.3,75,75,4.1,12.6,0,0,0,0,0,3,3,1,0,1,0,0,2.3,0,Fr,6-2,21,0.725302,115.939,6.1,2026,81234,"Madrid, Spain",,0,3,3,0,0,1,,0,0,,,93.7385,96.6729,0.392944,4.86378,-7.11867,-3.17008,-3.94859,-3.8915,5.26,-2.16519,-1.72632,0.2,0.6,0.8,0,0.2,0,1.2,Wing G,2.24428,,2026
Zoe Mesuch,Navy,Pat,30,82.1,102.3,20.1,51.7,52.98,1.9,5.2,10.2,15.3,26,36,0.722,70,154,0.455,82,219,0.374,0.5,1.5,9.7,Fr,5-5,11,2.60289,99.0388,1.8,2026,81235,"Clintondale, NY",,0.98151445,45,82,25,72,0.5488,0.3472,0,0,,,93.5713,97.9626,2.30711,157.453,0.0344985,1.76177,-1.72727,1.0095,32.9871,2.32593,-1.31643,0.6129,1.5484,2.1613,1.7097,0.871,0.1613,13.3871,Combo G,12.7182,,2026
Hannah Wasserman,Yale,Ivy,2,0.4,111.3,10.6,0,56.82,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,12.7,0,Fr,5-11,3,0.152648,95.3279,0,2026,81236,"Scarsdale, NY",,0,0,0,0,0,,,0,0,,,82.7237,80.2761,0.302682,1.40017,8.42386,2.93743,5.48643,11.9406,2.3,1.0056,10.935,0,0,0,0,0.5,0,0.5,Pure PG,0,,2026
LA Sneed,Utah,B12,31,65.3,98.2,16.5,46.5,50.46,1.5,7,25.1,24,42,64,0.656,49,112,0.438,20,58,0.345,0.5,2,37.6,Fr,5-6,2,2.14,99.8177,3,2026,81237,"Converse, TX",94.6,1.78336004,45,97,4,15,0.4639,0.2667,0,0,,,96.3985,88.6205,2.68051,144.434,2.21089,1.9629,0.247992,1.36386,26.15,0.0342763,1.32958,0.3125,1.875,2.1875,3.3438,0.9062,0.125,6.3438,Scoring PG,4.0978,,2026
Teaira Kelley,New Haven,NEC,24,42.6,75.7,22.1,37.2,41.18,5.1,11.8,16.5,28.3,28,49,0.571,48,125,0.384,0,4,0,0.3,3.1,38,Fr,5-0,3,-0.285181,71.9081,4.1,2026,81239,"Monroe, GA",,0.68746613,41,91,7,34,0.4505,0.2059,1,1,1,,95.4781,103.87,0.951959,87.1204,-9.30449,-6.32503,-2.97945,-8.67869,19.1,-6.20074,-2.47795,0.9231,1.8846,2.8077,1.2692,1,0.0385,5.6923,Combo G,0.531795,,2026
Abby Knauff,North Florida,ASun,28,25.6,79,10.5,34.4,39.83,4.5,8.8,6.1,24.2,8,9,0.889,8,19,0.421,5,26,0.192,0,1.4,20,Fr,5-9,14,-0.389701,65.2531,2.5,2026,81240,"Jacksonville, FL",,0.64281127,6,12,2,7,0.5,0.2857,0,0,,,102.678,105.027,0.468947,45.0802,-5.64155,-3.52271,-2.11884,-5.85996,10.2633,-3.80824,-2.05172,0.4,0.8,1.2,0.3,0.2333,0,1.5667,Wing G,5.08633,,2026
Indigo Brown,Bethune Cookman,SWAC,2,1.2,113.3,10.3,66.7,58.14,0,0,0,0,0,1,0,2,3,0.667,0,0,0,0,8.2,33.3,Fr,5-10,4,0.61083,101.349,2.9,2026,81241,"Jonesboro, GA",,0,2,3,0,0,0.6667,,0,0,,,90.7846,86.9253,0.759699,3.32916,1.00114,0.888334,0.112805,6.88334,7,1.2302,5.65314,0,0,0,0,1,0,2,Scoring PG,0,,2026
Samari Bankhead,UCF,B12,30,37.9,81.6,15.5,34.6,39.88,0.5,9.3,7.5,16.1,25,35,0.714,28,72,0.389,9,48,0.188,0.6,1.7,29.2,Fr,6-0,1,0.125657,78.5922,2,2026,81242,"Los Angeles, CA",,0.85000747,15,34,13,38,0.4412,0.3421,0,0,,,98.0176,92.4512,1.35345,79.6262,-2.53818,-1.71375,-0.824427,-2.62724,15.2733,-2.923,0.295753,0.0667,1.3,1.3667,0.5667,0.4667,0.1,3.6,Wing G,5.98861,,2026
Ava Black,Vanderbilt,SEC,30,22.5,116.8,13.2,56.7,58.12,8.7,17,8.6,19.1,7,10,0.7,29,44,0.659,6,23,0.261,0.7,3.9,14.9,Fr,5-11,8,1.2917,112.732,5,2026,81243,"Auburn, NH",,1.2142704,22,30,7,14,0.7333,0.5,0,0,,,86.046,77.2186,1.44913,74.1631,9.32014,6.28395,3.03619,5.91282,10.19,2.81116,3.10166,0.8,1.5333,2.3333,0.5667,0.7333,0.0667,2.7667,Wing G,4.12723,,2026
Katelyn Simpson,New Haven,NEC,21,25.2,52.3,18.6,23.9,31.37,4.5,10.6,17.9,47.3,11,15,0.733,11,43,0.256,0,3,0,0.9,2,32.6,Jr,5-9,11,-1.33404,46.4181,2.2,2026,81244,,,0.75608661,6,23,5,20,0.2609,0.25,0,0,,,98.2557,107.934,0.459895,45.9717,-14.4464,-11.1429,-3.3035,-12.7305,12.9957,-9.18922,-3.54123,0.4783,1.2609,1.7391,1.3478,0.4783,0.1304,1.5652,Combo G,0.67424,,2026
Tyler Butler,Bethune Cookman,SWAC,30,62.3,94.1,13.7,48.4,54.01,8,18.8,4.6,25.4,48,71,0.676,62,128,0.484,0,0,0,4.4,1.6,55.5,Sr,6-1,15,0.435656,81.2424,4.9,2026,81245,"Belleville, IL",,,57,111,5,17,0.5135,0.2941,0,0,,,93.562,102.66,1.34316,161.505,-3.33316,-2.58196,-0.7512,-3.56771,,-2.42238,-1.14532,,,,,,,,Wing G,0,,2026
Libby Fandel,Kansas,B12,35,44.5,79.7,14.2,41.4,42.72,1.7,12.1,9.1,23.3,7,9,0.778,28,54,0.519,20,86,0.233,0.5,1.7,6.4,Fr,6-1,13,0.0271453,76.6414,3.1,2026,81246,"Cedar Rapids, IA",91.6,0.88889998,21,36,7,18,0.5833,0.3889,0,0,,,95.7608,87.6899,1.88263,116.742,1.78186,0.846792,0.935068,0.142312,18.1361,-0.766248,0.90856,0.2778,2.0833,2.3611,0.8889,0.5833,0.0833,3.6389,Wing G,7.8666,,2026
Jamison Cardwell,North Florida,ASun,24,24.2,71,21.6,35.1,37.35,8.2,19.1,11.9,26.9,10,19,0.526,13,42,0.31,11,42,0.262,1.2,2.7,22.6,Fr,5-10,0,-0.183413,71.5428,3.5,2026,81247,"Gainesville, FL",,0.54835195,9,27,4,15,0.3333,0.2667,0,0,,,94.697,97.5616,0.812591,60.366,-5.3794,-4.6829,-0.6965,-5.80755,11.3923,-3.80374,-2.00381,0.8462,2,2.8462,0.6538,0.5769,0.1154,2.8846,Wing G,8.69171,,2026
Mecailin Marshall,Tulane,Amer,31,59.3,98.9,22.3,45.1,49.79,5.2,11.1,9.9,16.2,58,69,0.841,74,161,0.46,40,136,0.294,0.1,1.5,23.2,Fr,5-10,8,2.24615,103.491,2.8,2026,81248,"Abernathy, TX",,0.66668817,46,86,28,75,0.5349,0.3733,0,0,,,95.9761,95.2923,1.88558,134.061,-0.537631,1.37473,-1.91236,1.11881,24.0065,2.07899,-0.960176,1.1613,2.6129,3.7742,1.0323,0.6452,0.0323,10.5161,Wing G,10.2293,,2026
ReRe Jennings,Ohio,MAC,29,27.7,92.1,23.5,49,50.04,2.3,15.3,8.9,17.4,15,27,0.556,44,93,0.473,22,64,0.344,5.9,1.5,17.2,Fr,5-11,2,0.831806,96.4799,5.8,2026,81249,"Nolanville, TX",,0.60720023,38,69,6,24,0.5507,0.25,0,0,,,93.3885,94.426,0.97525,76.4222,-1.94339,-1.75501,-0.18838,-0.882107,12.2633,-0.332327,-0.549779,0.4333,1.7333,2.1667,0.5667,0.3667,0.5667,5.9,Wing G,9.65272,,2026
Madison Gordon,Tulane,Amer,13,2.4,180.5,4.1,0,85.23,10.8,13.6,0,0,3,4,0.75,0,0,0,0,0,0,0,0,0,Fr,6-2,32,0.52738,142.694,10.7,2026,81250,"Oakland, CA",,0,0,0,0,0,,,0,0,,,97.1069,98.363,0.157348,5.12936,-3.87351,0.019926,-3.89344,-5.18248,2.3077,-4.77233,-0.410148,0.2308,0.3077,0.5385,0,0,0,0.2308,PF/C,0,,2026
Shiloh Kimpson,Tulane,Amer,26,40.6,69.7,17.9,26.2,35.51,2.1,7.8,24.6,34.4,33,43,0.767,23,81,0.284,3,24,0.125,0.6,2,41,Fr,5-6,24,-0.550144,67.9894,2.8,2026,81251,"Little Elm, TX",,1.19644349,16,47,7,34,0.3404,0.2059,0,0,,,96.5509,97.5217,1.38539,89.3563,-6.34662,-5.21626,-1.13036,-5.49147,19.5846,-4.96288,-0.528594,0.3846,1.5,1.8846,2.5769,0.6923,0.1154,3.3846,Scoring PG,2.63661,,2026
Vivienne Macheck,Ohio,MAC,5,1.6,72.1,12,37.5,40.98,0,5.1,0,21.3,1,2,0.5,0,1,0,1,3,0.333,0,0,50,Fr,5-10,5,-0.205131,61.9224,5.8,2026,81253,"Embrach, Zurich, Switzerland",,1,0,1,0,0,0,,0,0,,,104.123,105.482,0.182722,2.67417,-10.0463,-4.74004,-5.30625,-12.2749,6.8333,-6.50626,-5.7686,0,0.6667,0.6667,0.1667,0.5,0.3333,1.1667,Combo G,7.83341,,2026
Antonicia Moultrie,Ohio,MAC,26,34.7,98.4,15.4,53.5,57.43,6.2,12.4,12.4,28.1,28,42,0.667,31,56,0.554,10,30,0.333,4.2,2.7,48.8,Jr,5-9,11,0.821417,90.5485,2.8,2026,81254,"Nassau, Bahamas",,0.83778463,29,52,2,4,0.5577,0.5,0,0,,,93.1804,94.9098,1.33353,96.6246,2.04664,-0.0572757,2.10392,1.1768,17.0222,0.595216,0.581587,1.0741,2,3.0741,1.1481,0.9259,0.5556,4.8889,Wing G,3.61195,,2026
Avery Gordon,Purdue,B10,27,19.2,106.3,25.2,53.1,55.13,11.6,17.4,4.1,12.7,22,37,0.595,52,98,0.531,0,0,0,7.9,2.2,37.8,Fr,6-7,55,1.35919,122.031,6.4,2026,81256,"Brownsburg, IN",87.6,0.30758049,32,47,20,51,0.6809,0.3922,0,0,,,97.3173,86.6525,0.93566,52.6176,3.29666,1.7507,1.54596,5.30765,8.6259,3.88318,1.42447,0.8519,1.2222,2.0741,0.1481,0.3333,0.6296,4.6667,PF/C,0,,2026
Jayda Cobbs,UC Riverside,BW,7,4.7,56.7,12.6,11.1,15.18,3.9,4,23.6,24.2,1,2,0.5,1,2,0.5,0,7,0,0,2,22.2,Fr,5-8,11,-0.778932,48.4394,3.5,2026,81257,"Ontario, CA",,2.25,1,1,0,1,1,0,0,0,,,99.9676,102.212,0.448635,8.79057,-9.12283,-5.025,-4.09783,-5.32696,9.15,-5.13891,-0.188053,0.375,0.75,1.125,1.125,0.5,0,0.625,PF/C,7.10496,,2026
Sydney Huber,Evansville,MVC,35,69.9,95.4,15.8,50.2,51.12,2,7.1,12.4,19.4,13,17,0.765,36,80,0.45,71,204,0.348,1.1,1.2,6,Fr,6-0,4,0.973451,86.2296,2.6,2026,81258,"Mount Vernon, IA",,1.09093801,17,35,19,45,0.4857,0.4222,0,0,,,107.025,106.246,1.16053,155.67,-2.62717,0.626538,-3.25371,-2.66946,28.2743,0.205591,-2.87505,0.5429,1.8286,2.3714,1.7143,0.6286,0.3143,8.5143,Combo G,11.4059,,2026
Samantha Mullock,Presbyterian,BSth,28,40.6,67.6,9,38.5,38.46,9,10.3,2.1,34.3,5,15,0.333,17,39,0.436,1,9,0.111,0.7,1.2,31.3,Fr,5-11,25,-1.34802,52.2898,2.2,2026,81259,"Nottingham, England, United Kingdom",,0.20004801,15,22,2,17,0.6818,0.1176,0,0,,,109.724,119.302,-0.0620443,67.3136,-9.79638,-4.65268,-5.1437,-8.59425,16.22,-4.11725,-4.47701,1.3333,1.3667,2.7,0.1667,0.4333,0.1333,1.5333,Wing G,1.1177,,2026
Allie Sykes,Presbyterian,BSth,27,27.3,85.6,17.4,37,42.88,1,3.4,1.8,16.9,20,23,0.87,4,18,0.222,21,78,0.269,0,0.7,24,Fr,5-3,13,0.0995475,78.7328,2.6,2026,81260,"Burlington, NC",,0.14992025,2,5,2,13,0.4,0.1538,0,0,,,113.542,123.395,-0.204228,35.7004,-11.7516,-2.75002,-9.00154,-8.37458,12.3621,-2.14779,-6.22679,0.2759,0.3448,0.6207,0.1034,0.2759,0.0345,4.2414,Wing G,14.406,,2026
Yolanda Floyd,Presbyterian,BSth,18,12.6,58.7,31.8,32.3,35.44,6.7,12,11.2,34,8,13,0.615,17,43,0.395,2,19,0.105,0.7,4,21,Fr,5-8,12,-0.307126,64.9105,3.7,2026,81261,"Powder Springs, GA",,0.25806453,6,9,11,34,0.6667,0.3235,0,0,,,102.964,109.068,0.248439,28.7003,-14.602,-9.3353,-5.26666,-11.0755,8.26,-6.00168,-5.07378,0.7,1,1.7,0.4,0.65,0.05,3.1,Wing G,7.60315,,2026
Aretha Linger,Presbyterian,BSth,6,13.2,75.3,19.8,37.5,38.84,9.9,7.9,8.2,23.1,3,5,0.6,18,45,0.4,0,3,0,4.9,3.1,10.4,Fr,5-10,8,0.123446,77.6418,2.4,2026,81262,"Rotterdam, Netherlands",,0.35291937,14,27,4,18,0.5185,0.2222,0,0,,,104.815,105.729,1.069,27.8954,-5.88365,-3.70129,-2.18237,-3.58497,24.3571,-0.699043,-2.88593,2.7143,1.5714,4.2857,0.8571,1.4286,1.2857,7.7143,Wing G,1.14593,,2026
Amani Williams,Presbyterian,BSth,25,39.3,73.7,14.5,43.7,46.51,9.1,14.2,1.8,33.7,20,39,0.513,31,71,0.437,0,0,0,1.9,2.2,54.9,Fr,6-1,30,-0.741797,64.0717,5.4,2026,81263,"Greensboro, NC",,0.11628784,30,58,1,13,0.5172,0.0769,0,0,,,105.415,114.904,0.201645,80.7642,-9.93761,-5.54734,-4.39027,-9.5909,17.3889,-5.7543,-3.8366,1.5926,1.9259,3.5185,0.1852,0.7778,0.2963,3.2963,Wing G,0,,2026
Martyna Czescik,Houston Christian,Slnd,11,5.9,86.4,13.6,50,61.09,3.5,10.5,10.2,39.2,5,6,0.833,1,4,0.25,2,4,0.5,0,3.5,75,Sr,6-0,21,0.0157529,76.9697,2.5,2026,81264,"Warsaw, Poland",,0.49990838,1,3,0,1,0.3333,0,0,0,,,94.3914,97.4504,0.425491,13.2252,-4.3915,-4.14249,-0.249006,-1.1765,5.9091,-2.66824,1.49173,0.1818,0.5455,0.7273,0.2727,0.3636,0,1.1818,Combo G,3.54445,,2026
Avery Hjelmstad,Utah,B12,30,33.6,89.5,20.4,42.4,46.17,2.9,9.9,6.9,16.8,22,26,0.846,13,31,0.419,34,120,0.283,1.2,1.4,17.2,Fr,6-1,1,0.998524,96.9451,1.5,2026,81265,"Edmond, OK",91.4,0.5,9,22,4,9,0.4091,0.4444,0,0,,,96.402,88.3657,1.43619,74.249,0.841827,1.60813,-0.766299,0.689775,14.1871,1.31927,-0.629499,0.3871,1.3226,1.7097,0.4516,0.3548,0.1613,5.2903,Wing G,16.477,,2026
Ashley Dinges,Providence,BE,33,50.2,87.1,15.2,38.9,39.82,5,13.8,8.3,13.8,10,19,0.526,39,89,0.438,22,96,0.229,1.3,1.5,10.3,Fr,6-1,23,0.575082,84.4506,1.7,2026,81266,"Haverhill, MA",,1.08332185,22,44,17,45,0.5,0.3778,0,0,,,95.4145,90.2672,1.94742,118.946,0.569008,0.277322,0.291686,0.581416,20.1667,0.337581,0.243835,0.9394,2.4848,3.4242,0.7879,0.5152,0.2424,4.6667,Wing G,8.41493,,2026
Alli Robertson,Southern Indiana,OVC,11,3.4,120.6,13.4,66.7,66.67,2.7,25,15.8,21.9,0,0,0,3,5,0.6,2,4,0.5,3.3,0,0,Fr,6-1,21,0.376163,106.656,3,2026,81267,"Harrison, OH",,1.66635557,0,0,3,5,,0.6,0,0,,,88.2517,90.0903,0.347219,8.28372,0.745198,0.223665,0.521533,6.6421,5.7643,3.80876,2.83334,0.2857,1.4286,1.7143,0.3571,0.0714,0.0714,1.8571,Wing G,5.83404,,2026
Kennedy Austin,UMBC,AE,28,48,88.3,26.1,38.6,46.45,9.2,7.9,15,23.9,72,102,0.706,64,172,0.372,7,21,0.333,1.2,3.8,52.8,Fr,5-9,4,1.27359,94.0963,4.4,2026,81268,"Waldorf, MD",,0.61535979,44,113,20,59,0.3894,0.339,0,0,,,88.0031,89.6917,2.02907,114.972,0.635101,-0.731016,1.36612,0.463296,20.9233,-0.480101,0.943397,1.7,1.3,3,1.3333,1.4667,0.2,7.8667,Combo G,2.14543,,2026
Channah Gannon,Southern Indiana,OVC,23,26.4,98.7,28.1,39,49,9.9,20.6,12.8,18.7,53,66,0.803,42,103,0.408,4,20,0.2,3.4,3.4,53.7,Fr,6-4,44,1.40516,106.507,7.4,2026,81269,"Manchester, TN",,0.64284542,32,60,10,43,0.5333,0.2326,0,0,,,82.1775,83.7931,1.5954,79.1002,1.85966,0.106979,1.75268,1.47048,13.4348,-0.167921,1.63841,1.2609,2.5217,3.7826,0.7826,0.7826,0.3478,6.4783,Wing G,3.75677,,2026
Emily Knouse,Saint Joseph's,A10,29,39.6,101.4,16.2,50.7,51.58,0.8,10.4,13.9,14.7,5,6,0.833,10,19,0.526,39,116,0.336,1.4,1.8,4.4,Fr,5-11,30,1.17318,97.5577,1.7,2026,81271,"Horsham, PA",,1.64987593,6,8,4,11,0.75,0.3636,0,0,,,92.909,91.3916,1.47277,79.5317,1.51181,2.26635,-0.754546,3.29032,15.7645,3.02451,0.265809,0.129,1.4194,1.5484,1.0645,0.4516,0.1935,5.3226,Combo G,15.2686,,2026
Maisie Crowley,UMBC,AE,14,7.6,90.5,26,42.2,45.6,17,18.8,14.2,22.3,7,12,0.583,12,24,0.5,1,8,0.125,3.7,1.3,37.5,Fr,6-4,17,0.405117,93.8437,3.8,2026,81272,"London, United Kingdom",,0.7,12,20,0,4,0.6,0,0,0,,,87.9875,93.9317,0.557304,18.2391,0.577583,-0.122367,0.699949,-1.09866,7.5125,-0.414304,-0.684358,1,1.3125,2.3125,0.4375,0.25,0.25,2.9375,PF/C,5.16194,,2026
Janiyah Williams,Oregon,B10,28,13.8,111.4,16,54.9,57.69,2.3,6.6,3.7,10.4,11,15,0.733,17,34,0.5,11,27,0.407,0.5,3,24.6,Fr,5-9,22,0.866722,111.565,3.8,2026,81274,"Edmond, OK",89.6,0.66682221,10,18,7,16,0.5556,0.4375,0,0,,,92.6279,83.5374,0.849588,37.7377,4.94489,4.13504,0.809853,4.32492,7.1893,2.29217,2.03275,0.1429,0.4286,0.5714,0.1429,0.3929,0.0357,2.7857,Combo G,7.49544,,2026
Jay Scott,Northwestern St.,Slnd,6,3.6,12.2,10.4,0,0,0,10.1,8.6,38.9,0,0,0,0,5,0,0,2,0,0,1.4,0,Jr,5-5,3,-1.73264,7.64491,2.7,2026,81275,"Miami, FL",,0.79994401,0,2,0,3,0,0,0,0,,,95.1289,88.8588,0.741581,7.31552,-10.5537,-9.70985,-0.843807,-12.8762,7.6714,-10.314,-2.56228,0,0.5714,0.5714,0.5714,0.4286,0,0.2857,PF/C,2.72625,,2026
Leah Fowler,Binghamton,AE,8,1.1,0,8.6,0,0,0,8.5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Fr,6-0,33,-0.458373,-3.93035,14.7,2026,81276,"Thornleigh, Australia",,0,0,0,0,2,,0,0,0,,,101.74,104.44,0.0787198,1.863,-13.8245,-7.90465,-5.91981,-21.442,2.27,-16.2536,-5.18839,0,0.1,0.1,0,0.1,0,0.2,PF/C,4.43269,,2026
Klarissa Goode,Binghamton,AE,16,8.3,80.2,13.9,32.1,40.98,7.1,3.3,14.3,33.7,5,7,0.714,3,11,0.273,1,3,0.333,1.1,1.2,50,Fr,5-5,1,-0.117816,70.9015,8.1,2026,81277,"Rochester, NY",,1.44439995,2,7,1,4,0.2857,0.25,0,0,,,102.13,104.653,0.301184,13.9563,-5.84502,-2.85817,-2.98685,-7.68246,7.4333,-5.23376,-2.4487,0.3889,0.2222,0.6111,0.7222,0.3889,0.0556,1.3889,Scoring PG,1.7624,,2026
Carletta Bennett,Binghamton,AE,30,55.9,97.3,18.6,50,54.52,5.5,9.1,11.8,26.3,35,40,0.875,68,130,0.523,13,45,0.289,2.1,2.7,22.9,Fr,5-8,11,1.43656,94.1376,5.1,2026,81278,"Brampton, Canada",,0.65517241,51,92,17,38,0.5543,0.4474,0,0,,,95.7889,98.759,1.5572,127.262,0.131407,0.343339,-0.211931,-0.775208,23.0781,-0.668155,-0.107052,1,1.8125,2.8125,1.1875,1.0625,0.4062,6.9375,Wing G,3.92519,,2026
Shay Shippen,Columbia,Ivy,6,2.3,96.2,14.1,66.7,69.88,0,11.9,5.7,40.3,1,1,1,1,2,0.5,2,4,0.5,0,1.9,16.7,Fr,5-11,22,0.186905,86.9829,6.5,2026,81280,"Idaho Falls, ID",,0.33340001,1,2,0,0,0.5,,0,0,,,89.2615,92.3084,0.448879,5.23857,-0.702481,-0.912114,0.209633,-4.52849,5.1,-3.53634,-0.992152,0,0.5,0.5,0.1667,0.1667,0,1.5,Combo G,7.5629,,2026
Makenzie Luehring,Oakland,Horz,30,80.6,97.2,28.6,46.7,51.92,2.7,13,29.3,22.2,96,117,0.821,105,235,0.447,56,170,0.329,0.4,2.4,28.9,Fr,5-6,2,3.62249,108.59,2.1,2026,81281,"Cedarburg, WI",,1.08489797,77,160,28,75,0.4813,0.3733,0,0,,,103.999,103.599,1.63326,180.737,0.623547,3.35871,-2.73516,1.54194,31.8871,3.51515,-1.97321,0.8065,3.6452,4.4516,3.7097,1.3548,0.129,15.6452,Scoring PG,10.1928,,2026
