year,pid,player,team,rim_made,rim_miss,rim_assisted,mid_made,mid_miss,mid_assisted,three_made,three_miss,three_assisted,dunks_made,dunks_miss,dunks_assisted
2021,74086,Lexi Mittelstadt,Maine,0,0,0,0,0,0,0,1,0,0,0,0
2021,74088,Ksenija Mitric,Marshall,1,1,0,0,2,0,2,8,2,0,0,0
2021,74090,Hannah Barber,Alabama,10,16,1,6,16,2,38,82,34,0,0,0
2021,74091,Rayven Peeples,St. John's,67,33,48,4,9,4,0,2,0,0,0,0
2021,74093,Daishai Almond,Southern Miss,27,25,10,29,56,4,2,8,1,0,0,0
2021,74094,Annie Pavlansky,Kent St.,3,2,2,0,3,0,3,5,3,0,0,0
2021,74095,Rickie Woltman,Purdue,3,2,2,2,4,2,0,0,0,0,0,0
2021,74097,Nikola Ozola,Florida Atlantic,6,2,0,3,3,1,5,23,4,0,0,0
2021,74098,Trey Kennedy,Marist,31,34,14,10,34,2,35,58,35,0,0,0
2021,74099,Brooke Moore,Purdue,23,22,11,42,59,16,36,76,27,0,0,0
2021,74100,Summer Schloss,UAB,0,3,0,0,5,0,0,0,0,0,0,0
2021,74101,Lauryn Thompson,Texas St.,69,45,46,14,47,8,3,9,3,0,0,0
2021,74103,Grace Berger,Indiana,62,50,10,81,122,13,11,23,9,0,0,0
2021,74104,Kharis Idom,UMass Lowell,24,33,5,23,55,4,32,67,27,0,0,0
2021,74105,Casey Ferguson,South Alabama,1,3,1,0,4,0,25,40,24,0,0,0
2021,74108,Jireh Washington,Arkansas St.,19,17,2,6,8,0,4,9,4,0,0,0
2021,74109,Maggie Manson,North Dakota,8,7,0,10,25,3,37,90,35,0,0,0
2021,74110,Georgia Baldwin,Eastern Kentucky,2,4,1,2,3,0,0,2,0,0,0,0
2021,74113,Kenyal Perry,Texas A&M,0,1,0,0,1,0,0,0,0,0,0,0
2021,74115,Junie Dickson,Cal Poly,0,0,0,0,0,0,0,1,0,0,0,0
2021,74116,Avery LaBarbera,Holy Cross,32,39,8,12,26,1,32,61,26,0,0,0
2021,74117,Kem Nwabudu,Wagner,43,48,25,36,47,28,0,2,0,0,0,0
2021,74118,Kam Finley,Northern Iowa,37,31,9,12,34,1,40,90,37,0,0,0
2021,74119,Madi Williams,Oklahoma,99,58,43,63,94,15,10,25,8,0,0,0
2021,74121,Lauren Carter,Morehead St.,42,42,18,7,25,4,8,23,8,0,0,0
2021,74125,Barbara Zieniewska,Cleveland St.,11,17,1,3,12,0,21,52,21,0,0,0
2021,74127,Kayla Spruill,La Salle,55,31,28,14,25,11,41,54,39,0,0,0
2021,74128,Jhessyka Williams,Gardner Webb,76,52,17,15,55,0,19,53,18,0,0,0
2021,74130,Courtlyn Loudermill,Oral Roberts,2,3,1,1,4,0,2,6,2,0,0,0
2021,74131,Lindsey Thall,Kent St.,31,32,14,7,13,2,36,62,33,0,0,0
2021,74132,Koi Love,Vanderbilt,46,26,13,15,34,2,4,13,2,0,0,0
2021,74134,Nyagoa Gony,Purdue,2,0,2,0,1,0,0,0,0,0,0,0
2021,74135,Mia Heide,Tulane,29,26,19,19,22,16,0,0,0,0,0,0
2021,74136,Natalie Kelly,Southeastern Louisiana,17,25,12,5,18,1,0,1,0,0,0,0
2021,74137,Morgan Kane,Iowa St.,10,6,5,0,3,0,2,0,2,0,0,0
2021,74139,Chloe Brooks,Virginia Tech,0,0,0,0,0,0,0,5,0,0,0,0
2021,74140,Zahra Barnes,Binghamton,6,14,1,0,5,0,1,2,1,0,0,0
2021,74146,Wil'lisha Jackson,Sacred Heart,0,1,0,0,2,0,0,2,0,0,0,0
2021,74148,Jiselle Thomas,FIU,105,82,23,29,63,5,23,46,22,0,0,0
2021,74150,Emma Wittmershaus,Milwaukee,38,21,21,13,24,12,8,21,7,0,0,0
2021,74151,Julia Macabuhay,UC San Diego,0,5,0,4,7,0,9,15,4,0,0,0
2021,74154,Myia Clark,Saint Louis,17,30,10,8,15,2,20,54,20,0,0,0
2021,74155,Ryann Payne,LSU,3,5,0,3,6,0,4,2,3,0,0,0
2021,74157,Lily Svetich,Cal Poly,2,3,2,4,0,3,1,3,1,0,0,0
2021,74161,Maggie Walsh,Colgate,2,6,2,1,2,1,0,2,0,0,0,0
2021,74163,Niyah Becker,Utah,27,33,11,10,21,1,10,38,10,0,0,0
2021,74165,Bianca Jackson,Florida St.,25,31,4,51,98,10,20,32,16,0,0,0
2021,74166,Maddy Siegrist,Villanova,118,78,76,46,70,31,42,75,39,0,0,0
2021,74170,Emma Torbert,Weber St.,43,53,17,2,24,0,5,18,4,0,0,0
2021,74171,Karisma Ortiz,Texas,11,5,5,6,18,3,19,49,18,0,0,0
2021,74172,Jaia Alexander,Butler,15,22,3,24,54,6,2,13,2,0,0,0
2021,74173,Mihaela Lazic,South Florida,6,3,4,5,5,2,2,14,2,0,0,0
2021,74174,Jamirah Shutes,Memphis,8,15,2,3,13,1,7,17,4,0,0,0
2021,74176,Madeline Phillips,Seattle,6,8,6,11,12,9,4,13,4,0,0,0
2021,74177,Caroline Germond,TCU,14,26,1,9,23,3,13,46,13,0,0,0
2021,74178,Alexa Williamson,Temple,70,48,59,31,57,24,0,0,0,0,0,0
2021,74179,Mykaylyn Davis,Western Carolina,2,9,0,0,2,0,0,5,0,0,0,0
2021,74180,Haley Troup,Missouri,27,24,10,16,24,2,22,32,20,0,0,0
2021,74181,Mikayla Brandon,Northern Illinois,19,18,6,12,15,4,25,55,25,0,0,0
2021,74182,Jaeyden Hill-Mims,Furman,0,0,0,0,0,0,0,0,0,0,0,0
2021,74183,Lotte Sant,Louisiana Tech,2,3,0,2,4,1,20,73,20,0,0,0
2021,74184,Sanjana Ramesh,Northern Arizona,3,4,2,0,2,0,0,0,0,0,0,0
2021,74185,Sydni Harvey,South Florida,23,40,13,10,27,3,43,85,43,0,0,0
2021,74186,Jada Clowers,UMBC,8,17,5,3,9,3,0,0,0,0,0,0
2021,74187,Kinley Falslev-Wickizer,Utah St.,2,0,1,3,8,0,20,51,19,0,0,0
2021,74190,Maya Klein,Sacred Heart,0,0,0,0,0,0,2,3,2,0,0,0
2021,74192,Fruzsina Horvath,St. Francis NY,46,41,31,8,10,5,13,15,12,0,0,0
2021,74195,Angelee Rodriguez,South Florida,3,2,3,0,2,0,0,0,0,0,0,0
2021,74196,Yummy Morris,TCU,57,40,40,19,34,14,0,0,0,0,0,0
2021,74197,Kola Bad Bear,Montana St.,28,24,18,7,20,4,5,17,5,0,0,0
2021,74198,Alisha Lewis,UCF,9,14,2,12,26,4,40,49,29,0,0,0
2021,74199,Dlayla Chakolis,Hampton,11,3,4,8,17,5,2,2,2,0,0,0
2021,74200,Teegan Pifher,High Point,2,0,2,1,1,0,2,6,2,0,0,0
2021,74201,Jasmine Carson,West Virginia,15,13,5,4,15,3,21,35,20,0,0,0
2021,74203,Helena Delaruelle,New Hampshire,39,65,5,5,34,0,11,35,7,0,0,0
2021,74207,Shawnta Shaw,Jacksonville St.,1,2,1,1,0,0,0,0,0,0,0,0
2021,74209,Lauren Bevis,Gardner Webb,19,20,3,19,50,4,60,104,47,0,0,0
2021,74210,Sofia Gritzali,Cincinnati,9,8,2,2,6,2,3,13,3,0,0,0
2021,74211,Megan Abrams,Alabama,44,59,11,8,22,1,20,37,20,0,0,0
2021,74212,Kyla Allison,Western Carolina,29,18,5,44,71,8,14,34,12,0,0,0
2021,74213,Lexus Green,Cal St. Bakersfield,16,14,0,26,38,3,19,41,16,0,0,0
2021,74214,Gabbie Green,Pittsburgh,7,4,1,3,15,2,25,47,22,0,0,0
2021,74219,Leah Morrow,Grambling St.,28,24,7,10,24,1,1,4,0,0,0,0
2021,74220,Jacqueline Maulucci,Eastern Illinois,2,3,0,1,2,1,0,2,0,0,0,0
2021,74221,LaDazhia Williams,Missouri,80,28,49,26,47,13,0,1,0,0,0,0
2021,74222,Petra Farkas,Colorado St.,1,3,1,11,18,5,15,26,15,0,0,0
2021,74225,Amoria Neal-Tysor,Mercer,38,20,7,61,93,20,55,88,40,0,0,0
2021,74226,Dynah Jones,Tulane,43,30,15,11,26,4,25,55,25,0,0,0
2021,74227,Chrissy Carr,Kansas St.,42,38,20,30,60,13,55,102,49,0,0,0
2021,74229,Sarah Bates,Georgia Tech,1,1,1,0,2,0,20,38,19,0,0,0
2021,74230,Olivia Thompson,South Carolina,2,0,2,0,2,0,4,9,4,0,0,0
2021,74233,Aliyah Boston,South Carolina,97,56,35,54,82,33,13,36,13,0,0,0
2021,74234,Devyne Newman,Loyola MD,4,2,0,31,41,10,1,16,1,0,0,0
2021,74235,Alana Vinson,Eastern Illinois,2,3,1,1,1,1,0,3,0,0,0,0
2021,74236,Ayana Emmanuel,Alabama St.,70,38,22,15,35,6,39,45,29,0,0,0
2021,74238,Julie Pospisilova,Wisconsin,36,27,5,16,40,4,30,52,29,0,0,0
2021,74239,Bendu Yeaney,Arizona,24,21,5,8,31,5,8,25,8,0,0,0
2021,74240,Diamond Battles,UCF,31,33,5,28,64,14,7,19,5,0,0,0
2021,74241,Tehya Lyons,Georgia St.,31,26,8,9,30,3,5,10,3,0,0,0
2021,74242,Aja Holmes,TCU,3,1,1,4,4,1,39,81,39,0,0,0
2021,74243,Anna Clephane,Ball St.,70,47,33,17,25,7,7,20,7,0,0,0
2021,74244,Ansley Hall,Tennessee Tech,2,0,0,0,2,0,1,6,1,0,0,0
2021,74247,Kelsey Lenzie,Portland,3,5,0,0,3,0,10,32,10,0,0,0
2021,74250,Amiee Book,Cal St. Fullerton,14,12,8,13,13,7,17,24,15,0,0,0
2021,74253,Solmilena Herrera,Cal St. Bakersfield,12,12,11,1,2,1,0,0,0,0,0,0
2021,74254,Kahlaijah Dean,Oakland,66,46,13,32,73,6,36,92,30,0,0,0
2021,74256,Bre Beck,Florida Atlantic,10,4,1,1,5,0,2,8,2,0,0,0
2021,74261,Kia Vaalavirta,San Francisco,13,9,6,1,8,1,13,17,11,0,0,0
2021,74262,Leigha Brown,Michigan,55,20,24,43,48,13,16,36,13,0,0,0
2021,74263,Keya Patton,Auburn,17,16,3,8,25,3,9,29,8,0,0,0
2021,74264,Danni Nichols,Western Illinois,70,58,28,6,20,2,18,35,17,0,1,0
2021,74265,Haley Cameron,Eastern Illinois,0,3,0,0,0,0,3,8,3,0,0,0
2021,74266,Destiny Littleton,South Carolina,4,7,0,4,7,1,11,25,8,0,0,0
2021,74271,Lesila Finau,Colorado,26,18,8,9,17,1,12,22,12,0,0,0
2021,74272,Jessie Rennie,Tennessee,2,2,0,0,1,0,1,13,1,0,0,0
2021,74273,Karolina Szydlowska,Arkansas St.,7,7,1,11,20,9,22,48,21,0,0,0
2021,74277,Imani Lacy,Long Beach St.,8,2,5,3,9,3,0,3,0,0,0,0
2021,74278,Terryn Milton,UT Arlington,17,11,6,27,51,7,14,13,11,0,0,0
2021,74279,Maria Carvalho,Utah Valley,34,49,11,24,49,9,27,67,23,0,1,0
2021,74283,Victoria Toomey,Rider,49,57,27,13,25,5,0,5,0,0,0,0
2021,74285,Kameron Roach,Kentucky,1,3,1,1,2,1,2,0,2,0,0,0
2021,74286,Makenzie Helms,Nebraska,1,0,0,2,2,0,0,1,0,0,0,0
2021,74287,Aja Blount,Coastal Carolina,66,50,31,20,47,9,10,16,5,0,0,0
2021,74288,Cristina Bermejo,South Florida,1,3,1,6,10,5,1,8,1,0,0,0
2021,74290,Xianna Josephs,East Carolina,9,8,6,0,8,0,0,0,0,0,0,0
2021,74293,Jatyjia Jones,Memphis,31,41,19,7,34,4,10,24,10,0,0,0
2021,74297,DeShari Graham,Jacksonville,64,32,16,7,24,3,14,39,13,0,0,0
2021,74298,Khalela Hayes,Jacksonville,14,13,3,10,20,3,3,2,3,0,0,0
2021,74301,Jaelyn Swann,UMBC,0,0,0,0,0,0,0,1,0,0,0,0
2021,74304,Kendal Moore,N.C. State,0,1,0,2,1,0,0,3,0,0,0,0
2021,74306,Andreana Wrister,Tennessee St.,52,43,8,18,62,0,48,133,37,0,0,0
2021,74307,Trinitee Jackson,Arkansas St.,27,36,9,16,18,7,0,0,0,1,0,0
2021,74312,Bailee Chynoweth,San Diego St.,1,0,1,0,0,0,8,23,7,0,0,0
2021,74316,K.K. White,Wright St.,15,18,4,14,31,9,11,47,10,0,0,0
2021,74317,Nakia Boston,Portland St.,28,25,10,1,8,1,7,17,4,0,0,0
2021,74318,Willa Albrecht,Montana,5,2,2,0,7,0,5,5,4,0,0,0
2021,74320,Clara Ford,Boston College,32,36,21,3,7,2,0,1,0,0,0,0
2021,74321,Taylor Soule,Boston College,71,63,42,39,78,14,1,6,1,0,0,0
2021,74322,De'Sha Benjamin,Alabama,0,4,0,3,4,0,4,5,4,0,0,0
2021,74324,Anastasia Hayes,Middle Tennessee,181,115,50,27,75,3,26,81,14,0,0,0
2021,74326,Raziya Potter,San Jose St.,17,13,1,2,10,1,2,3,2,0,0,0
2021,74327,Jazmin Harris,Charlotte,40,21,26,30,59,26,0,0,0,0,0,0
2021,74328,Manna Mensah,Murray St.,32,28,8,22,34,7,0,16,0,0,0,0
2021,74329,Chrissy Brown,Southeastern Louisiana,36,24,20,6,19,4,9,25,9,0,0,0
2021,74330,Tayanna Jones,Colorado,11,7,0,7,15,1,6,13,5,0,0,0
2021,74331,Alecia Whyte,Northern Colorado,30,35,9,15,35,7,1,1,1,0,0,0
2021,74332,Krisen Hunt,Purdue Fort Wayne,6,1,0,5,8,0,4,14,4,0,0,0
2021,74333,Sydney Wilson,Missouri St.,32,25,18,9,39,2,21,54,19,0,0,0
2021,74335,Maiya Bumbray,Morgan St.,0,0,0,0,0,0,2,2,2,0,0,0
2021,74336,Beatriz Jordao,South Florida,18,13,12,8,16,8,0,0,0,0,0,0
2021,74338,LaMiracle Sims,UAB,24,18,17,13,21,11,0,1,0,0,0,0
2021,74340,Jocelyn Polansky,Utah St.,0,0,0,0,0,0,0,2,0,0,0,0
2021,74342,Christyan Reid,Northern Kentucky,0,0,0,1,0,1,0,0,0,0,0,0
2021,74346,Katie Jekot,Saint Joseph's,24,21,8,6,36,2,27,55,18,0,0,0
2021,74347,Kayana Traylor,Purdue,60,52,18,25,59,4,26,65,21,0,0,0
2021,74349,Anna Johnson,Santa Clara,0,0,0,0,3,0,1,3,1,0,0,0
2021,74350,Tiana Jackson,Illinois Chicago,21,20,9,20,29,6,10,14,9,0,0,0
2021,74351,Rose Warren,Southern Miss,11,10,4,8,14,5,5,19,4,0,0,0
2021,74352,Trinity Oliver,Baylor,23,16,11,32,50,21,0,1,0,0,0,0
2021,74353,Gina Conti,Wake Forest,58,54,12,18,45,2,34,64,22,0,0,0
2021,74354,Alana Fursman,Merrimack,20,15,3,2,5,1,11,14,11,0,0,0
2021,74355,Sydney Freeman,Ball St.,24,42,5,13,39,1,54,118,21,0,0,0
2021,74356,Kayla Mitchell,Lamar,10,12,3,6,25,0,5,10,5,0,0,0
2021,74358,Madison Gill,Nicholls St.,0,0,0,0,2,0,1,1,1,0,0,0
2021,74360,Chyna Allen,Nicholls St.,34,28,15,19,55,4,22,45,19,0,0,0
2021,74361,Kyrstin Green,Nicholls St.,2,5,0,0,7,0,0,10,0,0,0,0
2021,74362,Madeline Selvaggi,Fairleigh Dickinson,14,19,5,0,8,0,9,26,7,0,0,0
2021,74364,Brooklyn Blackburn,Green Bay,24,31,17,2,14,1,1,11,0,0,0,0
2021,74365,Laya Hartman,Northwestern,4,2,2,2,3,2,2,2,2,0,0,0
2021,74366,Blair Green,Kentucky,15,7,11,27,31,14,21,42,21,0,0,0
2021,74367,Jordyn Hughes,Eastern Illinois,9,13,3,12,23,5,19,43,19,0,0,0
2021,74369,Elizabeth Lutz,Western Illinois,41,44,8,6,23,0,34,89,29,0,0,0
2021,74373,Emma Capps,Gardner Webb,15,20,6,1,8,1,6,37,6,0,0,0
2021,74376,Lizzy Ratcliff,McNeese St.,10,10,3,5,21,3,15,23,14,0,0,0
2021,74379,Ahlana Smith,Louisville,13,8,2,8,10,3,7,15,7,0,0,0
2021,74380,Tionna Carter,Presbyterian,85,57,49,13,29,4,1,6,1,0,0,0
2021,74381,Bryar Tronnier,Southern Utah,1,3,1,3,1,3,0,0,0,0,0,0
2021,74385,Amber Gaston,Florida Atlantic,27,22,15,11,10,7,1,5,1,0,0,0
2021,74387,Jada McMillan,St. Francis NY,1,8,1,2,5,0,0,0,0,0,0,0
2021,74389,Kiera Brown,UCF,7,12,4,5,22,3,0,0,0,0,0,0
2021,74391,Sam Miller,Saint Francis,33,25,28,11,20,8,2,9,2,0,0,0
2021,74392,Da'Nasia Hood,Texas St.,47,43,31,47,66,34,29,79,29,0,0,0
2021,74393,Devry Millett,BYU,1,0,0,0,3,0,0,2,0,0,0,0
2021,74394,Alona Blackwell,Oakland,31,26,11,18,36,9,42,108,39,0,0,0
2021,74395,Tamia Stallings,Jacksonville,15,22,10,1,15,1,0,0,0,0,0,0
2021,74396,Isabelle Bourne,Nebraska,74,42,45,26,66,18,19,41,17,0,0,0
2021,74397,Tatyana Hill,Houston,60,54,41,8,27,5,0,1,0,0,0,0
2021,74400,Jena' Williams,UT Rio Grande Valley,13,24,2,13,16,2,17,43,11,0,0,0
2021,74401,Zuzanna Kulinska,Colorado,6,7,3,3,1,2,5,5,5,0,0,0
2021,74402,Sophia Stiles,Montana,58,56,20,22,45,4,13,43,8,0,0,0
2021,74403,Abby Voss,Western Michigan,14,14,8,3,10,2,13,23,13,0,0,0
2021,74405,Natalie Villaflor,Robert Morris,9,10,5,10,20,3,4,7,4,0,0,0
2021,74407,Piper Macke,George Washington,0,1,0,0,0,0,0,0,0,0,0,0
2021,74408,Jada Boyd,N.C. State,56,37,28,27,33,12,9,20,9,0,0,0
2021,74409,Chelsea Johnson,Texas St.,11,11,7,3,10,2,0,0,0,0,0,0
2021,74410,Syd Schultz,Portland St.,24,18,17,3,10,3,0,2,0,0,0,0
2021,74411,Irene Primo,Hartford,1,1,0,0,1,0,1,3,1,0,0,0
2021,74412,Dulcy Fankam Mendjiadeu,Memphis,73,68,43,34,49,23,0,1,0,1,0,0
2021,74413,Shyia Smith,UT Arlington,61,45,35,9,15,6,7,18,6,0,0,0
2021,74414,Trajata Colbert,Wichita St.,43,22,28,21,28,15,0,2,0,0,0,0
2021,74415,Seraphine Bastin,Wichita St.,36,28,6,26,41,7,3,15,3,0,0,0
2021,74416,Julia Hintz,Cleveland St.,4,1,3,0,0,0,3,11,3,0,0,0
2021,74417,Ashley Foster,Georgia St.,27,21,5,8,10,2,13,32,13,0,0,0
2021,74421,Sam Breen,Massachusetts,103,55,49,45,72,23,27,60,24,0,0,0
2021,74424,Brionna Scott,Stephen F. Austin,7,7,5,1,3,0,5,8,5,0,0,0
2021,74426,Bryn Gerlich,Texas Tech,13,16,3,13,30,1,18,41,18,0,0,0
2021,74427,Mercedes Staples,San Diego St.,18,6,9,60,105,18,29,52,25,0,0,0
2021,74428,Cate Reese,Arizona,75,51,48,24,59,10,13,19,13,0,0,0
2021,74429,Bryce Nixon,Santa Clara,8,5,2,5,13,0,17,28,16,0,0,0
2021,74430,Sydney Wagner,William & Mary,24,20,13,21,27,4,50,77,38,0,0,0
2021,74431,Shondell Vickers,Georgia Southern,31,28,19,17,21,9,2,11,2,0,0,0
2021,74435,Shay Frederick,Valparaiso,50,61,7,4,8,0,55,84,34,0,0,0
2021,74437,Deja Francis,St. Bonaventure,36,45,4,9,34,3,6,18,5,0,0,0
2021,74441,Avery Hughes,Arkansas,0,1,0,0,0,0,3,3,3,0,0,0
2021,74443,Laeticia Amihere,South Carolina,62,61,26,18,50,7,0,10,0,0,0,0
2021,74444,Ayzhiana Basallo,San Jose St.,0,1,0,1,5,0,0,5,0,0,0,0
2021,74448,Brali Simmons,Coastal Carolina,3,0,2,0,3,0,0,5,0,0,0,0
2021,74450,Katie Ferrell,UT Arlington,8,6,3,9,22,3,19,29,17,0,0,0
2021,74456,Mikayla Boykin,Duke,0,4,0,0,3,0,2,5,1,0,0,0
2021,74458,Diamond Brooks,Louisiana Monroe,47,18,36,8,17,8,0,0,0,0,0,0
2021,74459,Elise Pearson,Charleston,0,0,0,0,0,0,1,0,1,0,0,0
2021,74460,Maddie Watters,Western Michigan,10,5,0,1,4,0,30,60,27,0,0,0
2021,74461,Kennedy Taylor,Texas St.,32,34,2,11,34,0,32,53,28,0,0,0
2021,74462,Mackenzie DeWees,Quinnipiac,64,51,31,30,43,11,9,16,8,0,0,0
2021,74464,Jordan Brock,Tennessee Tech,17,20,6,30,39,1,52,98,41,0,0,0
2021,74465,Kia Sivils,Marshall,7,7,5,1,4,1,1,11,1,0,0,0
2021,74466,Mimi Schrader,Navy,0,5,0,1,5,1,1,4,1,0,0,0
2021,74469,Kathleen Wheeler,Samford,1,2,0,0,1,0,1,2,1,0,0,0
2021,74470,Abby Wahl,Eastern Illinois,101,61,72,29,55,16,12,30,12,1,0,1
2021,74472,Genesis Parker,Butler,33,29,6,4,14,0,32,77,14,0,0,0
2021,74473,RaVon Nero,UMKC,32,32,12,9,28,2,30,43,20,0,0,0
2021,74475,Marissa McDonald,Vermont,1,0,1,0,0,0,0,0,0,0,0,0
2021,74477,Sydney Hilliard,Wisconsin,92,63,32,49,84,9,6,13,6,0,0,0
2021,74479,Kaylin Randhawa,Pacific,18,13,4,7,22,2,18,44,18,0,0,0
2021,74482,Jalynn Holmes,Norfolk St.,20,16,8,11,47,5,16,44,16,0,0,0
2021,74486,Megan Jonassen,Fordham,31,28,23,10,21,8,0,0,0,0,0,0
2021,74487,Paige Powell,UNC Wilmington,0,3,0,0,1,0,1,3,1,0,0,0
2021,74488,Maddie Loder,George Washington,20,24,6,5,21,2,10,32,10,0,0,0
2021,74489,Kierra Fletcher,Georgia Tech,34,30,12,42,68,12,23,41,22,0,0,0
2021,74490,Sommer Pitzer,Indiana St.,6,11,2,9,21,5,26,52,23,0,0,0
2021,74491,Emma Grothaus,Lehigh,40,27,18,0,11,0,8,13,6,0,0,0
2021,74492,Lindsey Mack,Fairleigh Dickinson,18,13,6,2,5,1,41,73,35,0,0,0
2021,74493,Shamyjha Price,UMass Lowell,17,33,3,11,24,4,12,36,12,0,0,0
2021,74495,Marly Walls,Bucknell,1,6,0,1,5,0,3,1,3,0,0,0
2021,74497,Excellanxt Greer,UNC Greensboro,2,3,0,8,20,0,7,28,5,0,0,0
2021,74501,Claire Chastain,UT Arlington,2,1,1,0,4,0,0,4,0,0,0,0
2021,74502,Sydney Gouard,Oakland,10,6,8,6,13,3,3,3,2,0,0,0
2021,74503,Taylor O'Brien,Bucknell,33,28,10,23,33,7,8,10,8,0,0,0
2021,74504,Jayla Thornton,Howard,12,6,2,11,50,5,45,95,38,0,0,0
2021,74507,Montana Oltrogge,Idaho St.,13,13,8,18,28,12,29,52,29,0,0,0
2021,74508,Prima Chellis,SIU Edwardsville,21,34,5,11,17,5,3,14,2,0,0,0
2021,74512,Trinity Brady,Nebraska,1,1,0,2,3,1,3,2,3,0,0,0
2021,74514,Zoee Hache,LIU,12,17,4,7,18,3,7,20,7,0,0,0
2021,74516,Audrey Clark,Liberty,4,1,1,2,3,0,0,3,0,0,0,0
2021,74517,Isabelle Gradwell,Cleveland St.,11,16,7,3,9,1,15,55,15,0,0,0
2021,74518,JaMiya Braxton,Northwestern St.,3,1,1,1,3,0,10,23,8,0,0,0
2021,74519,Peyton Carter,Davidson,25,22,17,6,11,6,2,2,2,0,0,0
2021,74521,Hannah Martin,Seattle,0,0,0,0,1,0,0,0,0,0,0,0
2021,74522,Jasmine Hale,Ohio,20,17,6,2,6,2,6,13,6,0,0,0
2021,74525,Jordan Horston,Tennessee,38,31,11,31,87,4,14,36,10,0,0,0
2021,74527,Abbe Laurence,Maine,16,12,12,1,2,1,0,1,0,0,0,0
2021,74529,Brianna Sanchez,UT Rio Grande Valley,1,2,1,2,2,1,0,0,0,0,0,0
2021,74530,Reilly Kelty,Portland St.,5,6,5,2,8,2,0,0,0,0,0,0
2021,74531,Makayla Pippin,Kansas St.,0,0,0,0,2,0,0,2,0,0,0,0
2021,74532,Isabella Pelaia,Mount St. Mary's,1,6,1,1,0,1,1,7,1,0,0,0
2021,74533,Kyra Williams,Jacksonville St.,6,8,2,3,4,1,6,19,6,0,0,0
2021,74534,Imari Martin,Jacksonville St.,12,24,1,8,10,2,44,87,38,0,0,0
2021,74536,Jewel Smalls,Delaware,7,12,3,7,16,2,50,96,46,0,0,0
2021,74537,Jada Peacock,Hofstra,3,1,2,0,3,0,0,4,0,0,0,0
2021,74538,Abby Streeter,Hartford,0,2,0,4,3,2,11,31,9,0,0,0
2021,74541,Sofia Galeron,Florida Atlantic,14,9,8,2,12,1,33,55,30,0,0,0
2021,74547,Emma Hacker,Eastern Kentucky,14,7,5,3,9,0,23,53,21,0,0,0
2021,74548,Lucy Thomas,Monmouth,12,13,7,7,35,4,6,18,6,0,0,0
2021,74550,Sayawni Lassiter,Florida St.,1,5,0,2,5,1,10,29,9,0,0,0
2021,74551,Allison Peplowski,South Dakota,4,2,3,2,5,0,0,2,0,0,0,0
2021,74552,Jazmine Massengill,Kentucky,11,8,4,14,33,1,13,22,12,0,0,0
2021,74553,Megan Walstad,Milwaukee,86,56,49,27,37,20,16,37,16,0,0,0
2021,74554,Emani Jefferson,Wright St.,51,42,10,11,15,1,9,27,6,0,0,0
2021,74555,Channing Chappell,Wright St.,1,1,0,4,4,1,17,40,15,0,0,0
2021,74557,Cassidy Hardin,Purdue,2,1,1,1,4,1,15,39,15,0,0,0
2021,74558,Skyler Curran,High Point,55,57,31,17,26,6,84,131,79,0,0,0
2021,74560,Gabriella Rones,Nevada,1,0,0,3,3,1,3,11,3,0,0,0
2021,74561,Brooke Kane,New Hampshire,32,35,10,4,18,3,14,55,14,0,0,0
2021,74562,McKinzie Green,Texas A&M,11,8,5,7,9,3,0,3,0,0,0,0
2021,74563,Brittany Franklin,Kansas,1,0,1,0,0,0,0,0,0,0,0,0
2021,74565,Janae Poisson,Northern Illinois,16,11,5,2,21,0,55,67,43,0,0,0
2021,74566,Bebe Galloway,Lamar,59,39,32,7,10,4,0,0,0,0,0,0
2021,74568,Maliya Perry,Dayton,5,4,3,6,10,5,8,14,8,0,0,0
2021,74569,Morgan Jones,Florida St.,58,44,22,29,62,22,2,1,2,0,0,0
2021,74571,Valencia Myers,Florida St.,51,27,32,16,32,8,0,0,0,0,0,0
2021,74575,Kennedy Cash,NJIT,3,7,0,1,3,0,2,16,2,0,0,0
2021,74576,Zia Cooke,South Carolina,64,62,11,67,144,15,48,74,41,0,0,0
2021,74577,Brea Beal,South Carolina,63,45,30,8,34,3,16,38,16,0,0,0
2021,74578,Myah Selland,South Dakota St.,75,35,29,38,48,13,21,43,20,0,0,0
2021,74580,Marissa Mackins,North Florida,28,23,3,11,21,4,65,91,62,0,0,0
2021,74581,Lindsay Llewellyn,Navy,7,9,3,11,13,7,11,32,10,0,0,0
2021,74582,Kira Lowery,Auburn,10,6,3,7,9,1,1,4,0,0,0,0
2021,74584,Shania Harper,New Mexico St.,34,16,24,15,17,13,0,1,0,0,0,0
2021,74585,Gabi Legister,Kennesaw St.,37,31,19,5,15,4,0,0,0,1,0,0
2021,74589,Amani Free,Quinnipiac,30,32,13,17,33,10,12,34,12,0,0,0
2021,74590,Julija Vujakovic,Houston Christian,24,30,8,16,24,3,29,56,28,0,0,0
2021,74591,Emily Cangelosi,UC San Diego,8,5,5,12,21,8,32,41,31,0,0,0
2021,74592,Abby Garnett,Ohio,13,10,8,0,3,0,2,6,2,0,0,0
2021,74593,Dahomee Forgues,Robert Morris,6,7,3,10,34,6,8,17,8,0,0,0
2021,74594,Sam Ashby,Pacific,14,10,5,7,10,3,36,73,33,0,0,0
2021,74596,Lili Bevao,Idaho St.,3,0,0,0,2,0,2,1,2,0,0,0
