season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,Mountain West,MVC,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2026,Arek Angui,Auburn,SEC,Freshman,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2026,Clara Koulibaly,Auburn,SEC,Junior,C,D+,C,C,B,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,C+,C+,B-,C,C-,C,C+,C-,C-,C,B,B+,D+,B-
2026,Harissoum Coulibaly,Auburn,SEC,Freshman,B,C+,A,B+,A-,C+,C+,B-,B-,A+,A+,A,B+,A,B+,B+,A,A-,A+,B+,B+,A+,A,C,A,A-,A,C,A,B+,A,B+,B+
2026,Ja'Mia Harris,Auburn,SEC,Junior,B-,C-,A-,B-,B+,C,C,C+,C+,A+,A,B+,B,B+,B,B,B+,B+,A,B,B,A,A-,C-,A-,B+,B+,C-,A-,B+,B+,B,B
2026,Khady Leye,Auburn,SEC,Sophomore,B,C,A-,B,A-,C,C,B-,C+,A+,A+,B+,B+,B+,B,B,A-,A-,A,B,B,A,B+,C-,A-,B+,B+,C,A-,B+,A-,B,B+
2026,Sania Richardson,Auburn,SEC,Freshman,C+,D+,B+,C+,B,D+,D+,C,D+,A,A-,C,C+,B-,B-,B-,A-,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Syriah Daniels,Auburn,SEC,Sophomore,C+,D+,B+,C+,B,D+,D+,C,C-,A,A-,C,C+,B-,B-,B-,A-,B,A-,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Anovia Sheals,Austin Peay,ASun,Sophomore,B-,C-,A,B-,B+,C-,C-,C+,C+,A+,A,A-,B,B+,B,B,A-,B+,A,B,B,A+,A-,D+,A,B+,A-,C-,A,B,B+,B,B
2026,Jade Rucker,Austin Peay,ASun,Freshman,C,D,B-,C-,B-,D,D,D+,D+,A-,B+,C-,C+,C+,C+,C+,B+,B-,B-,C,C+,B+,C+,D-,B-,C+,C+,D-,B-,C+,B-,C,C+
2026,Jim'Miyah Branton,Austin Peay,ASun,Freshman,B-,C-,A,B-,B+,C-,C-,C+,C+,A+,A,A-,B,B+,B,B,A-,B+,A,B,B,A+,A-,D+,A,B+,A-,C-,A,B,A,B,B
2026,Kyra Perkins,Austin Peay,ASun,Junior,C+,D+,A-,C+,B,D+,D+,C,C-,A,A,C+,B-,B,B,B-,A-,B,A,B-,B-,A,A-,D,A-,B,B+,D+,A-,B,A,B-,B-
2026,Lameria Thomas,Austin Peay,ASun,Junior,C+,D,B-,C,B-,D,D,C-,D+,A-,B+,C+,C+,C+,C+,C+,B+,B-,B,C+,C+,B+,B-,D,B-,C+,B-,D,B-,B-,B,C+,C+
2026,Mckenzie Neal,Austin Peay,ASun,Freshman,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,B-,B-,B,C+,D+,C+,C+,C,D,D+,D+,C+,D,D+,D+,B,B+,D,B-
2026,Veronaye Charlton,Austin Peay,ASun,Junior,B+,B-,A+,B+,A,B-,B,B,A-,A,A+,B-,B+,B+,A-,A-,A,A-,A+,A-,B+,A+,A+,B-,A+,A-,A+,B-,A+,A-,A+,B-,A-
2026,Alba Caballero,Ball St.,MAC,Freshman,B-,C-,B,B-,B+,C-,C,C+,C+,A+,A,B,B,B-,B,B,B,B+,B+,B,B,A-,B,D+,B,B,B,C-,B,B+,B+,B,B
2026,Aniss Tagayi,Ball St.,MAC,Freshman,B,C,A,B,A-,C,C,B-,C+,A+,A+,A,B,B+,B,B,A,A-,A,B,B,A+,A,C-,A,B+,A,C-,A,B+,A,B,B+
2026,Ashlynn Brooke,Ball St.,MAC,Junior,B-,C,B+,B-,B+,C,C,C+,B,A-,A-,C+,B-,B,B-,B+,A-,B,A-,B,B,A,B+,C+,B+,B-,B+,C,B+,B+,A,C,B+
2026,Giorgia Gorini,Ball St.,MAC,Freshman,C+,C-,B,C+,B+,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2026,Grace Kingery,Ball St.,MAC,Sophomore,B+,B-,A+,A-,A,B-,B-,B,B,A+,A+,A+,A-,A,B+,A-,A,A+,A+,A-,A-,A+,A+,C+,A+,A,A+,C+,A+,A-,A+,A-,A-
2026,Karsyn Norman,Ball St.,MAC,Junior,B-,D+,B+,B-,B,C-,C-,C+,C,A+,A,B,B-,B,B,B-,B+,B+,B+,B-,B-,A,B,D+,B+,B,B,D+,B+,B,A,B-,B
2026,Tessa Towers,Ball St.,MAC,Junior,B+,C+,A,A-,A,C+,B-,B,B,A+,A+,A,A-,A,B+,B+,A,A,A+,A-,B+,A+,A,C+,A,A-,A,C+,A,A-,A+,B+,A-
2026,Zhen Verburgt,Ball St.,MAC,Freshman,C,D,B-,C-,B-,D,D,D+,D+,A-,B+,C+,C+,B,C+,C+,B+,B-,B,C,C+,B+,B-,D-,B-,C+,C+,D-,B-,C+,B-,C,C+
2026,Zuri Ransom,Ball St.,MAC,Sophomore,C+,C-,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B,B-,A-,B,C,B,B-,B,C,B,B+,A,C-,B
2026,Kayla Nelms,Baylor,B12,Sophomore,B,B-,A+,B+,A,B-,B-,B,A-,A,A,B-,B+,B+,A-,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,A-,A+,B-,A+,A-,A+,B-,A-
2026,Kiera Pemberton,Baylor,B12,Junior,B,B-,A+,B,A,C+,B-,B,B+,A,A,B-,B,B+,B+,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,B+,A+,B-,A+,A-,A+,C+,A-
2026,Marcayla Johnson,Baylor,B12,Freshman,B-,C-,B+,B-,B+,C-,C-,C+,C,A+,A,B+,B-,B,B,B-,A,B+,A-,B-,B-,A,B+,D+,B+,B,B,D+,B+,B,B+,B-,B
2026,Taliah Scott,Baylor,B12,Junior,A+,A,A+,A+,A+,A,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A-,A+,A+,A+,A+,A+
2026,Yuting Deng,Baylor,B12,Sophomore,B+,B-,A+,A-,A,B-,B-,B,B,A+,A+,A+,A-,A+,B+,A-,A+,A,A+,A-,A-,A+,A+,C+,A+,A,A+,C+,A+,A-,A+,A-,A-
2026,Andrea Chiquemba,Bellarmine,ASun,Junior,F,F,D-,F,D-,F,F,F,F,D,D,D-,F,F,D-,D-,D-,D-,D-,F,F,D+,D-,F,D-,F,D-,F,D-,D-,D-,F,F
2026,Ava Smith,Bellarmine,ASun,Sophomore,F,F,D-,F,F,F,F,F,F,D-,D-,D-,F,F,D-,F,D-,D-,D-,F,F,D,D-,F,D-,F,D-,F,D-,F,D-,F,F
2026,Carly Bryant,Bellarmine,ASun,Freshman,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D,D,D+,D+,C+,C+,C,F,C-,C-,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2026,Clare Slocum,Bellarmine,ASun,Freshman,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D,D,D+,C,C+,C+,C,F,C-,D+,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2026,Haya Abdel Aal,Bellarmine,ASun,Freshman,F,F,D-,F,D-,F,F,F,F,D,D,D-,F,F,D-,D-,D-,D-,D-,F,F,D,D-,F,D-,F,F,F,D-,D-,D-,F,F
2026,Kayce Hyman,Bellarmine,ASun,Sophomore,F,F,D-,F,F,F,F,F,F,F,F,F,F,F,F,F,D-,F,D-,F,F,D-,F,F,F,F,F,F,F,F,F,F,F
2026,Maddie Janszen,Bellarmine,ASun,Freshman,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C,C-,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2026,Mariah Daniels,Bellarmine,ASun,Freshman,D-,D-,F,D-,C,D-,D-,D,D+,C,C+,D-,D,D+,C-,C+,C+,C-,F,D+,D+,F,F,D-,F,D,F,F,F,C+,B-,D-,D+
2026,Olivia Pifer,Bellarmine,ASun,Freshman,F,F,D-,F,F,F,F,F,F,D,D-,D-,F,D-,D-,D-,D-,D-,D-,F,F,D+,D-,F,D-,F,D-,F,D,F,D-,F,F
2026,Rachel Shropshire,Bellarmine,ASun,Sophomore,F,F,F,F,F,F,F,F,F,D,D-,F,F,F,F,D-,F,D-,F,F,F,D-,F,F,F,F,F,F,F,F,F,F,F
2026,Rose Jamison,Bellarmine,ASun,Junior,D-,F,D+,D-,D,F,F,D-,D-,C+,C,D,D-,D,D,D,D+,D+,D+,D-,D,C,D,F,D+,D-,D,F,D+,D,D+,D-,D
2026,Triniti Ralston,Bellarmine,ASun,Junior,B-,C+,B,C+,A,C+,C+,C+,B,B+,A-,C,B-,B-,B+,B+,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2026,Claire Hyde,Belmont,MVC,Junior,C+,C-,B-,C+,B+,C-,C,C+,B,B+,B+,C,C+,B-,C+,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,C+,C-,B-,B+,A,C-,B
2026,Hilary Fuller,Belmont,MVC,Sophomore,B,C,A,B,A-,C,C,B-,C+,A+,A+,A,B+,B+,B+,B,A-,A-,A,B,B,A+,A,C-,A,B+,A,C,A,B+,A-,B,B+
2026,Jailyn Banks,Belmont,MVC,Junior,B,C+,A,B,A-,C+,C+,B-,B-,A+,A+,A-,B+,B+,B+,B+,A-,A-,A,B+,B,A+,A-,C,A,A-,A-,C,A,B+,A,B+,B+
2026,Kate McGinnis,Belmont,MVC,Freshman,C,D+,C-,C,B+,D+,D+,C,B-,B+,B,D+,C+,C+,B-,B-,B+,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,KK Brodie,Belmont,MVC,Junior,C+,D,B,C,B,D,D+,C-,D+,A-,A-,B,C+,B-,C+,B-,B,B,B+,C+,C+,A-,B,D,B,B-,B,D,B,B-,B,C+,C+
2026,Leah West,Belmont,MVC,Freshman,D+,D,D-,D+,B-,D,D+,C-,C+,B-,B-,D,C-,C,C-,B-,B,C+,D,C+,C+,D+,D-,D,D-,C,D-,D,D,B-,B+,D,C+
2026,Quinn Eubank,Belmont,MVC,Sophomore,C+,D,B+,C+,B,D+,D+,C,C-,A,A-,B-,C+,B,B-,B-,A-,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Sanaa Tripp,Belmont,MVC,Sophomore,C+,D,B,C+,B,D+,D+,C,D+,A,A-,C,C+,B-,B-,B-,B,B,B,C+,C+,B+,B-,D,B-,B-,B-,D,B,B-,A-,C+,B-
2026,Dariasia Pitts,Bethune Cookman,SWAC,Freshman,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C-,C,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2026,Janessa Kelley,Bethune Cookman,SWAC,Sophomore,C+,C,B+,B-,A-,C,C,C+,B,A-,A-,C+,B-,B,B-,B+,A-,B,A-,B,B,A,B+,C+,B+,B-,B+,C,B+,B+,A,C,B+
2026,Jordan Brooks,Bethune Cookman,SWAC,Sophomore,F,F,D-,F,D-,F,F,F,F,D+,D+,D-,F,F,D-,D-,D-,D,D-,D-,D-,D+,D-,F,D-,F,D-,F,D-,D-,D-,D-,D-
2026,Keiara Gregory,Bethune Cookman,SWAC,Junior,D+,D,D-,D+,B,D,D,D+,C,B-,B-,D,D+,C-,C-,B-,B,C+,D-,C,C,D,F,D,D-,C-,F,D,D-,B-,B,D,C+
2026,Madison Holden,Bethune Cookman,SWAC,Junior,D-,F,D-,F,D-,F,F,F,F,C-,D+,D-,D-,F,D-,D,D-,D,D-,D-,D-,D+,D-,F,D-,D-,D-,F,D-,D-,D-,D-,D-
2026,Mya Johnson,Bethune Cookman,SWAC,Sophomore,D-,F,D-,F,D-,F,F,F,F,C-,D+,D-,D-,D-,D,D,D-,D+,D,D-,D-,D+,D-,F,D-,D-,D-,F,D,D-,D,D-,D-
2026,Sanai Tyler,Bethune Cookman,SWAC,Junior,D-,F,D+,D-,D,F,F,D-,D-,C,C-,D,D-,D,D,D,D+,D+,D+,D,D,C,D,F,D+,D-,D,F,D+,D,D+,D-,D-
2026,Ashley Redd,Binghamton,AE,Freshman,D+,D-,C,D+,C+,D-,D-,D,D,B+,B-,D,D+,C-,C,C,B-,C+,C+,C-,C-,B-,C,D-,C,C-,C-,F,C,C,C+,D+,C-
2026,Bella Pucci,Binghamton,AE,Junior,B,C,A,B,A-,C,C+,B-,B-,A+,A+,A,B+,A-,B,B+,A,A-,A+,B+,B,A+,A,C,A,B+,A,C,A,B+,B,B+,B+
2026,Carletta Bennett,Binghamton,AE,Freshman,C+,D,B,C,B,D,D+,C-,D+,A,A-,B-,C+,B-,B-,B-,B+,B,B,C+,C+,A-,B,D,B,B-,B-,D,B,B-,B,C+,B-
2026,Daysha Salgado,Binghamton,AE,Freshman,D+,D,D-,D+,B-,D,D+,C-,C+,B-,B-,D,C-,C,D+,B-,B,C+,D,C+,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2026,Kaia Goode,Binghamton,AE,Junior,D+,D-,C,D,C,D-,D-,D,D-,B,B-,D,D,B-,C-,C-,C+,C,C+,D+,D+,B-,C-,D-,C,C-,C-,F,C,C-,C+,D,D+
2026,Kendall Bennett,Binghamton,AE,Junior,B,C,A,B,A-,C,C,B-,C+,A+,A+,A,B+,A,B,B+,A,A-,A+,B,B,A+,A,C,A,B+,A,C,A,B+,A+,B+,B+
2026,Klarissa Goode,Binghamton,AE,Freshman,C-,D,D,D+,B-,D,D+,C-,C+,B,B-,D,C-,C,C,B-,B-,C+,D,C,C+,C-,D-,D,D,C-,D-,D,D,B-,B+,D,C+
2026,Leah Middleton,Binghamton,AE,Sophomore,C-,D-,C,D+,C+,D-,D-,D,D,B+,B,C-,C-,C-,C,C,C+,C+,C+,C-,C-,B-,C,D-,C,C,C-,D-,C,C+,C+,C-,C-
2026,Yanniah Boyd,Binghamton,AE,Junior,D-,F,D+,D-,D+,F,F,D-,D-,C+,C,D,D-,C+,D+,D+,C-,D+,C-,D,D,C+,D+,F,D+,D,D+,F,C-,D,C-,D-,D
2026,Emily Howard,Boise St.,MWC,Junior,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2026,Izzie Harms,Boise St.,MWC,Freshman,C+,C-,B,C+,B+,C-,C,C+,B,B+,A-,C,C+,B-,C+,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2026,Jayda Lewis,Boise St.,MWC,Freshman,C-,D+,D+,C-,B,D+,D+,C,C+,B+,B,D+,C,C+,C,B-,B,C+,C-,C+,C+,C+,D+,D+,D+,C,D+,D+,C-,B,B+,D+,B-
2026,Keirra Thompson,Boise St.,MWC,Freshman,C+,C-,C+,C+,B,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,C+,B,A-,D+,B
2026,Kenna Garza,Boise St.,MWC,Freshman,C+,C-,B-,C+,B+,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B-,B+,A-,C-,B
2026,Libby Hutton,Boise St.,MWC,Sophomore,B,C+,A,B+,A-,C+,C+,B-,B-,A+,A+,A-,B+,B+,B+,B+,A-,A-,A,B+,B+,A+,A-,C,A,A-,A-,C+,A,B+,A,B+,B+
2026,Mason Borcherding,Boise St.,MWC,Freshman,C-,D+,C-,C,B+,D+,D+,C,B-,B+,B,D+,C+,C+,B-,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Morgan Maldonado,Boise St.,MWC,Freshman,C,D,B-,C-,B-,D,D,D+,D,B+,B,D+,C,C+,C+,C+,B+,B-,B-,C,C,B+,C+,D-,B-,C+,C+,D-,B-,C+,B-,C,C
2026,Amirah Anderson,Boston College,ACC,Freshman,C+,D,B,C,B,D,D+,C-,D+,A-,A-,B,C+,B-,B-,B-,B+,B,B+,C+,C+,A-,B,D,B,B-,B,D,B,B-,B,C+,C+
2026,Athena Tomlinson,Boston College,ACC,Sophomore,D+,D-,C,D,C+,D-,D-,D,D,B+,B-,C-,D+,C-,C,C,C-,C+,C+,D+,D+,B,C,D-,C+,C-,C,F,C+,C,C+,D+,C-
2026,Jocelyne Grier,Boston College,ACC,Freshman,D+,D-,B-,D+,C+,D-,D-,D,D,B+,B-,C+,C-,C+,C+,C,B-,C+,B,C-,C-,B+,B-,D-,B-,C-,C+,F,B-,C,B,D+,C-
2026,Kiera Edmonds,Boston College,ACC,Sophomore,C-,D+,D,D+,B,D,D+,C-,C+,B,B,D+,C,C,C+,B-,B,C+,D,C+,C+,C-,D,D+,D,C,D,D+,D,B-,B+,D,C+
2026,Lily Carmody,Boston College,ACC,Sophomore,B-,C-,A-,B-,B+,C-,C-,C+,C+,A+,A,B+,B,B+,B,B,A,B+,A,B,B,A,A-,D+,A-,B+,B+,C-,A-,B,A-,B,B
2026,Allison Schwertner,Boston University,Pat,Sophomore,D-,F,D-,F,D,F,F,D-,D-,C-,C-,D-,D-,C-,D+,D,D,D+,D,D-,D-,D+,D-,F,D-,D-,D-,F,D,D-,D,D-,D-
2026,Aoibhe Gormley,Boston University,Pat,Junior,C+,C-,C+,C,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B-,C+,C+,B-,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2026,Audrey Ericksen,Boston University,Pat,Junior,D,D-,C,D-,C-,D-,D-,D-,D-,B-,C+,D+,D,B-,D+,C-,C,C,C+,D+,D+,B-,C-,F,C,D+,C-,F,C,D+,C+,D,D+
2026,Bella McLaughlin,Boston University,Pat,Junior,D+,D-,C,D,C+,D-,D-,D,D,B+,B-,D+,D+,C-,C,C,C,C+,C+,C-,C-,B-,C,D-,C,C-,C-,F,C,C,C+,D+,C-
2026,Hildur Gunnsteinsdóttir,Boston University,Pat,Sophomore,C+,C-,C+,C,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B-,C+,C+,B-,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2026,Inés Monteagudo,Boston University,Pat,Junior,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2026,Kate Allard,Boston University,Pat,Freshman,C-,D+,D+,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C,D+,D+,D+,B,B+,D,B-
2026,Rose Azmoudeh,Boston University,Pat,Sophomore,D+,D-,C,D,C-,D-,D-,D,D,B+,B-,C-,D+,C-,C-,C,B-,C+,C+,D+,D+,B,C,D-,C,C-,C-,F,C,C,C+,D+,C-
2026,Taylor Williams,Boston University,Pat,Sophomore,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,B-,B-,C-,C-,C-,C+,C-,D+,C,B,B+,D+,B-
2026,Jaedyn Cook,Bowling Green,MAC,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B,C+,C-,C+,B-,C+,C-,C+,B+,A-,D+,B
2026,Johnea Donahue,Bowling Green,MAC,Sophomore,B,C,A+,B,A-,C,C,B-,C+,A+,A+,A+,B,A,B,B,A-,A-,A+,B,B,A+,A,C-,A+,B+,A,C,A+,B+,A+,B,B+
2026,Joniyah Bland-Fitzpatrick,Bowling Green,MAC,Junior,D+,D-,C,D,C,D-,D-,D,D,B+,B-,C-,D+,C-,C,C,B-,C+,C+,C-,D+,B-,C-,D-,C,C-,C-,F,C,C,C+,D+,C-
2026,Ky'Aira Miller,Bowling Green,MAC,Freshman,D-,F,D,D-,D+,F,F,D-,D-,B-,C+,D-,D-,D-,D+,D+,D,C,D,D,D,C-,D-,F,D,D,D-,F,D,D,D,D,D
2026,Laila Harrison,Bowling Green,MAC,Sophomore,B-,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A+,A,C+,A,B,A-,C+,A,A-,A,C+,B+
2026,Lauren Gerken,Bowling Green,MAC,Sophomore,C+,D,A-,C,B,D,D+,C-,D+,A,A-,B+,C+,B-,B-,B-,B,B,A,C+,C+,A,B+,D,A-,B-,B+,D,A-,B-,A-,C+,B-
2026,Paige Kohler,Bowling Green,MAC,Junior,C+,D,B+,C,B,D,D+,C-,D+,A,A-,C+,C+,B,B-,B-,B+,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,B-
2026,Taya Ellis,Bowling Green,MAC,Junior,C+,D+,B+,C+,B,D+,D+,C,C-,A,A,C+,B-,B,B-,B-,A-,B,B+,C+,B-,A,B,D,B+,B,B,D+,B+,B,A,B-,B-
2026,Amy O'Hara,Bradley,MVC,Junior,B,C,A,B,A-,C,C,B-,C+,A+,A+,A-,B+,B+,B,B,A-,A-,A,B,B,A+,A,C-,A,B+,A,C,A,B+,A,B,B+
2026,Caitlin Washington,Bradley,MVC,Sophomore,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,B-,B,A-,D+,B
2026,Claire McDougall,Bradley,MVC,Junior,B,B,A+,B+,A,B,B,B,A-,A,A,B-,B+,B+,A-,A-,A,A-,A+,A-,B+,A+,A+,B-,A+,A-,A+,B,A+,A-,A+,B-,A-
2026,Ellie McDermid,Bradley,MVC,Sophomore,C,D,B,C-,B-,D,D,D+,D+,A-,B+,C+,C+,B,C+,C+,B+,B-,B,C,C+,A-,B,D-,B,C+,B-,D,B,C+,B,C,C+
2026,Kali Fortson,Bradley,MVC,Freshman,C+,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B,B,B+,B-,C+,C+,C+,B,C,C-,C,C+,C-,C-,C,B,B+,D+,B
2026,Lila Posthuma,Bradley,MVC,Sophomore,C,D+,C,C,B,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C+,C+,C-,D+,C+,B,A-,D+,B-
2026,Maya Foz,Bradley,MVC,Freshman,B-,C-,A-,B-,B+,C-,C-,C+,C,A+,A,B+,B,B,B,B,B+,B+,A,B-,B-,A,A-,D+,A-,B,B+,D+,A-,B,A,B,B
2026,Micah Cooper,Bradley,MVC,Sophomore,C,D+,C-,C,B+,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2026,Mya Wardle,Bradley,MVC,Sophomore,C,D,B-,D+,C+,D,D,D+,D,A-,B+,C-,C,C+,C+,C+,B,B-,B-,C,C,B+,B-,D-,B-,C+,C+,D-,B-,C+,B-,C,C
2026,Aima Ofunrein,Brown,Ivy,Sophomore,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C-,D,D+,D+,B,B+,D,B-
2026,Charlotte Adams-Lopez,Brown,Ivy,Freshman,C-,D-,C+,D+,C+,D-,D,D+,D,B+,B,C-,C-,C-,C,C+,B,C+,C+,C-,C-,B,C+,D-,C+,C,C,D-,C+,C+,C+,C-,C
2026,Isabella Wesley,Brown,Ivy,Freshman,C-,D-,C+,D+,C+,D,D,D+,D,B+,B,D+,C-,C+,C+,C+,B,C+,C+,C,C,B,C+,D-,C+,C,C,D-,C+,C+,C+,C-,C
2026,Monet Witherspoon,Brown,Ivy,Sophomore,C-,D+,C-,C-,B,D+,D+,C,C+,B+,B,D+,C,C+,C+,B-,B+,B-,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2026,Olivia Young,Brown,Ivy,Junior,B-,C-,A-,B-,B+,C,C,C+,C+,A+,A,B+,B,B,B,B,A,B+,A,B,B,A,B+,C-,A-,B+,B+,C-,A-,B+,A-,B,B
2026,Abbey Lindsey,Bryant,AE,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B,C+,C-,C+,B-,C+,C-,B-,B,A-,D+,B
2026,Giselle Davis,Bryant,AE,Freshman,B,B-,A+,B+,A,B-,B-,B,A-,A,A,B-,B+,B+,B+,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,B+,A+,B-,A+,A-,A+,B-,A-
2026,Izzy Adams,Bryant,AE,Freshman,C+,D,B+,C,B,D,D+,C-,D+,A-,A-,C+,C+,B,B-,B-,A-,B,B+,C+,C+,A,B,D,B+,B-,B,D,B+,B-,B+,C+,C+
2026,Madara Liepniece,Bryant,AE,Junior,F,F,F,F,D,F,F,F,D-,D,D,F,F,D-,F,D+,D+,D-,F,D-,D-,F,F,F,F,F,F,F,F,D,C-,F,D-
2026,Martina Boba,Bryant,AE,Junior,C+,D+,B-,C+,B,D+,D+,C,C-,A,A-,C+,C+,C+,C+,B-,B+,B,B,C+,C+,B+,B-,D,B-,B-,C+,D,B-,B-,B,C+,B-
2026,Mia Mancini,Bryant,AE,Junior,C+,D+,A-,C+,B,D+,D+,C,C-,A,A,B+,B-,B,B-,B-,B+,B+,A,B-,B-,A,A-,D,A-,B,B+,D+,A-,B,A,B-,B-
2026,Nia Scott,Bryant,AE,Junior,B-,C-,A,B-,B+,C-,C,C+,C+,A+,A,A-,B,B,B,B,A,B+,A,B,B,A+,A-,D+,A,B+,A-,C-,A,B+,A,B,B
2026,Olivia Fernandez,Bryant,AE,Sophomore,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C+,D+,D+,D+,C,D,D+,D+,B,B+,D,B-
2026,Anna Kunzwiler,Bucknell,Pat,Junior,D,F,C-,D-,D+,F,D-,D-,D-,B-,C+,D+,D,D+,D+,D+,C-,C,C,D,D,B-,C-,F,C-,D+,C-,F,C-,D+,C,D,D
2026,Desirae Ashton,Bucknell,Pat,Sophomore,B-,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2026,Elana Weisman,Bucknell,Pat,Sophomore,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B,A-,B,C,B,B,B-,C+,B,B+,A,C-,B+
2026,Ella Kreuzer,Bucknell,Pat,Freshman,D,D-,C-,D,C,D-,D-,D,D-,B,B-,D,D,D+,C-,C-,C-,C,C-,D+,D+,C+,D+,F,C-,D+,D+,F,C-,C-,C,D,D+
2026,Hope Masonius,Bucknell,Pat,Sophomore,D+,D,D-,D+,B,D,D,D+,C,B-,B-,D,C-,C,C-,B-,B,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
