season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,MVC,Mountain West,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2021,Justice Coleman,Grambling St.,SWAC,Senior,C+,C-,C+,C+,A-,C-,C,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C,C+,B,A-,D+,B
2021,Kaci Chairs,Grambling St.,SWAC,Freshman,D,D-,D-,D,C+,D,D,D+,C,B-,B-,D,D+,C-,C-,C+,B-,C,D-,C-,C-,D-,F,D,F,D+,F,D-,D-,C+,B,D-,C
2021,Leah Morrow,Grambling St.,SWAC,Senior,C+,C-,B-,C+,A-,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2021,Phylicia Allen,Grambling St.,SWAC,Junior,C+,C-,C+,C+,B+,C-,C-,C,B-,B+,B+,C-,C+,B-,C+,B,B+,B-,B-,B-,B-,B,C+,C-,C+,C+,C,C-,C+,B,A-,D+,B
2021,Carla Balague,Grand Canyon,WAC,Junior,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2021,Katie Scott,Grand Canyon,WAC,Freshman,B+,B,A+,A-,A+,B,B+,B+,A,A+,A+,B,A-,B+,A,A,A+,A,A+,A-,A-,A+,A+,B,A+,A,A+,B,A+,A,A+,B,A
2021,Kennedi Shorts,Grand Canyon,WAC,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,C+,B+,A-,D+,B
2021,Laura Piera,Grand Canyon,WAC,Junior,B-,C,B,C+,A-,C+,C+,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2021,Ny'Dajah Jackson,Grand Canyon,WAC,Senior,B-,C,B,C+,A-,C,C+,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Tavia Rowell,Grand Canyon,WAC,Sophomore,C+,C,B,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B-,B,A-,B,C+,B+,B,B,C,B+,B+,A,C,B
2021,Taylor Caldwell,Grand Canyon,WAC,Junior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Tianna Brown,Grand Canyon,WAC,Junior,B-,C,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Tiarra Brown,Grand Canyon,WAC,Freshman,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B+,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2021,Venla Varis,Grand Canyon,WAC,Junior,C,D+,C-,C,B,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,C-,C-,C+,C-,D+,C,B,B+,D+,B-
2021,Brooklyn Blackburn,Green Bay,Horz,Sophomore,C-,D+,C-,C,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2021,Caitlyn Hibner,Green Bay,Horz,Senior,B+,B,A+,B+,A+,B,B,B+,A-,A+,A+,B,B+,B+,A,A,A,A-,A+,A-,A-,A+,A+,B,A+,A-,A+,B,A+,A,A+,B-,A-
2021,Cassie Schiltz,Green Bay,Horz,Sophomore,B-,C+,B+,B-,A-,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2021,Ellie Foster,Green Bay,Horz,Freshman,C+,C,B+,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B+,B-,B,C,B+,B+,A,C,B+
2021,Hailey Oskey,Green Bay,Horz,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C,B,B+,A,C-,B+
2021,Jasmine Kondrakiewicz,Green Bay,Horz,Freshman,B-,C+,B+,B-,A,C,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Julia Hartwig,Green Bay,Horz,Sophomore,C+,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Lyndsey Robson,Green Bay,Horz,Senior,B-,C+,B+,B-,A-,C+,C+,B-,B,A-,A-,C,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Meghan Pingel,Green Bay,Horz,Senior,B-,C,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Patricia Gallasová,Green Bay,Horz,Sophomore,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,C-,C-,C+,C-,C-,C,B,B+,D+,B-
2021,Sydney Levy,Green Bay,Horz,Junior,B-,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A,A-,C+,A-,B,B+,C+,A-,B+,A,C,B+
2021,Alexis Wooden,Hampton,BSth,Senior,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C+,D+,D+,D+,C,D,D+,D+,B,B+,D,B-
2021,Dlayla Chakolis,Hampton,BSth,Sophomore,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,C+,B+,A-,D+,B
2021,Heaven Accimeus,Hampton,BSth,Freshman,D,D-,D-,D,C+,D,D,D,C-,C+,C+,D,D+,C-,C,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2021,Jermany Mapp,Hampton,BSth,Freshman,D+,D,D-,D+,B,D,D+,D+,C+,B-,B-,D,C-,C,C,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2021,Laren VanArsdale,Hampton,BSth,Junior,D+,D,D-,D+,B,D,D+,C-,C+,B-,B-,D,C-,C,C,B-,B,C+,D,C+,C,D+,D-,D,D-,C,D-,D,D,B-,B+,D,C+
2021,Nas Nigatu,Hampton,BSth,Junior,C,D+,C-,C,B+,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,C+,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2021,Nylah Young,Hampton,BSth,Sophomore,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Shawn Mills,Hampton,BSth,Junior,C,D+,C,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C+,C+,C+,B-,C-,C-,C,C+,C-,D+,C,B,B+,D+,B-
2021,Tia Montagne,Hampton,BSth,Junior,C+,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C,B-,C,C-,C+,B,A-,D+,B
2021,Victoria Davis,Hampton,BSth,Freshman,C+,C-,C+,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,C+,B,A-,D+,B
2021,Victoria Mason,Hampton,BSth,Freshman,C,D+,D+,C-,B+,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B+,C+,D+,C+,C+,C,D,D+,D+,C+,D,D+,D+,B,B+,D,B-
2021,Abby Streeter,Hartford,AE,Senior,C-,D,D,D+,B,D,D+,C-,C+,B,B,D+,C-,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D,D,B-,B+,D,C+
2021,Breyenne Bellerand,Hartford,AE,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B,B+,A,C-,B
2021,Charlette Leurs,Hartford,AE,Junior,C+,C-,C+,C+,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,B-,B,C,C-,C+,C+,C,C,C+,B,A-,D+,B
2021,Irene Primo,Hartford,AE,Sophomore,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D+,C-,D+,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2021,Jada Lucas,Hartford,AE,Senior,C+,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C,C+,C-,C-,C,B,A-,D+,B
2021,Jordan McLemore,Hartford,AE,Junior,C-,D,D,D+,B,D+,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C,D,D+,D,B-,B+,D,B-
2021,Marisa Lee,Hartford,AE,Freshman,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2021,Nina Farkic,Hartford,AE,Senior,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Paula Maurina,Hartford,AE,Freshman,D+,D,D-,D+,B,D,D,D+,C,B-,B-,D,C-,C,C,B-,B-,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2021,Sierra Smith,Hartford,AE,Junior,C-,D+,D+,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C+,D+,D+,D+,C+,D,D+,D+,B,B+,D,B-
2021,Amy Atwell,Hawaii,BW,Senior,B,C+,A,B,A,C+,C+,B-,B+,A,A,C+,B,B,B+,B+,A,B+,A+,B,B+,A+,A,C+,A,B+,A,C+,A,A-,A,C+,B+
2021,Daejah Phillips,Hawaii,BW,Freshman,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2021,Dakota Viena,Hawaii,BW,Junior,C,D+,C-,C,B,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B,B,B-,C,C+,C+,B-,C-,C-,C-,C+,C-,D+,C,B,B+,D+,B-
2021,Jadynn Alexander,Hawaii,BW,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B,B-,B-,C,B,B+,A,C-,B
2021,Kasey Neubert,Hawaii,BW,Sophomore,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Kelsie Imai,Hawaii,BW,Freshman,B-,C,B-,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B,B+,A,C-,B
2021,MeiLani McBee,Hawaii,BW,Freshman,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,C+,C-,C+,C+,C+,C-,B-,B,A-,C-,B
2021,Nnenna Orji,Hawaii,BW,Freshman,C-,D+,C-,C,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2021,Olivia Davies,Hawaii,BW,Sophomore,B-,C,B,C+,A-,C,C+,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Callie Scheier,High Point,BSth,Sophomore,C+,C-,B,C+,B+,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2021,Chyna McMichel,High Point,BSth,Senior,C+,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B+,B,B,C,B+,B+,A,C,B
2021,Claire Wyatt,High Point,BSth,Freshman,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2021,Courtney Meadows,High Point,BSth,Sophomore,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2021,Cydney Johnson,High Point,BSth,Sophomore,C+,C-,B-,C+,A-,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B-,B+,A,C-,B
2021,Jenson Edwards,High Point,BSth,Sophomore,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B,B,A-,A-,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A,B-,A+,A-,A+,C+,A-
2021,Jordan Edwards,High Point,BSth,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A,C-,B
2021,LaImani Simmons,High Point,BSth,Freshman,D,D,D-,D+,C+,D,D,D+,C,B-,B-,D,D+,C-,C-,B-,B-,C+,D-,C-,C,D,F,D,F,D+,F,D,D-,C+,B,D,C
2021,Miya Bull,High Point,BSth,Senior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B+,C+,C-,B-,B-,C+,C,B-,B+,A-,C-,B
2021,Skyler Curran,High Point,BSth,Junior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A-,B+,A-,C+,A,A-,A,C,B+
2021,Zaria Wright,High Point,BSth,Junior,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D,D+,D+,C+,C+,C,F,C-,C-,F,F,D-,F,D+,F,D-,F,C+,B,D-,C
2021,Caria Reynolds,Hofstra,CAA,Junior,D+,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C-,C,C+,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D-,D,D,B-,B+,D,C+
2021,JaKayla Brown,Hofstra,CAA,Junior,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2021,Jaala Henry,Hofstra,CAA,Senior,C+,C-,C+,C+,A-,C-,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Jahsyni Knight,Hofstra,CAA,Junior,C+,C-,C+,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,C+,B,A-,D+,B
2021,Jaylen Hines,Hofstra,CAA,Junior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Mikiyah Croskey,Hofstra,CAA,Senior,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C,C+,C+,B-,C-,C-,C-,C+,C-,D+,C,B,B+,D+,B-
2021,Rosi Nicholson,Hofstra,CAA,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B-,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,C+,B,A-,D+,B
2021,Vanerlie Valcourt,Hofstra,CAA,Junior,C,D+,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C,C-,C,C+,C-,C-,C,B,A-,D+,B
2021,Zyheima Swint,Hofstra,CAA,Freshman,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C,C+,C+,B-,C-,C-,C-,B-,C-,C-,C-,B,B+,D+,B-
2021,Addisyn Cross,Holy Cross,Pat,Sophomore,C,D+,C-,C,B+,D+,C-,C,C+,B,B,D+,C+,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2021,Avery LaBarbera,Holy Cross,Pat,Junior,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B,B,A-,A-,A,B+,A+,B+,B+,A+,A,B-,A,B+,A,B-,A,A-,A,C+,A-
2021,Bronagh Power-Cassidy,Holy Cross,Pat,Freshman,C+,C,B-,C+,A-,C,C,C+,B,B+,B+,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A,C-,B
2021,Cara McCormack,Holy Cross,Pat,Freshman,C,D+,D+,C-,B+,D+,C-,C,C+,B,B,D+,C,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,D+,B,B+,D,B-
2021,Janelle Allen,Holy Cross,Pat,Freshman,B-,C,B+,B-,A,C,C+,B-,B,A-,A-,C,B-,B-,B+,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Kelly Petro,Holy Cross,Pat,Junior,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2021,Kerry Flaherty,Holy Cross,Pat,Sophomore,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,C+,C-,C+,C+,C+,C-,B-,B+,A-,C-,B
2021,Madison Demski,Holy Cross,Pat,Junior,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C-,C-,B-,B-,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2021,Oluchi Ezemma,Holy Cross,Pat,Junior,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2021,Shannon Murphy,Holy Cross,Pat,Senior,C+,D+,C+,C,B+,D+,C-,C+,B-,B+,B+,C-,C+,B-,C,B,B+,B,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,C+,B,A-,D+,B-
2021,Bria Patterson,Houston,Amer,Sophomore,B,C,A,B,A-,C,C,B-,C+,A+,A+,A-,B,B+,B,B,A,A-,A,B,B,A+,A-,C-,A,B+,A-,C,A,B+,A+,B,B+
2021,Britney Onyeje,Houston,Amer,Junior,B-,C,A,B,B+,C,C,C+,C+,A+,A+,A,B,B,B,B,B+,B+,A+,B,B,A+,A,C-,A,B+,A,C-,A,B+,A+,B,B
2021,Ca'Leyah Burrell,Houston,Amer,Junior,C-,D,D,D+,B,D,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D,D,B-,B+,D,C+
2021,Daphane White,Houston,Amer,Junior,C+,C,B,B-,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B
2021,Dymond Gladney,Houston,Amer,Junior,B,C+,A,B+,A-,C+,C+,B,B-,A+,A+,A,B+,A-,B+,B+,A,A,A+,B+,B+,A+,A,C+,A,A-,A,C+,A,A-,A,B+,A-
2021,Eryka Sidney,Houston,Amer,Senior,C+,D,B-,C,B,D+,D+,C-,D+,A,A-,C,C+,B-,B-,B-,A-,B,B,C+,C+,B+,B-,D,B-,B-,B-,D,B,B-,B,C+,B-
2021,Jazmaine Lewis,Houston,Amer,Sophomore,B,C+,A,B+,A-,C+,C+,B-,B-,A+,A+,A-,B+,B+,B+,B+,A-,A-,A,B+,B+,A+,A-,C,A,A-,A-,C+,A,B+,A+,B+,B+
2021,Julia Blackshell-Fair,Houston,Amer,Senior,B,C+,A,B+,A-,C+,C+,B-,B-,A+,A+,A,B+,B+,B+,B+,A-,A-,A+,B+,B+,A+,A,C,A,A-,A,C,A,B+,A+,B+,B+
2021,Kamryn Jones,Houston,Amer,Freshman,B-,C+,A,B,A,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A+,A,C+,A,B,A,C+,A,A-,A,C+,B+
2021,Laila Blair,Houston,Amer,Freshman,B+,B-,A,A-,A,C+,B-,B,B,A+,A+,A,A-,A-,B+,B+,A,A,A+,B+,A-,A+,A,C+,A,A,A,C+,A,A-,B+,A-,A-
2021,Miya Crump,Houston,Amer,Junior,A-,B-,A+,A-,A,B-,B-,B+,B,A+,A+,A+,A-,A+,A-,A-,A,A+,A+,A-,A,A+,A+,B-,A+,A,A+,B-,A+,A-,A+,A-,A-
2021,Tatyana Hill,Houston,Amer,Junior,B+,B-,A,A-,A,B-,B-,B+,B,A+,A+,A,A-,B+,A-,A-,A+,A+,A,A-,A-,A+,A,C+,A,A,A,B-,A,A-,A-,A-,A-
2021,Abbey Sutherland,Houston Christian,Slnd,Sophomore,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2021,Anna Maguire,Houston Christian,Slnd,Junior,D+,D,D-,D,C+,D,D,D+,C,B-,B-,D,D+,C-,C-,C+,B-,C,D-,C-,C-,D-,F,D,F,D+,F,D,D-,C+,B,D-,C
2021,Annabel Deerbon,Houston Christian,Slnd,Freshman,C,D+,C-,C,B,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C+,C+,C+,B-,C-,C-,C,C+,C-,D+,C,B,B+,D+,B-
2021,Enya Maguire,Houston Christian,Slnd,Freshman,D,D-,F,D,B-,D,D,D,C-,C+,C+,D,D+,D+,D+,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2021,Julija Vujakovic,Houston Christian,Slnd,Junior,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Kennedy Wilson,Houston Christian,Slnd,Sophomore,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A,C-,B
2021,Marilyn Nzoiwu,Houston Christian,Slnd,Junior,C-,D+,D+,C,B,D+,D+,C,C+,B,B,D+,C+,C+,B-,B-,B,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,C-,D+,B,B+,D,B-
2021,N'Denasija Collins,Houston Christian,Slnd,Sophomore,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Naomi Pierce,Houston Christian,Slnd,Freshman,C-,D+,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B,B+,D,B-
2021,Patience Idoko,Houston Christian,Slnd,Senior,C-,D+,D+,C-,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,D+,B,B+,D,B-
2021,Timia Jefferson,Houston Christian,Slnd,Sophomore,B-,C,B,C+,A-,C,C+,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2021,Aniya Wilson,Howard,MEAC,Freshman,B-,C,B+,B-,A-,C,C+,C+,B,A-,A-,C,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C,B+,B+,A,C,B+
2021,Anzhane' Hutton,Howard,MEAC,Freshman,B,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A,A-,C+,A-,B+,A-,B-,A-,A-,A,C,B+
2021,Brooklyn Fort-Davis,Howard,MEAC,Sophomore,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Cashay Dixon,Howard,MEAC,Freshman,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2021,Destiny Howell,Howard,MEAC,Freshman,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C,B,B+,A,C-,B
2021,Iyanna Warren,Howard,MEAC,Sophomore,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Jayla Thornton,Howard,MEAC,Senior,C+,C-,B-,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B-,B+,A,C-,B
2021,Kaiya Creek,Howard,MEAC,Freshman,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B+,C+,C-,B-,B-,C+,C,B-,B+,A-,C-,B
2021,Kaniyah Harris,Howard,MEAC,Freshman,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C,B,B-,B,C,B,B+,A,C-,B
2021,Krislyn Marsh,Howard,MEAC,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Makayla Minett,Howard,MEAC,Sophomore,C-,D+,C-,C,B,D+,D+,C,B-,B,B,D+,C+,C+,B-,B-,B+,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,C-,C-,B,B+,D+,B-
2021,Agatha Beier,IU Indy,Horz,Senior,B-,C,B+,B-,A-,C+,C+,B-,B,A-,A-,C,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Ali Berg,IU Indy,Horz,Sophomore,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C+,C+,C,B-,B,B-,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
