season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,MVC,Mountain West,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2021,Aniyah Smith,Alabama St.,SWAC,Sophomore,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D-,D,D+,F,C+,C+,C,F,D+,D+,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2021,Armani Smith,Alabama St.,SWAC,Junior,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C-,B-,B+,A-,C-,B
2021,Ayana Emmanuel,Alabama St.,SWAC,Junior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A,B+,A-,C+,A,A-,A,C+,B+
2021,Courtney Lee,Alabama St.,SWAC,Senior,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A,C-,B
2021,DaKiyah Sanders,Alabama St.,SWAC,Freshman,C-,D,D-,D+,B,D,D+,C-,C+,B,B-,D,C-,C,C-,B-,B-,C+,D,C+,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2021,Dereseia Randle,Alabama St.,SWAC,Sophomore,D+,D,D,D+,B-,D,D+,C-,C+,B,B-,D+,C-,C,C-,B-,B,C+,D,C+,C+,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2021,Farrah Pearson,Alabama St.,SWAC,Freshman,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B,B,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2021,Hannah White,Alabama St.,SWAC,Sophomore,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C+,D+,D+,D+,C,D,D+,D+,B,B+,D,B-
2021,Jayla Crawford,Alabama St.,SWAC,Junior,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B+,B,A-,A-,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A+,B-,A+,A-,A+,C+,A-
2021,Malia Grace,Alabama St.,SWAC,Freshman,D-,D-,F,D-,C,D-,D-,D-,D+,C,C,D-,D,D,F,C,C+,C-,F,D+,D+,F,F,D-,F,D,F,F,F,C,B-,D-,D+
2021,Shmya Ward,Alabama St.,SWAC,Junior,B,B-,A,B,A,B-,B-,B-,B+,A,A,C+,B,B,A-,B+,A,B+,A+,B,B+,A+,A,C+,A,A-,A,B-,A,A-,A,C+,B+
2021,Tamirea Thomas,Alabama St.,SWAC,Freshman,C,D+,C,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C+,C+,C+,B-,C-,C-,C,C+,C-,C-,C,B,B+,D+,B-
2021,Tyesha Rudolph,Alabama St.,SWAC,Junior,B-,C,B+,B-,A-,C,C+,B-,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Chay Hayes,Albany,AE,Freshman,D+,D,D-,D+,B,D,D,D+,C,B-,B-,D,C-,C,C,B-,B-,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2021,Ellen Hahne,Albany,AE,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Fatima Lee,Albany,AE,Sophomore,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C-,C+,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2021,Grace Heeps,Albany,AE,Sophomore,C-,D+,D+,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C,B-,B,C+,C-,C+,C+,C+,D+,D+,D+,C,D+,D+,C-,B,B+,D+,B-
2021,Helene Haegerstrand,Albany,AE,Sophomore,B-,C,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Izzy Om,Albany,AE,Sophomore,C-,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C-,C,C,B-,B-,C+,D,C+,C+,C-,D,D,D,C-,D,D,D,B-,B+,D,C+
2021,Kayla Cooper,Albany,AE,Freshman,C+,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C,C-,C,B-,C-,C-,C,B,A-,D+,B
2021,Kyara Frames,Albany,AE,Senior,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C-,B-,B-,C+,C,B-,B+,A-,C-,B
2021,Lucia Decortes,Albany,AE,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A,C-,B
2021,Stella Popp,Albany,AE,Freshman,C-,D,D,C-,B,D,D+,C-,C+,B,B,D+,C,C,C+,B-,B,C+,D+,C+,C+,C-,D,D+,D,C,D,D+,D,B-,B+,D,C+
2021,Taniya Hanner,Albany,AE,Sophomore,D+,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C,C,B-,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D,D,B-,B+,D,C+
2021,Aja Wheeler,Alcorn St.,SWAC,Sophomore,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B,A-,B,C+,B,B,B-,C,B,B+,A,C-,B
2021,Aysha Kirkland,Alcorn St.,SWAC,Senior,C,C-,C+,C+,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,B-,B-,B-,B,C+,C-,C+,C+,C,C-,C+,B,A-,D+,B
2021,Bria Broughton,Alcorn St.,SWAC,Junior,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D-,D,D+,F,C+,C+,C,F,D+,D+,F,F,D-,F,D+,F,D-,F,C+,B-,D-,C-
2021,Cayla Obillo,Alcorn St.,SWAC,Sophomore,C+,C-,C,C,B+,C-,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C+,B-,C+,B-,C-,C-,C,B-,C-,C-,C,B,B+,D+,B
2021,Deja Mitchell,Alcorn St.,SWAC,Junior,C-,D+,D+,C,B+,D+,D+,C,C+,B,B,D+,C+,C+,B-,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,B-,D+,D+,C-,B,B+,D,B-
2021,Diamond Hall,Alcorn St.,SWAC,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2021,Kailyn Watkins,Alcorn St.,SWAC,Freshman,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D,D,D+,D+,C+,C+,C,F,C-,C-,F,F,D-,F,D+,F,D-,F,C+,B,D-,C-
2021,Kirdis Clark,Alcorn St.,SWAC,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2021,LaRae Rascoe,Alcorn St.,SWAC,Senior,D+,D,D-,D+,B-,D,D+,C-,C+,B-,B-,D,C-,C,C,B-,B,C+,D,C+,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2021,Nia McCalphia,Alcorn St.,SWAC,Sophomore,D+,D,D-,D+,B,D,D+,D+,C+,B-,B-,D,C-,C,C,B-,B,C+,D-,C+,C,D+,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2021,Quintasia Leatherwood,Alcorn St.,SWAC,Freshman,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,D+,C-,D+,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,F,D,D-,B-,B,D,C+
2021,Tyginae Wright,Alcorn St.,SWAC,Sophomore,C+,C-,B-,C+,B+,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B-,B+,A,C-,B
2021,Emily Fisher,American,Pat,Junior,B-,C,B-,C+,A-,C,C,C+,B,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B-,B+,A,C-,B
2021,Emily Johns,American,Pat,Freshman,C+,C-,B-,C+,A-,C-,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A-,C-,B
2021,Indeya Sanders,American,Pat,Senior,C+,C-,C,C,A-,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C,C-,C,B-,C,C-,C,B,A-,D+,B
2021,Ivy Bales,American,Pat,Freshman,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2021,Jade Edwards,American,Pat,Junior,B,B-,A+,B,A,B-,B,B,B+,A,A,B-,B+,B+,A,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,A-,A+,B,A+,A-,A+,C+,A-
2021,Karla Vres,American,Pat,Sophomore,B,B-,A+,B+,A,B-,B-,B,B+,A,A,B-,B+,B,B+,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,A-,A+,B-,A+,A-,A+,C+,A-
2021,Kayla Henning,American,Pat,Freshman,D,D,D-,D+,B-,D,D,D+,C,B-,B-,D,D+,C-,C-,B-,B-,C+,D-,C-,C,D,F,D,F,C-,F,D,D-,B-,B,D,C
2021,Lauren Stack,American,Pat,Sophomore,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C-,C-,B-,B,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2021,Taylor Brown,American,Pat,Junior,C+,C-,C-,C,B+,C-,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C,B-,C+,B-,C-,C-,C-,B-,C-,C-,C,B,B+,D+,B
2021,A'Lea Gilbert,Appalachian St.,SB,Freshman,D+,D,D-,D+,B-,D,D+,C-,C+,B-,B-,D,C-,C,C,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2021,Brooke Bigott,Appalachian St.,SB,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2021,Dane Bertolina,Appalachian St.,SB,Freshman,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,C+,C-,B-,B-,C+,C-,B-,B+,A-,C-,B
2021,Faith Alston,Appalachian St.,SB,Freshman,C-,D,D,D+,B,D+,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C,D,D+,D,B-,B+,D,B-
2021,Jackie Christ,Appalachian St.,SB,Sophomore,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,D+,C-,C,B-,B,C+,D-,C,C,D,D-,D,D-,C-,F,D,D-,B-,B,D,C
2021,Janay Sanders,Appalachian St.,SB,Sophomore,D+,D,D-,D+,B,D,D+,D+,C+,B-,B-,D,C-,C,C,B-,B,C+,D-,C,C,D+,D-,D,D-,C,D-,D,D-,B-,B,D,C+
2021,Lainey Gosnell,Appalachian St.,SB,Senior,B-,C+,A-,B-,A,C+,C+,B-,B,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A,B+,C+,A-,B+,B+,C+,A-,B+,A,C,B+
2021,Maya Calder,Appalachian St.,SB,Senior,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C,C+,C+,B-,C-,C-,C-,C+,D+,C-,C-,B,B+,D+,B-
2021,Michaela Porter,Appalachian St.,SB,Senior,B-,C,B,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2021,Pre Stanley,Appalachian St.,SB,Freshman,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B+,B,A-,A-,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A,B-,A+,A-,A+,C+,A-
2021,Tierra Wilson,Appalachian St.,SB,Senior,C+,C-,B-,C+,B,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,B-,C,B-,B-,C+,C-,B-,B+,A-,C-,B
2021,Aari McDonald,Arizona,P12,Senior,A,A-,A+,A,A+,B+,A-,A-,A+,A+,A+,A-,A,A,A+,A+,A+,A+,A+,A,A,A+,A+,A-,A+,A,A+,B+,A+,A+,A+,B+,A
2021,Bendu Yeaney,Arizona,P12,Junior,B,B-,A+,B,A,C+,B-,B-,B+,A,A,B-,B,B,B+,B+,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A,B-,A,A-,A+,C+,A-
2021,Cate Reese,Arizona,P12,Junior,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B+,B,A-,A-,A,B+,A+,B+,B+,A+,A,B-,A+,A-,A,B-,A+,A-,A+,C+,A-
2021,Helena Pueyo,Arizona,P12,Sophomore,B+,B,A+,A-,A+,B,B,B+,A,A+,A+,B,B+,B+,A-,A,A,A,A+,A-,A-,A+,A+,B,A+,A-,A+,B,A+,A,A+,B-,A-
2021,Lauren Ware,Arizona,P12,Freshman,B-,C+,A,B,A,C+,C+,B-,B+,A,A,C+,B,B,B+,B+,A,B+,A+,B,B+,A+,A,C+,A,B+,A,C+,A,A-,A,C+,B+
2021,Sam Thomas,Arizona,P12,Senior,A-,B+,A+,A-,A+,B,B+,B+,A,A+,A+,B+,A-,A-,A,A,A+,A,A+,A,A,A+,A+,B,A+,A,A+,B,A+,A,A+,B,A
2021,Semaj Smith,Arizona,P12,Junior,C,C-,C+,C,B+,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C+,C-,C+,C+,C,C-,C+,B,A-,D+,B
2021,Shaina Pellington,Arizona,P12,Junior,B-,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B,B+,A,B+,A,B,B,A,A-,C+,A-,B,B+,C+,A-,B+,A,C,B+
2021,Trinity Baptiste,Arizona,P12,Senior,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B+,B,A-,A-,A,A-,A+,B+,B+,A+,A+,B-,A+,A-,A+,B-,A+,A-,A+,C+,A-
2021,Bre'yanna Sanders,Arizona St.,P12,Senior,B,C+,A+,B+,A-,C+,C+,B-,B-,A+,A+,A+,B+,B+,B+,B+,A,A,A+,B+,B+,A+,A+,C+,A+,A-,A+,C+,A+,B+,A+,B+,B+
2021,Eboni Walker,Arizona St.,P12,Sophomore,A-,B,A+,A,A+,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B-,A+,A,A+,B,A+,A,A,A,A
2021,Gabriela Bosquez,Arizona St.,P12,Junior,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2021,Imogen Greenslade,Arizona St.,P12,Freshman,C+,C,B,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B-,B,A-,B,C+,B+,B-,B,C,B+,B+,A,C,B
2021,Iris Mbulito,Arizona St.,P12,Junior,C-,D-,C,D+,C+,D,D,D+,D,B+,B,C-,C,C-,C+,C+,B,C+,C+,C,C,B-,C,D-,C,C+,C-,D-,C,C+,C+,C-,C
2021,Jaddan Simmons,Arizona St.,P12,Freshman,A-,B,A+,A,A+,B,B,B+,B+,A+,A+,A+,A,A,A-,A,A,A+,A+,A,A,A+,A,B,A+,A+,A,B,A+,A,A+,A,A
2021,Jamie Loera,Arizona St.,P12,Junior,C+,D,B,C,B,D,D+,C-,D+,A-,A-,C+,C+,B,B-,B-,A-,B,B,C+,C+,A-,B,D,B,B-,B-,D,B,B-,B,C+,C+
