season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,MVC,Mountain West,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2024,Jasmine Valentine,Drexel,CAA,Senior,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2024,Laine McGurk,Drexel,CAA,Freshman,C+,C,B+,B-,A-,C,C+,C+,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2024,Momo LaClair,Drexel,CAA,Junior,C+,C,B+,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Ashlon Jackson,Duke,ACC,Sophomore,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B-,A+,A,A+,B-,A+,A,A+,A,A
2024,Camilla Emsbo,Duke,ACC,Senior,B+,B-,A+,A,A,B-,B,B+,B,A+,A+,A+,A-,A+,A-,A-,A+,A+,A+,A-,A,A+,A+,B-,A+,A,A+,B-,A+,A-,A+,A-,A-
2024,Delaney Thomas,Duke,ACC,Freshman,A,B,A+,A+,A+,B,B+,A-,A-,A+,A+,A+,A,A+,A,A,A+,A+,A+,A,A+,A+,A+,B,A+,A+,A+,B,A+,A,A,A+,A
2024,Emma Koabel,Duke,ACC,Sophomore,B+,B-,A+,A-,A,B-,B-,B,B,A+,A+,A+,A-,A+,B+,A-,A,A+,A+,A-,A-,A+,A+,C+,A+,A,A+,B-,A+,A-,A+,A-,A-
2024,Jadyn Donovan,Duke,ACC,Freshman,A,B,A+,A,A+,B,B+,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B,A+,A+,A+,B,A+,A,A+,A+,A
2024,Kennedy Brown,Duke,ACC,Senior,A,A-,A+,A+,A+,B+,A-,A,A,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,B+,A+,A+,A+,B+,A+,A+,A+,A+,A+
2024,Louann Battiston,Duke,ACC,Freshman,B,B,A+,A-,A+,B,B,B,A,A+,A+,B,B+,B+,B+,A,A,A,A+,A-,A-,A+,A+,B,A+,B+,A+,B,A+,A,A+,B,A-
2024,Oluchi Okananwa,Duke,ACC,Freshman,A+,A,A+,A+,A+,A,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A-,A+,A+,A+,A+,A+
2024,Reigan Richardson,Duke,ACC,Junior,A,B,A,A,A+,B,B+,B+,A-,A+,A+,A,A,A,A,A,A+,A+,A+,A,A,A+,A,B,A,A+,A,B,A,A,A,A+,A
2024,Taina Mair,Duke,ACC,Freshman,A,B,A+,A,A+,B,B+,B+,B+,A+,A+,A+,A,A,A-,A,A+,A+,A+,A,A,A+,A,B,A+,A+,A,B,A,A,A+,A+,A
2024,Amaya Hamilton,Duquesne,A10,Senior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A-,B+,A-,C+,A,A-,A,C,B+
2024,Ayanna Townsend,Duquesne,A10,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,A-,B,C,B,B,B-,C+,B,B+,A,C-,B
2024,Gabby Grantham-Medley,Duquesne,A10,Freshman,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2024,Jerni Kiaku,Duquesne,A10,Sophomore,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2024,Kiandra Browne,Duquesne,A10,Senior,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2024,Lauren Wasylson,Duquesne,A10,Senior,C+,C-,B,C+,B+,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2024,Megan McConnell,Duquesne,A10,Junior,B+,B,A+,B+,A,B,B,B,A-,A+,A+,B,B+,B+,A,A-,A,A-,A+,B+,A-,A+,A+,B-,A+,A-,A+,B,A+,A-,A+,B-,A-
2024,Naelle Bernard,Duquesne,A10,Junior,C+,C,B,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C,B+,B+,A,C,B+
2024,Precious Johnson,Duquesne,A10,Senior,B-,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A,A-,C+,A-,B+,B+,C+,A-,A-,A,C,B+
2024,Tess Myers,Duquesne,A10,Junior,B-,C,B+,B-,A-,C+,C+,B-,B,A-,A-,C,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Amiya Joyner,East Carolina,Amer,Sophomore,B+,B-,A+,A-,A,B-,B-,B,B,A+,A+,A+,A-,A,B+,A-,A,A+,A+,A-,A-,A+,A,C+,A+,A,A,C+,A+,A-,A,A-,A-
2024,Bobbi Smith,East Carolina,Amer,Sophomore,C+,D,B-,C,B-,D,D+,C-,D+,A-,A-,C,C+,B-,C+,B-,B,B-,B,C+,C+,B+,B-,D,B-,B-,B-,D,B,B-,A-,C+,C+
2024,Danae McNeal,East Carolina,Amer,Senior,A,B,A+,A,A+,B,B+,B+,B+,A+,A+,A+,A,A+,A-,A,A+,A+,A+,A,A,A+,A+,B,A+,A+,A+,B,A+,A,A,A+,A
2024,Jade Tillman,East Carolina,Amer,Freshman,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,C+,C,B-,C+,C+,C-,B-,B+,A-,C-,B
2024,Karina Gordon,East Carolina,Amer,Freshman,D+,D-,C+,D+,C+,D-,D-,D,D,B+,B,C-,C-,C+,C,C,C+,C+,B-,C-,C-,B,C+,D-,C+,C-,C,F,C+,C,B-,D+,C-
2024,Khia Miller,East Carolina,Amer,Freshman,C-,D-,C+,D+,C+,D-,D,D,D,B+,B,D+,C-,C-,C+,C+,B-,C+,C+,C-,C,B,C,D-,C+,C,C,D-,C+,C+,C+,C-,C
2024,Kimora Jenkins,East Carolina,Amer,Junior,C-,D,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D+,C,D,D+,D+,B,B+,D,B-
2024,Micah Dennis,East Carolina,Amer,Senior,B,B-,A,B,A,C+,B-,B-,B+,A,A,C+,B,B,B+,B+,A,B+,A+,B+,B+,A+,A,C+,A,B+,A,B-,A,A-,A,C+,B+
2024,Morgan Moseley,East Carolina,Amer,Senior,C,D,B-,C,B-,D,D,C-,D+,A-,B+,C-,C+,C+,C+,C+,B+,B-,B,C+,C+,B+,B-,D-,B-,C+,B-,D,B,B-,B,C,C+
2024,Synia Johnson,East Carolina,Amer,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B,B-,A-,B,C,B,B-,B-,C,B,B+,A,C-,B
2024,Taliyah Wyche,East Carolina,Amer,Junior,C,D,B-,C-,B-,D,D,D+,D,A-,B+,C+,C,C+,C+,C+,B-,B-,B-,C+,C+,B+,C+,D-,B-,C+,C+,D-,B-,C+,B-,C,C+
2024,Tatyana Wyche,East Carolina,Amer,Junior,B+,C+,A,A-,A,C+,B-,B,B,A+,A+,A-,A-,B+,B+,B+,A,A,A,B+,A-,A+,A,C+,A,A,A,C+,A,A-,A,A-,A-
2024,Breanne Beatty,East Tennessee St.,SC,Senior,B-,C,B+,B-,A-,C,C+,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Brecken Snotherly,East Tennessee St.,SC,Freshman,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C-,B-,B+,A-,C-,B
2024,Courtney Moore,East Tennessee St.,SC,Junior,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A-,C-,B
2024,Jaileyah Cotton,East Tennessee St.,SC,Sophomore,C+,C,B+,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B+,B-,B,C,B+,B+,A,C,B+
2024,Jakhyia Davis,East Tennessee St.,SC,Junior,B-,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A,A-,C+,A-,B+,A-,C+,A-,B+,A,C,B+
2024,Journee McDaniel,East Tennessee St.,SC,Sophomore,B-,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A,B+,A-,C+,A,A-,A,C+,B+
2024,Kendall Folley,East Tennessee St.,SC,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2024,Meghan Downing,East Tennessee St.,SC,Sophomore,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2024,Nevaeh Brown,East Tennessee St.,SC,Junior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Samiah Puckett,East Tennessee St.,SC,Freshman,C-,D,D,C-,B,D,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C+,D,D+,D,B-,B+,D,C+
2024,Sarah Thompson,East Tennessee St.,SC,Junior,D+,D,D-,D+,B-,D,D,D+,C+,B-,B-,D,C-,C,C+,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2024,Ahmya Boyce,East Texas A&M,Slnd,Junior,C+,D+,C-,C,B+,C-,C-,C,C+,B,B,D+,C+,C+,B-,B,B+,B-,C-,C+,C+,C+,D+,D+,C-,B-,D+,C-,C-,B,B+,D+,B-
2024,Cora Horvath,East Texas A&M,Slnd,Freshman,C,D+,C-,C-,B+,D+,D+,C,B-,B,B,D+,C+,C+,C+,B-,B+,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2024,Dorian Norris,East Texas A&M,Slnd,Junior,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2024,Jasmine Payne,East Texas A&M,Slnd,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C-,C+,B,A-,D+,B
2024,Jordyn Beaty,East Texas A&M,Slnd,Junior,C+,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Jordyn Newsome,East Texas A&M,Slnd,Sophomore,C+,C-,C+,C,B+,C-,C-,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2024,Mary Delgado,East Texas A&M,Slnd,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2024,Mia Deck,East Texas A&M,Slnd,Senior,B-,C,B,C+,A-,C+,C+,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2024,Olivia Russell,East Texas A&M,Slnd,Senior,C+,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C,C-,C,B,C,C-,C+,B,A-,D+,B
2024,Ellie Buzzelle,Eastern Illinois,OVC,Sophomore,C+,C,B-,C+,B+,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B,B+,A,C-,B
2024,Ellie Colson,Eastern Illinois,OVC,Junior,C-,D,D,C-,B,D,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B,B+,D,B-
2024,Emily Meidel,Eastern Illinois,OVC,Senior,C+,C-,B-,C+,B+,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2024,Julia Bengtson,Eastern Illinois,OVC,Junior,C-,D,D,C-,B-,D,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D,D+,B-,B+,D,B-
2024,Lalani Ellis,Eastern Illinois,OVC,Freshman,C-,D+,D+,C-,B+,D+,D+,C,C+,B,B,D+,C+,C+,B-,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,D+,B,B+,D,B-
2024,Macy McGlone,Eastern Illinois,OVC,Junior,B,B-,A,B-,A,B-,B-,B-,B+,A-,A,C+,B,B,A-,B+,A,B+,A,B,B,A+,A-,C+,A,B+,A-,B-,A,A-,A,C+,B+
2024,Miah Meyer,Eastern Illinois,OVC,Junior,C+,C-,C+,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,C+,B+,A-,D+,B
2024,Sydney-James Desroches,Eastern Illinois,OVC,Freshman,C+,C-,B-,C+,A-,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2024,Taris Thornton,Eastern Illinois,OVC,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B,B-,A-,B,C,B,B,B-,C+,B,B+,A,C-,B
2024,Tiny Lewis,Eastern Illinois,OVC,Sophomore,C+,D+,C-,C,B+,C-,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,D+,C-,B-,D+,C-,C-,B,B+,D+,B-
2024,Alice Recanati,Eastern Kentucky,ASun,Senior,B-,C,B,C+,A-,C,C+,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B,B-,A-,B,C+,B,B,B-,C+,B,B+,A,C-,B+
2024,Althea Kara Angeles,Eastern Kentucky,ASun,Senior,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,B-,C,B-,C+,C+,C,B-,B+,A-,C-,B
2024,Antwainette Walker,Eastern Kentucky,ASun,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A,B,A-,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2024,Bridgid Fox,Eastern Kentucky,ASun,Senior,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,B-,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A-,C-,B
2024,Brie Crittendon,Eastern Kentucky,ASun,Junior,C,D+,C,C,B,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C,C+,C-,C-,C+,B,A-,D+,B
2024,Ivy Turner,Eastern Kentucky,ASun,Senior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A,C+,A,B+,A-,C+,A,A-,A,C+,B+
2024,Jasmine McGinnis-Taylor,Eastern Kentucky,ASun,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C,B,B+,A,C-,B
2024,Kaitlyn Costner,Eastern Kentucky,ASun,Junior,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2024,Nekiyah Thompson,Eastern Kentucky,ASun,Senior,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,C-,C+,C+,C+,D+,D+,D+,C,D+,D+,C-,B,B+,D+,B-
2024,Raphaela Toussaint,Eastern Kentucky,ASun,Senior,C,D+,C,C,B+,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,C+,C+,B-,C,C-,C,C+,C-,C-,C,B,B+,D+,B-
2024,Sierra McCullough,Eastern Kentucky,ASun,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B
2024,Ashley Hassett,Eastern Michigan,MAC,Senior,C,D+,C,C,B+,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C+,C+,C,C-,C+,B,A-,D+,B
2024,Cali Denson,Eastern Michigan,MAC,Freshman,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C+,D+,D+,D+,C+,D,D+,D+,B,B+,D,B-
2024,Dara Capaldi,Eastern Michigan,MAC,Sophomore,C-,D+,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D+,C+,C+,C-,D,D+,D,C,D,D+,D,B-,B+,D,B-
2024,Kennedi Myles,Eastern Michigan,MAC,Senior,C+,C-,C,C+,A-,C-,C-,C+,B-,B+,B+,C-,C+,C+,B,B,B+,B-,C+,B-,C+,B,C,C-,C+,B-,C,C,C+,B,A-,D+,B
2024,Kyndal Lewis,Eastern Michigan,MAC,Junior,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D+,C,D,D+,D+,B,B+,D,B-
2024,Lachelle Austin,Eastern Michigan,MAC,Junior,C,D+,C-,C,B+,C-,C-,C,C+,B,B,D+,C+,C+,B-,B-,B+,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,C-,C-,B,B+,D+,B-
2024,Nia Boston,Eastern Michigan,MAC,Junior,C-,D,D,D+,B,D,D+,C-,C+,B,B,D+,C-,C,C-,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D,D,B-,B+,D,C+
2024,Olivia Smith,Eastern Michigan,MAC,Sophomore,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2024,Olivia Westphal,Eastern Michigan,MAC,Sophomore,C,D+,C,C,B,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C+,C+,C+,B-,C-,C-,C,C+,C-,D+,C,B,B+,D+,B-
2024,Tayra Eke,Eastern Michigan,MAC,Junior,B-,C+,B,B-,A-,C+,C+,C+,B,B+,A-,C,B-,B-,B+,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2024,Treasure Thompson,Eastern Michigan,MAC,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2024,ZaNiya Nelson,Eastern Michigan,MAC,Junior,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C,C+,C+,B-,C-,C-,C-,B-,D+,C-,C-,B,B+,D+,B-
2024,Aaliyah Alexander,Eastern Washington,BSky,Sophomore,B-,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A,A-,C+,A-,B,A-,C+,A-,B+,A,C,B+
2024,Alexis Pettis,Eastern Washington,BSky,Junior,C+,C,B+,B-,A-,C,C+,C+,B,A-,A-,C,B-,B,B-,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Bella Hays,Eastern Washington,BSky,Sophomore,B-,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B,A-,B,A-,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Ellie Boni,Eastern Washington,BSky,Sophomore,C+,C-,C+,C+,B,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,B-,B,A-,C-,B
2024,Gabrielle Jung,Eastern Washington,BSky,Junior,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2024,Jacinta Buckley,Eastern Washington,BSky,Senior,B,B-,A,B,A,B-,B-,B,B+,A,A,C+,B,B,B+,B+,A,B+,A+,B+,B+,A+,A,B-,A,B+,A,B-,A,A-,A,C+,A-
2024,Jaleesa Lawrence,Eastern Washington,BSky,Junior,B,B-,A,B,A,C+,B-,B-,B+,A,A,C+,B,B,B+,B+,A,B+,A+,B+,B+,A+,A,C+,A,B+,A,B-,A,A-,A,C+,B+
2024,Jamie Loera,Eastern Washington,BSky,Senior,B+,B,A+,B+,A+,B,B,B+,A,A+,A+,B,B+,B+,A,A,A,A-,A+,A-,A-,A+,A+,B,A+,A-,A+,B,A+,A,A+,B-,A-
2024,Jaydia Martin,Eastern Washington,BSky,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B+,C+,C-,C+,B-,C+,C,B-,B,A-,C-,B
2024,Milly Knowles,Eastern Washington,BSky,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2024,Ajia James,Elon,CAA,Junior,B-,C,B+,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Ava Leroux,Elon,CAA,Freshman,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,B-,B-,C+,B,C+,C-,C+,B-,C,C,C+,B,A-,D+,B
2024,Diamond Monroe,Elon,CAA,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B+,C+,C-,B-,C+,C+,C-,B-,B,A-,C-,B
2024,Hannah Dereje,Elon,CAA,Sophomore,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C-,D,D+,D+,B,B+,D,C+
2024,Iycez Adams,Elon,CAA,Junior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B-,B+,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B,C+,B+,B+,A,C,B+
2024,Jessica Booth,Elon,CAA,Senior,C-,D,D,D+,B,D+,D+,C-,C+,B,B,D+,C,C,C-,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D+,D,B-,B+,D,B-
2024,Maraja Pass,Elon,CAA,Freshman,B-,C,B,B-,A-,C+,C+,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C+,B,B+,A,C,B+
2024,Maya Johnson,Elon,CAA,Senior,C,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C,C-,C,B-,C-,C-,C,B,A-,D+,B
2024,Regina Walton,Elon,CAA,Sophomore,C-,D,D,D+,B,D+,D+,C-,C+,B,B,D,C-,C,C-,B-,B,C+,D,C+,C,C-,D,D,D,C,D,D,D,B-,B+,D,B-
2024,Ruby Willard,Elon,CAA,Sophomore,C-,D,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D+,C,D,D+,D+,B,B+,D,B-
2024,Vanessa Taylor,Elon,CAA,Senior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C-,C+,B,A-,D+,B
2024,Alana Striverson,Evansville,MVC,Junior,C,D+,D+,C-,B+,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2024,Barbora Tomancova,Evansville,MVC,Senior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2024,Celine Dupont,Evansville,MVC,Senior,C+,C-,B-,C+,A-,C,C,C+,B,B+,B+,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B-,B+,A-,C-,B
2024,Julia Palomo,Evansville,MVC,Junior,C+,C-,C+,C,B+,C-,C-,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2024,Kynidi Mason Striverson,Evansville,MVC,Sophomore,C,D+,D,C-,B+,D+,D+,C-,C+,B,B,D+,C,C+,B-,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2024,Lexie Sinclair,Evansville,MVC,Junior,C,D+,D+,C-,B+,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2024,Madlena Gerke,Evansville,MVC,Freshman,C,D+,C-,C-,B+,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B-,B+,B-,C,C+,C+,C+,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2024,Maggie Hartwig,Evansville,MVC,Freshman,C+,C-,C,C+,A-,C-,C-,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C,C-,C+,B,C,C,C+,B,A-,D+,B
2024,Nevaeh Thomas,Evansville,MVC,Freshman,B-,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,A-,B+,A,B+,A,B,B,A,A-,C+,A-,B+,B+,C+,A-,A-,A,C,B+
2024,Tamesha Dozier,Evansville,MVC,Sophomore,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C-,C,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
