season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,MVC,Mountain West,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2023,Addison Martin,Abilene Christian,WAC,Freshman,B-,C+,B+,B-,A-,C+,C+,B-,B,A-,A-,C,B-,B-,B+,B+,A-,B,B+,B,B,A-,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2023,Aspen Thornton,Abilene Christian,WAC,Sophomore,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B,B,B+,B+,A,B,A-,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2023,Bella Earle,Abilene Christian,WAC,Sophomore,B-,C,B+,B-,A-,C+,C+,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2023,Claire Graham,Abilene Christian,WAC,Freshman,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,C-,C-,C+,C-,D+,C,B,B+,D+,B-
2023,Madi Miller,Abilene Christian,WAC,Senior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A-,B,A-,C+,A-,A-,A,C,B+
2023,Maleeah Langstaff,Abilene Christian,WAC,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B,B,B+,B+,A,B+,A-,B,B,A,B+,C+,A-,B+,B+,C+,A-,B+,A,C,B+
2023,Raychael Harjo,Abilene Christian,WAC,Sophomore,B-,C,B+,B-,A-,C,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2023,Zoe Jackson,Abilene Christian,WAC,Sophomore,C-,D+,D+,C-,B+,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B+,C+,D+,C+,C+,C+,D+,D+,D+,C+,D,D+,D+,B,B+,D,B-
2023,Dasha Macmillan,Air Force,MWC,Junior,C,D+,C,C,B+,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C,C+,C,C-,C+,B,A-,D+,B-
2023,Emily Adams,Air Force,MWC,Freshman,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B,B+,D,C+
2023,Faith Shelton,Air Force,MWC,Freshman,C,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B,C+,C-,C+,B-,C+,C-,B-,B+,A-,D+,B
2023,Jo Huntimer,Air Force,MWC,Sophomore,B-,C+,B+,B-,A-,C+,C+,B-,B,A-,A-,C+,B-,B,B+,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,A-,B+,A,C,B+
2023,Kamri Heath,Air Force,MWC,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B,B,B,B+,A,B,A-,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2023,Kayla Pilson,Air Force,MWC,Junior,B-,C,B+,B-,A-,C+,C+,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2023,Madison Smith,Air Force,MWC,Sophomore,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2023,Milahnie Perry,Air Force,MWC,Freshman,C,C-,C+,C+,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2023,Nikki McDonald,Air Force,MWC,Senior,C+,C-,B-,C+,A-,C,C,C+,B,B+,B+,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A,C-,B
2023,Taylor Britt,Air Force,MWC,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C,B,B-,B-,C,B,B+,A,C-,B+
2023,Alexis Stewart,Akron,MAC,Junior,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D+,C,D,D+,D+,B,B+,D,B-
2023,Dominique Camp,Akron,MAC,Senior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2023,Faith Stinson,Akron,MAC,Freshman,C+,C-,B-,C+,B+,C-,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B-,B+,A,C-,B
2023,Layne Ferrell,Akron,MAC,Junior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A+,A-,C+,A,B+,A-,C+,A,A-,A,C+,B+
2023,Molly Neitzel,Akron,MAC,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B+,B+,A-,B,A-,B,B,A,B+,C+,B+,B+,B+,C+,B+,B+,A,C,B+
2023,Rachel Martindale,Akron,MAC,Senior,C+,C-,B-,C+,B+,C,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2023,Reagan Bass,Akron,MAC,Sophomore,B,B-,A,B,A,C+,B-,B-,B+,A-,A,C+,B,B,A-,B+,A,B+,A,B,B,A+,A,C+,A,B+,A,B-,A,A-,A,C+,B+
2023,Tahmala Thorpe,Akron,MAC,Junior,D,D-,F,D,C+,D-,D,D,C-,C+,C+,D,D+,D+,C,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2023,Zakia Rasheed,Akron,MAC,Sophomore,C,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2023,Aaliyah Nye,Alabama,SEC,Sophomore,A,B+,A+,A+,A+,B+,A-,A-,A,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,B+,A+,A+,A+,B,A+,A+,A+,A+,A
2023,Brittany Davis,Alabama,SEC,Senior,A+,A,A+,A+,A+,A,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A-,A+,A+,A+,A+,A+
2023,Hannah Barber,Alabama,SEC,Senior,A,B+,A+,A+,A+,B+,B+,A-,A,A+,A+,A+,A+,A,A,A,A+,A+,A+,A,A+,A+,A+,B+,A+,A+,A+,B,A+,A+,A+,A+,A
2023,JaMya Mingo-Young,Alabama,SEC,Senior,B,B-,A,B,A,C+,B-,B-,B+,A,A,C+,B,B,B+,B+,A,B+,A+,B+,B+,A+,A,C+,A,B+,A,B-,A,A-,A,C+,B+
2023,Jada Rice,Alabama,SEC,Senior,B+,B-,A,A-,A,B-,B-,B,B,A+,A+,A,A-,A-,B+,B+,A,A,A+,A-,A-,A+,A,C+,A,A,A,C+,A,A-,B+,A-,A-
2023,JeAnna Cunningham,Alabama,SEC,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2023,Karly Weathers,Alabama,SEC,Freshman,A-,B,A+,A,A,B,B,B+,B+,A+,A+,A+,A,A+,A-,A,A,A+,A+,A,A,A+,A+,B,A+,A,A+,B,A+,A,A+,A,A
2023,Loyal McQueen,Alabama,SEC,Junior,C+,D+,B-,C+,B,D+,D+,C,C-,A,A,C+,B-,B-,B-,B-,B-,B,B-,B-,C+,B+,B-,D,B-,B,C+,D,B-,B,B-,B-,B-
2023,Megan Abrams,Alabama,SEC,Senior,A-,B,A+,A,A,B-,B,B+,B+,A+,A+,A+,A-,A+,A-,A-,A+,A+,A+,A-,A,A+,A+,B-,A+,A,A+,B-,A+,A,A+,A,A-
2023,Ryan Cobbins,Alabama,SEC,Senior,B-,C-,B+,B-,B,C-,C-,C+,C,A+,A,B,B,B,B,B,A-,B+,B+,B-,B-,A-,B,D+,B+,B,B,D+,B+,B,B+,B,B
2023,Sarah Ashlee Barker,Alabama,SEC,Sophomore,B+,B-,A+,A-,A,B-,B-,B,B,A+,A+,A,A-,A,B+,A-,A,A+,A+,A-,A-,A+,A,C+,A+,A,A,C+,A,A-,A,A-,A-
2023,Amani Free,Alabama A&M,SWAC,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2023,Amiah Simmons,Alabama A&M,SWAC,Sophomore,C+,C,B-,C+,A-,C,C,C+,B,B+,B+,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B-,B+,A-,C-,B
2023,Asianae Nicholson,Alabama A&M,SWAC,Freshman,D+,D,D,D+,B,D,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C,D,D,D,B-,B+,D,C+
2023,Chynell Mitchell,Alabama A&M,SWAC,Junior,D+,D,D-,D+,B-,D,D,D+,C+,B-,B-,D,C-,C,C,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2023,Darian Burgin,Alabama A&M,SWAC,Junior,C+,C-,C+,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C+,B-,C,C-,C+,B,A-,D+,B
2023,Donee' Frazier,Alabama A&M,SWAC,Freshman,C-,D,D,C-,B,D,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D+,C+,C+,C-,D,D+,D,C,D,D+,D,B-,B+,D,C+
2023,Emajin McCallop,Alabama A&M,SWAC,Freshman,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B+,C+,D+,C+,C+,C+,D,D+,D+,C+,D,D+,D+,B,B+,D,B-
2023,Ikia Elam,Alabama A&M,SWAC,Junior,C-,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C-,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D,D,B-,B+,D,C+
2023,Jaelynne Murray,Alabama A&M,SWAC,Freshman,D,D-,D-,D,C+,D,D,D,C,B-,B-,D,D+,C-,C,C+,B-,C,D-,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B-,D-,C
2023,Jayla Cody,Alabama A&M,SWAC,Junior,C+,C-,B-,C+,B+,C,C,C+,B,B+,A-,C,B-,B-,B,B,B+,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B-,B+,A,C-,B
2023,Shaunice Reed,Alabama A&M,SWAC,Sophomore,D+,D,D,D+,B-,D,D+,C-,C+,B,B-,D+,C-,C,C,B-,B-,C+,D,C+,C+,C-,D-,D,D,C-,D-,D,D,B-,B+,D,C+
2023,Taylor Smith,Alabama A&M,SWAC,Junior,D-,F,C-,D-,D+,F,F,D-,D-,C+,C,D,D-,D+,D+,D+,C-,D+,C-,D,D,C+,D+,F,C-,D,D+,F,C-,D,C-,D-,D
2023,Toni Grace,Alabama A&M,SWAC,Freshman,B-,C+,B+,B-,A,C+,C+,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2023,Ashley Gray,Alabama St.,SWAC,Freshman,D+,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C-,C,C+,B-,B,C+,D,C+,C+,C-,D-,D,D,C-,D-,D,D,B-,B+,D,C+
2023,Ayana Emmanuel,Alabama St.,SWAC,Senior,B-,C+,B,B-,A,C+,C+,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2023,Brazyll Watkins,Alabama St.,SWAC,Freshman,D+,D,D,D+,B-,D,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C-,D,D,D,B-,B+,D,C+
2023,Cordasia Harris,Alabama St.,SWAC,Junior,C+,C,B-,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C+,B-,B+,A,C-,B
2023,DaKiyah Sanders,Alabama St.,SWAC,Sophomore,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2023,Donyeil Bolton,Alabama St.,SWAC,Freshman,C-,D+,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,B-,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2023,Jayla Crawford,Alabama St.,SWAC,Senior,B-,C,B+,B-,A-,C+,C+,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2023,Kristian Jackson,Alabama St.,SWAC,Freshman,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C,C+,B-,B,C+,D+,C+,C+,C-,D,D+,D,C,D,D+,D+,B-,B+,D,B-
2023,Ryin Tillis,Alabama St.,SWAC,Freshman,D+,D,D-,D+,B-,D,D,D+,C+,B-,B-,D,C-,C,C-,B-,B-,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2023,Samiya Steele,Alabama St.,SWAC,Freshman,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B-,B+,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2023,Samya Brooks,Alabama St.,SWAC,Freshman,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C,C,B-,B,C+,D-,C,C,D+,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2023,Shmya Ward,Alabama St.,SWAC,Junior,B,C+,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,A-,B+,A,B+,A,B,B,A+,A-,C+,A-,B+,A-,B-,A-,A-,A,C,B+
2023,Abby Ray,Albany,AE,Sophomore,C+,C-,B-,C+,B+,C-,C,C+,B,B+,A-,C,C+,B-,C+,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A,C-,B
2023,Ellen Hahne,Albany,AE,Senior,B-,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A,A-,C+,A-,B,A-,C+,A-,B+,A,C,B+
2023,Fatima Lee,Albany,AE,Senior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B,B-,B-,B-,B+,C+,C-,C+,C+,C+,C-,B-,B,A-,C-,B
2023,Freja Werth,Albany,AE,Sophomore,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A-,C-,B
2023,Grace Heeps,Albany,AE,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2023,Helene Haegerstrand,Albany,AE,Senior,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B,B,A-,A-,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A,B-,A,A-,A+,C+,A-
2023,Karyn Sanford,Albany,AE,Freshman,C,D+,C-,C,B,D+,C-,C,B-,B+,B,D+,C+,C+,C,B,B+,B-,C+,C+,C+,B-,C-,C-,C,C+,C-,D+,C,B,B+,D+,B-
2023,Kayla Cooper,Albany,AE,Junior,B,B-,A+,B,A,B-,B-,B,B+,A,A,B-,B,B,A,A-,A,B+,A+,B+,B+,A+,A,B-,A+,B+,A,B-,A+,A-,A+,C+,A-
2023,Lilly Phillips,Albany,AE,Sophomore,C+,C-,C+,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2023,Lucia Decortes,Albany,AE,Senior,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C,C+,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A,C-,B
2023,Morgan Haney,Albany,AE,Junior,C+,C-,C+,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C-,B-,B-,C+,C,B-,B+,A-,C-,B
2023,Taniya Hanner,Albany,AE,Senior,C-,D,D,C-,B,D,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B-,B+,D,C+
2023,Akyriale Ford,Alcorn St.,SWAC,Sophomore,D+,D,D,D+,B,D,D+,C-,C+,B,B,D+,C-,C,C+,B-,B,C+,D,C+,C+,C-,D-,D+,D,C,D-,D,D,B-,B+,D,C+
2023,Ashanti Backus,Alcorn St.,SWAC,Junior,C-,D,D,D+,B,D,D+,C-,C+,B,B-,D,C-,C,C-,B-,B-,C+,D,C+,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2023,Cayla Obillo,Alcorn St.,SWAC,Senior,C+,C-,C+,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,B-,B+,A-,D+,B
2023,Destiny Brown,Alcorn St.,SWAC,Sophomore,B,B-,A,B,A,B-,B-,B,B+,A,A,B-,B,B,A,B+,A,B+,A+,B+,B+,A+,A,B-,A,A-,A,B-,A,A-,A,C+,A-
2023,De’Asia Reid,Alcorn St.,SWAC,Senior,D+,D,D-,D+,B,D,D+,D+,C+,B-,B-,D,C-,C,C+,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B,D,C+
2023,Kailyn Watkins,Alcorn St.,SWAC,Sophomore,D+,D,D-,D+,B-,D,D+,C-,C+,B-,B-,D,C-,C,C,B-,B,C+,D,C+,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2023,Kiarra Henderson,Alcorn St.,SWAC,Junior,C+,C,B,B-,A-,C,C,C+,B,A-,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C,B+,B+,A,C,B+
2023,Maya Claytor,Alcorn St.,SWAC,Sophomore,D+,D,D-,D+,B-,D,D+,D+,C+,B-,B-,D,C-,C,C-,B-,B,C+,D,C,C,D+,D-,D,D-,C-,D-,D,D,B-,B-,D,C+
2023,Nakia Cheatham,Alcorn St.,SWAC,Junior,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2023,Nia McCalphia,Alcorn St.,SWAC,Senior,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,B-,C+,B-,C-,C-,C-,C+,C-,C-,C-,B,B+,D+,B-
2023,T'Naye Griffin,Alcorn St.,SWAC,Sophomore,D,D-,D-,D,C+,D,D,D,C-,B-,C+,D,D+,C-,C,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2023,Tyginae Wright,Alcorn St.,SWAC,Senior,B-,C+,B+,B-,A-,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2023,Zy'Nyia White,Alcorn St.,SWAC,Sophomore,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,B-,C+,B-,C-,C-,C-,C+,C-,C-,C-,B,B+,D+,B-
2023,Anna LeMaster,American,Pat,Sophomore,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2023,Anna Rescifina,American,Pat,Freshman,C-,D+,C-,C,B,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B-,B,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2023,Bailey Garbee,American,Pat,Sophomore,C,D+,C-,C,B,D+,D+,C,B-,B+,B,D+,C+,C+,C,B-,B,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2023,Emily Johns,American,Pat,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2023,Ivy Bales,American,Pat,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2023,Kayla Henning,American,Pat,Junior,C+,C-,C+,C,A-,C-,C-,C+,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2023,Laura Nogues,American,Pat,Freshman,D,D-,F,D,B-,D-,D,D,C-,C+,C+,D,D+,D+,C,C+,B-,C,F,C-,C-,D-,F,D,F,D+,F,D-,F,C+,B,D-,C
2023,Lauren Stack,American,Pat,Senior,C+,C,B-,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,B-,C,B,B+,A,C-,B
2023,Molly Lavin,American,Pat,Freshman,C,D+,C,C,B+,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,C+,C+,B,C,C-,C,B-,C-,C-,C,B,B+,D+,B
2023,Riley DeRubbo,American,Pat,Junior,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2023,Sadie Stetson,American,Pat,Senior,C+,C-,B-,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2023,A'Lea Gilbert,Appalachian St.,SB,Junior,C+,C-,B-,C+,A-,C-,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A-,C-,B
2023,Alexis Black,Appalachian St.,SB,Freshman,C+,C-,B-,C+,A-,C-,C,C+,B-,B+,B+,C-,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A-,C-,B
2023,Brooke Bigott,Appalachian St.,SB,Senior,C+,C-,B-,C+,A-,C,C,C+,B,B+,B+,C,B-,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B-,B+,A,C-,B
2023,Chaé Harris,Appalachian St.,SB,Freshman,B,B-,A,B,A,C+,B-,B-,B+,A,A,B-,B,B,B+,B+,A,B+,A+,B+,B+,A+,A,B-,A,B+,A,B-,A,A-,A,C+,A-
2023,Emily Carver,Appalachian St.,SB,Sophomore,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2023,Faith Alston,Appalachian St.,SB,Junior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B,B-,B-,B+,B-,C,B-,B,C+,C,B-,B+,A,C-,B
2023,Janay Sanders,Appalachian St.,SB,Junior,C+,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B-,C,C-,C,B-,C-,C-,C,B,B+,D+,B
2023,Lauren Carter,Appalachian St.,SB,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B+,B,B,C,B+,B+,A,C,B+
2023,Mariah Frazier,Appalachian St.,SB,Sophomore,C+,C-,B-,C+,A-,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B,B-,B-,B+,B-,C,B-,B-,C+,C,B-,B+,A,C-,B
2023,Summer Schloss,Appalachian St.,SB,Sophomore,B-,C+,A-,B-,A-,C+,C+,B-,B,A-,A,C+,B-,B,B,B+,A-,B+,A,B,B,A,A-,C+,A-,B,B+,C+,A-,B+,A,C,B+
2023,Taylor Lewis,Appalachian St.,SB,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C,B,B+,A,C-,B
2023,Zada Porter,Appalachian St.,SB,Sophomore,C+,C,B,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B+,B,B,C,B+,B+,A,C,B+
2023,Cate Reese,Arizona,P12,Senior,A,B,A,A+,A+,B,B+,A-,A-,A+,A+,A,A,A,A,A,A+,A+,A+,A,A,A+,A,B,A,A+,A,B,A,A,A,A+,A
2023,Esmery Martinez,Arizona,P12,Senior,A+,A-,A+,A+,A+,A-,A-,A,A,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,A-,A+,A+,A+,B+,A+,A+,A+,A+,A+
2023,Helena Pueyo,Arizona,P12,Senior,A,B+,A+,A+,A+,B+,B+,A-,A,A+,A+,A+,A+,A+,A,A,A+,A+,A+,A,A+,A+,A+,B,A+,A+,A+,B,A+,A+,A,A+,A
2023,Jade Loville,Arizona,P12,Senior,B,C,B+,B,B+,C,C,B-,C+,A+,A+,B,B,B+,B,B,B+,A-,B+,B,B,A-,B,C-,B+,B+,B,C,B+,B+,A+,B,B+
2023,Kailyn Gilbert,Arizona,P12,Freshman,B,C+,A,B+,A-,C+,C+,B-,B-,A+,A+,A-,B+,B+,B,B,A,A-,A,B,B+,A+,A,C,A,B+,A,C,A,B+,A,B+,B+
2023,Lauren Fields,Arizona,P12,Senior,B,C,A,B,A-,C,C,B-,C+,A+,A+,A-,B,B+,B,B,B+,A-,A,B,B,A+,A,C-,A,B+,A-,C,A,B+,A+,B,B+
2023,Lemyah Hylton,Arizona,P12,Freshman,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2023,Madison Conner,Arizona,P12,Sophomore,B+,C+,A+,A-,A,C+,C+,B,B-,A+,A+,A+,A-,A,B+,B+,A,A,A+,B+,A-,A+,A,C+,A+,A-,A,C+,A,A-,A+,B+,A-
2023,Maya Nnaji,Arizona,P12,Freshman,B,C+,B+,B+,A-,C+,C+,B-,B-,A+,A+,B+,B+,B,B+,B+,A-,A-,A-,B+,B+,A,B+,C,B+,B+,B+,C+,B+,B+,A+,B+,B+
2023,Paris Clark,Arizona,P12,Freshman,B+,C+,A,A-,A,C+,C+,B,B-,A+,A+,A,A-,A-,B+,B+,A-,A,A+,B+,A-,A+,A,C+,A,A-,A,C+,A,A-,A,B+,A-
