season,player_name,team,position,class,draft_pick,age,listed_height,statistical_height,height_delta_inches,height_delta_percentile,feel_plus,feel_plus_percentile,rimfluence,rimfluence_off,rimfluence_def,rimfluence_percentile,poss_created_100,poss_created_100_percentile,gp,mpg,min_pct
2026,Sarah Graves,Texas,F,Sr,,21.5,"5'9""",N/A,,,119.91,77.29,N/A,N/A,N/A,,12.85,15.0,21.0,4.2,5.6
2026,Tierney Coleman,North Carolina Central,G,Sr,,21.5,"5'9""","5'11""",2.03,85.43,112.62,70.04,N/A,N/A,N/A,,23.25,80.68,21.0,21.0,40.7
2026,Nyah Lowery,Pacific,F,Jr,,20.5,"5'11""","5'10""",-0.62,37.23,66.98,12.89,N/A,N/A,N/A,,17.68,47.01,29.0,21.1,53.2
2026,Maddy Fay,Southern Indiana,F,Jr,,20.5,"6'1""","5'11""",-1.75,18.72,97.04,48.69,N/A,N/A,N/A,,11.97,11.27,24.0,11.6,22.2
2026,Kayla Morris,Towson,F,Sr,,21.5,"6'2""","6'3""",1.21,71.91,98.47,50.65,N/A,N/A,N/A,,15.98,35.0,30.0,19.0,47.4
2026,Emma Risch,Florida St.,G,Jr,,20.5,"6'1""","5'10""",-3.07,5.34,74.41,20.01,N/A,N/A,N/A,,17.93,48.81,27.0,20.4,44.0
2026,Snudda Collins,Texas Tech,F,Sr,,21.5,"6'1""","6'0""",-0.64,36.83,67.02,12.94,N/A,N/A,N/A,,28.1,94.21,34.0,23.8,59.5
2026,Lara Cook,Colgate,F,Sr,,21.5,"5'10""","5'9""",-0.65,36.61,63.43,10.06,N/A,N/A,N/A,,14.15,22.27,28.0,14.4,32.0
2026,Iyana Moore,Notre Dame,F,Sr,,21.5,"5'8""","5'10""",2.4,90.2,70.42,15.84,N/A,N/A,N/A,,17.09,42.94,34.0,31.7,74.7
2026,Madison Schiller,Colgate,G,Sr,,21.5,"5'8""","5'11""",2.73,94.29,127.48,83.65,N/A,N/A,N/A,,22.63,77.64,21.0,37.1,63.9
2026,Maria Dias,Cal St. Bakersfield,F,Sr,,21.5,"5'9""","5'9""",0.45,57.04,54.31,4.63,N/A,N/A,N/A,,22.81,78.51,29.0,25.7,63.3
2026,Jade Clack,Tulsa,F,Jr,,20.5,"6'1""","6'0""",-0.86,32.43,88.47,37.26,N/A,N/A,N/A,,20.04,64.21,29.0,28.5,65.9
2026,Sophia Covello,Idaho St.,G,Sr,,21.5,"5'9""",N/A,,,91.63,41.78,N/A,N/A,N/A,,19.31,58.54,5.0,27.5,12.5
2026,Samiah Puckett,Alabama St.,F,Jr,,20.5,"6'3""",N/A,,,54.83,4.88,N/A,N/A,N/A,,15.63,32.15,11.0,5.9,6.1
2026,Bree Salenbien,Ball St.,F,Sr,,21.5,"6'2""","6'1""",-0.76,34.39,120.8,78.02,N/A,N/A,N/A,,29.06,95.86,31.0,28.2,69.5
2026,Sol Castro,San Francisco,F,Sr,,21.5,"6'1""","6'0""",-0.58,37.86,121.69,78.83,N/A,N/A,N/A,,19.22,57.9,28.0,9.9,20.5
2026,Brecken Snotherly,High Point,F,Jr,,20.5,"5'10""","5'11""",1.34,74.43,119.75,77.21,N/A,N/A,N/A,,16.61,39.5,31.0,22.1,55.1
2026,Hanna Miller,North Dakota,F,Sr,,21.5,"6'2""","5'10""",-3.7,2.93,63.92,10.48,N/A,N/A,N/A,,16.05,35.59,20.0,9.5,17.5
2026,Mallory Miller,Butler,F,So,,19.5,"6'4""","6'0""",-3.56,3.28,62.24,9.2,N/A,N/A,N/A,,28.66,95.22,31.0,25.0,62.4
2026,Sandra Magolico,Hofstra,F,Sr,,21.5,"6'2""","6'2""",0.29,53.89,115.37,72.64,N/A,N/A,N/A,,19.76,62.13,31.0,26.6,64.2
2026,Marina Radocaj,Pacific,F,Jr,,20.5,"6'3""","6'1""",-1.5,22.05,86.68,34.8,N/A,N/A,N/A,,15.01,27.73,26.0,18.9,42.9
2026,Adria Lincoln,Montana,F,Jr,,20.5,"6'1""","5'9""",-3.82,2.72,44.53,1.71,N/A,N/A,N/A,,13.93,20.68,10.0,8.2,6.1
2026,Kaliyah Sain,Maine,F,Jr,,20.5,"6'0""","5'11""",-1.03,29.27,116.24,73.55,N/A,N/A,N/A,,21.88,73.7,8.0,25.3,15.8
2026,Macy Donarski,Montana,G,So,,19.5,"5'8""","5'10""",1.71,81.23,100.17,53.16,N/A,N/A,N/A,,10.52,6.03,29.0,25.9,62.3
2026,Maria Doreste,Wagner,G,Sr,,21.5,"5'9""","5'10""",0.71,62.56,93.14,43.92,N/A,N/A,N/A,,17.42,44.93,28.0,15.6,37.6
2026,Jordyn Marshall,Texas Southern,G,Sr,,21.5,"5'6""",N/A,,,79.19,25.34,N/A,N/A,N/A,,17.58,46.13,19.0,20.5,36.5
2026,Deniz Torgut,Mount St. Mary's,G,Jr,,20.5,"5'10""","5'10""",-0.28,42.96,82.82,29.82,N/A,N/A,N/A,,16.23,36.79,26.0,8.9,19.2
2026,Makiya Miller,Jacksonville,G,Sr,,21.5,"5'7""",N/A,,,90.57,40.11,N/A,N/A,N/A,,18.13,50.18,31.0,27.0,68.0
2026,Abbie Aalsma,Drake,G,Jr,,20.5,"5'9""","5'10""",1.12,70.09,99.79,52.74,N/A,N/A,N/A,,27.43,93.08,32.0,30.7,76.8
2026,Ella Wigal,Akron,F,Jr,,20.5,"6'0""","5'11""",-0.9,31.33,80.94,27.6,N/A,N/A,N/A,,15.26,29.4,24.0,10.2,20.0
2026,Antonia Bates,Rutgers,F,Sr,,21.5,"6'3""","6'0""",-3.17,5.01,100.76,53.92,N/A,N/A,N/A,,11.16,7.97,29.0,26.5,66.3
2026,Rose Caso,Stetson,F,Jr,,20.5,"5'10""","5'11""",1.28,73.3,104.55,58.98,N/A,N/A,N/A,,17.74,47.58,30.0,25.3,64.8
2026,Jalyn Brown,Michigan St.,G,Sr,,21.5,"6'1""","5'11""",-2.01,15.51,74.99,20.5,N/A,N/A,N/A,,18.95,55.84,32.0,25.5,63.6
2026,Jessica Peterson,Miami FL,F,Sr,,21.5,"6'2""",N/A,,,131.57,86.45,N/A,N/A,N/A,,21.2,70.09,5.0,15.3,6.1
2026,Jackie Grisdale,Quinnipiac,G,Sr,,21.5,"5'9""","5'11""",1.57,78.54,110.01,66.57,N/A,N/A,N/A,,16.56,39.15,34.0,35.2,87.6
2026,Althea Kara Angeles,Eastern Kentucky,G,Sr,,21.5,"5'6""",N/A,,,128.09,84.14,N/A,N/A,N/A,,21.02,69.28,32.0,32.8,83.5
2026,Esther Rodellar,Sam Houston St.,G,Jr,,20.5,"5'10""","5'10""",0.27,53.52,108.89,64.93,N/A,N/A,N/A,,15.68,32.59,27.0,11.2,24.3
2026,Sophia Loden,Southern Indiana,F,Jr,,20.5,"5'11""","6'0""",0.7,62.32,115.68,73.01,N/A,N/A,N/A,,18.23,50.77,29.0,28.4,72.2
2026,Sophia Tougas,Charleston,F,Sr,,21.5,"6'0""","5'11""",-1.26,25.9,62.66,9.45,N/A,N/A,N/A,,15.24,29.28,31.0,26.0,66.0
2026,Taylor McCabe,Iowa,G,Sr,,21.5,"5'9""","5'11""",1.79,82.23,137.02,89.52,N/A,N/A,N/A,,16.38,37.83,20.0,27.1,42.1
2026,McKinna Brackens,Arizona St.,F,So,,19.5,"6'1""","6'0""",-0.67,36.22,116.09,73.33,N/A,N/A,N/A,,24.43,85.27,34.0,32.3,77.9
2026,Hannah Stuelke,Iowa,F,Sr,,21.5,"6'2""","6'2""",0.2,52.32,161.91,96.82,N/A,N/A,N/A,,25.3,87.9,32.0,30.5,70.9
2026,Cali Denson,Oakland,G,Jr,,20.5,"5'8""","5'8""",0.19,52.2,50.46,3.3,N/A,N/A,N/A,,20.53,66.7,9.0,28.6,21.6
2026,Cheyanne Kemp,Central Arkansas,F,Jr,,20.5,"5'8""","5'11""",3.43,97.5,79.43,25.57,N/A,N/A,N/A,,24.05,83.94,30.0,28.9,73.2
2026,Maggie Doogan,Richmond,F,Sr,,21.5,"6'2""","6'1""",-0.63,37.06,90.71,40.31,N/A,N/A,N/A,,32.94,98.76,34.0,34.5,84.9
2026,Emma Blair,USC Upstate,F,So,,19.5,"6'2""","6'0""",-1.87,17.33,103.19,57.09,N/A,N/A,N/A,,14.46,24.41,29.0,14.3,35.2
2026,Clarke Jackson,Cornell,F,Jr,,20.5,"5'9""","5'11""",2.06,85.79,108.68,64.56,N/A,N/A,N/A,,22.29,76.06,26.0,31.5,80.4
2026,Maria Serracanta,Northern Illinois,G,Sr,,21.5,"6'0""","5'10""",-1.66,19.99,122.01,79.35,N/A,N/A,N/A,,19.46,59.94,30.0,34.0,84.6
2026,Sofia Bell,Oregon,G,Jr,,20.5,"6'1""","5'11""",-2.1,14.38,125.53,82.27,N/A,N/A,N/A,,12.88,15.2,36.0,30.6,75.5
2026,Filippa Tilliander,Oregon,F,Jr,,20.5,"6'1""",N/A,,,148.8,93.94,N/A,N/A,N/A,,11.72,10.14,24.0,5.1,8.4
2026,Payton Fields,Arkansas St.,G,Sr,,21.5,"6'0""","5'10""",-1.58,21.08,81.26,28.05,N/A,N/A,N/A,,13.65,18.96,24.0,9.9,16.3
2026,Nadechka Laccen,Northern Illinois,G,Sr,,21.5,"5'6""",N/A,,,79.61,25.86,N/A,N/A,N/A,,21.62,72.25,26.0,30.8,66.6
2026,Otaifo Esenabhalu,Longwood,F,Jr,,20.5,"6'2""","6'3""",0.51,58.21,152.28,94.98,N/A,N/A,N/A,,16.72,40.33,28.0,21.9,54.6
2026,Kayla Rolph,Boston College,F,Sr,,21.5,"6'2""","5'11""",-3.07,5.34,71.16,16.65,N/A,N/A,N/A,,14.93,27.11,31.0,27.8,69.2
2026,Alexa Mikeska,William & Mary,G,Sr,,21.5,"5'8""","6'0""",3.7,98.32,172.07,98.0,N/A,N/A,N/A,,17.88,48.51,30.0,29.4,74.1
2026,Abbie Riddle,Wright St.,F,So,,19.5,"5'10""","5'11""",0.5,58.0,83.43,30.7,N/A,N/A,N/A,,17.69,47.11,17.0,18.9,26.7
2026,Mallory McQuietor,Incarnate Word,F,Jr,,20.5,"6'1""","6'0""",-0.86,32.43,138.31,90.14,N/A,N/A,N/A,,11.55,9.35,24.0,10.3,19.5
2026,Destiny Whitaker,Incarnate Word,F,Jr,,20.5,"5'10""","5'9""",-0.53,38.74,77.29,23.13,N/A,N/A,N/A,,25.37,88.19,19.0,19.0,31.5
2026,Taya Ellis,Bowling Green,F,Jr,,20.5,"6'1""","6'2""",1.3,73.59,138.62,90.33,N/A,N/A,N/A,,14.78,26.33,25.0,19.9,47.6
2026,Keiryn McGuff,Akron,F,Jr,,20.5,"6'0""","6'0""",-0.32,42.3,111.21,68.42,N/A,N/A,N/A,,16.62,39.69,26.0,29.5,65.7
2026,Paige Kohler,Bowling Green,G,Jr,,20.5,"5'8""","5'10""",1.9,83.81,88.39,37.14,N/A,N/A,N/A,,24.1,84.16,27.0,34.7,88.5
2026,Raimi McCrary,Incarnate Word,F,Jr,,20.5,"5'11""","6'0""",0.52,58.43,100.17,53.18,N/A,N/A,N/A,,15.28,29.47,27.0,26.7,64.3
2026,Madi Symons,Wyoming,F,Jr,,20.5,"6'0""","6'0""",-0.48,39.64,82.39,29.15,N/A,N/A,N/A,,15.96,34.9,27.0,18.5,42.7
2026,Anaya Brown,SMU,F,Jr,,20.5,"6'1""","6'1""",0.03,48.82,99.25,52.0,N/A,N/A,N/A,,16.62,39.67,30.0,22.4,56.1
2026,Zaria Hurston,Southern,F,Jr,,20.5,"5'10""","6'0""",2.03,85.43,108.82,64.73,N/A,N/A,N/A,,20.24,65.27,32.0,23.5,59.2
2026,Maeve McErlane,Colorado,F,Jr,,20.5,"5'10""","5'10""",-0.34,41.9,85.95,33.97,N/A,N/A,N/A,,12.89,15.25,32.0,14.3,33.6
2026,Kaylen Nelson,Bradley,F,Sr,,21.5,"5'10""","5'11""",0.62,60.13,94.24,45.64,N/A,N/A,N/A,,26.04,89.72,32.0,33.2,83.6
2026,Kiera Edmonds,Boston College,F,So,,19.5,"6'2""","6'1""",-0.82,33.31,118.81,76.28,N/A,N/A,N/A,,11.75,10.41,24.0,9.3,18.0
2026,Drew Jordon,New Mexico,G,Jr,,20.5,"5'11""","5'11""",-0.1,46.46,107.52,63.03,N/A,N/A,N/A,,19.21,57.75,32.0,9.5,23.7
2026,Tonie Morgan,Kentucky,G,Sr,,21.5,"5'9""","5'11""",2.19,87.51,130.85,86.03,N/A,N/A,N/A,,33.79,99.15,36.0,34.5,86.3
2026,Le'Asia Foreman,Hampton,F,Sr,,21.5,"5'9""","6'0""",3.11,96.34,188.53,99.03,N/A,N/A,N/A,,17.64,46.7,23.0,26.3,53.8
2026,Josie Hill,South Dakota,F,Sr,,21.5,"6'1""","6'1""",-0.29,42.83,88.71,37.68,N/A,N/A,N/A,,18.22,50.68,32.0,18.4,44.5
2026,Shamaryah Duncan,Tulsa,G,Sr,,21.5,"5'11""","5'10""",-0.6,37.53,73.99,19.5,N/A,N/A,N/A,,16.56,39.18,15.0,11.9,14.2
2026,Wynter Rogers,Arkansas St.,F,Sr,,21.5,"6'0""","6'1""",1.19,71.34,136.71,89.3,N/A,N/A,N/A,,14.46,24.48,36.0,23.4,58.3
2026,Maryn Archer,Arkansas,G,Jr,,20.5,"5'7""",N/A,,,108.21,64.09,N/A,N/A,N/A,,15.29,29.52,25.0,8.6,16.8
2026,Tess Heal,Kansas St.,G,Sr,,21.5,"5'10""","5'11""",1.49,76.94,116.38,73.7,N/A,N/A,N/A,,19.34,58.73,34.0,28.2,64.7
2026,Ja'Cia Cunningham,Presbyterian,F,Sr,,21.5,"5'9""","5'10""",1.35,74.62,60.94,8.37,N/A,N/A,N/A,,30.56,97.38,27.0,21.5,52.7
2026,Messiah Hunter,Seton Hall,F,Sr,,21.5,"6'2""","5'11""",-2.6,9.33,82.83,29.84,N/A,N/A,N/A,,8.82,2.42,32.0,11.7,29.0
2026,Taleyah Jones,Arkansas,G,Sr,,21.5,"5'10""","5'11""",1.12,70.09,116.44,73.75,N/A,N/A,N/A,,22.85,78.78,30.0,34.2,79.8
2026,Alexis Black,Fordham,G,Jr,,20.5,"5'9""","5'10""",1.19,71.34,127.63,83.75,N/A,N/A,N/A,,32.9,98.71,21.0,29.6,53.0
2026,Jailah Donald,St. John's,G,Sr,,21.5,"5'7""",N/A,,,95.39,46.67,N/A,N/A,N/A,,16.79,40.85,33.0,24.1,60.1
2026,Gabrielle Kennerly,Mount St. Mary's,G,Jr,,20.5,"5'9""","5'10""",0.95,67.47,132.81,87.33,N/A,N/A,N/A,,28.66,95.2,16.0,27.9,36.9
2026,Megen Sanaj,Illinois Chicago,F,Jr,,20.5,"5'7""",N/A,,,53.73,4.39,N/A,N/A,N/A,,10.82,7.01,16.0,8.2,10.2
2026,Hilary Behrens,South Dakota St.,F,So,,19.5,"6'0""","6'0""",0.41,56.19,122.83,80.06,N/A,N/A,N/A,,12.76,14.68,33.0,19.1,46.4
2026,Madison Royal-Davis,Cleveland St.,F,Sr,,21.5,"5'11""","6'2""",3.35,97.21,236.1,99.79,N/A,N/A,N/A,,15.64,32.32,12.0,13.5,11.9
2026,Caroline Thiel,Charlotte,F,Jr,,20.5,"6'0""","5'11""",-0.98,30.14,71.91,17.51,N/A,N/A,N/A,,10.83,7.06,32.0,10.1,24.7
2026,Raegan Beers,Oklahoma,F,Sr,,21.5,"6'4""","6'4""",0.33,54.6,135.52,88.59,N/A,N/A,N/A,,26.14,89.94,34.0,24.8,61.7
2026,Lily Hansford,Green Bay,G,Sr,,21.5,"6'2""",N/A,,,63.67,10.31,N/A,N/A,N/A,,13.99,21.09,21.0,5.3,7.9
2026,Eseosa Imafidon,Providence,F,Jr,,20.5,"6'5""",N/A,,,68.77,14.51,N/A,N/A,N/A,,13.01,15.96,18.0,4.4,6.0
2026,Alyssa Lewis,Queens,G,Jr,,20.5,"5'9""","5'9""",-0.31,42.56,53.14,4.21,N/A,N/A,N/A,,17.45,45.17,26.0,14.5,31.2
2026,Jada Brown,George Mason,G,Sr,,21.5,"5'6""",N/A,,,104.72,59.23,N/A,N/A,N/A,,17.4,44.75,32.0,25.5,61.0
2026,Hayleigh Breland,Southern Miss,G,Sr,,21.5,"5'8""","5'10""",1.73,81.47,74.53,20.09,N/A,N/A,N/A,,23.37,81.24,28.0,29.6,71.3
2026,Tate Lash,Northwestern,G,Sr,,21.5,"5'9""","5'11""",1.59,78.89,99.67,52.52,N/A,N/A,N/A,,22.33,76.28,27.0,18.3,42.6
2026,Avari Berry,McNeese St.,G,Jr,,20.5,"5'6""",N/A,,,183.22,98.78,N/A,N/A,N/A,,18.37,51.88,33.0,15.8,37.8
2026,Rebecca Osei-Owusu,Fairleigh Dickinson,F,Jr,,20.5,"5'11""","6'1""",2.48,91.57,141.07,91.41,N/A,N/A,N/A,,18.37,51.93,33.0,23.3,59.8
2026,Jenna Hopp,South Dakota,F,Jr,,20.5,"5'11""","5'11""",0.11,50.56,110.97,67.87,N/A,N/A,N/A,,15.81,33.77,31.0,24.5,58.9
2026,Jada Elston,Fairleigh Dickinson,G,Jr,,20.5,"5'7""",N/A,,,80.65,27.11,N/A,N/A,N/A,,14.64,25.59,17.0,4.9,5.3
2026,Ronaltha Marc,South Alabama,G,Sr,,21.5,"5'10""","5'10""",0.14,51.32,91.32,41.51,N/A,N/A,N/A,,19.73,61.9,35.0,16.1,39.0
2026,Aileen Marquez,UNC Asheville,F,Sr,,21.5,"5'8""","5'9""",1.38,75.07,45.31,1.9,N/A,N/A,N/A,,17.01,42.22,27.0,23.3,58.8
2026,Jaleesa Molina,Temple,F,Jr,,20.5,"6'2""","6'1""",-0.88,31.78,105.76,60.7,N/A,N/A,N/A,,17.78,47.73,31.0,29.2,69.9
2026,Tanajah Hayes,Charlotte,G,Sr,,21.5,"5'6""",N/A,,,141.31,91.46,N/A,N/A,N/A,,30.49,97.36,32.0,31.4,77.2
2026,Tristen Taylor,Temple,G,Jr,,20.5,"5'5""",N/A,,,120.79,78.0,N/A,N/A,N/A,,23.23,80.58,28.0,32.1,69.4
2026,Savannah Samuel,Georgia Tech,F,Sr,,21.5,"6'1""","5'11""",-2.34,11.9,73.96,19.47,N/A,N/A,N/A,,19.43,59.67,30.0,20.6,46.2
2026,Paula Reus Piza,Loyola Marymount,F,Sr,,21.5,"6'1""","6'0""",-1.25,26.09,104.35,58.69,N/A,N/A,N/A,,19.44,59.74,23.0,16.3,30.8
2026,Julianna Gibson,Central Arkansas,F,Jr,,20.5,"6'2""","5'11""",-2.79,7.53,64.3,10.75,N/A,N/A,N/A,,14.53,24.93,30.0,16.2,40.5
2026,D'Yanis Jimenez,Coastal Carolina,G,Jr,,20.5,"5'8""","5'10""",2.28,88.76,106.4,61.63,N/A,N/A,N/A,,24.62,86.08,26.0,16.8,34.9
2026,Kaylah Turner,Temple,G,Jr,,20.5,"5'6""",N/A,,,98.56,50.8,N/A,N/A,N/A,,26.47,90.92,32.0,33.6,83.0
2026,Khyala Ngodu,UCF,F,Jr,,20.5,"6'3""","6'2""",-0.9,31.33,131.25,86.23,N/A,N/A,N/A,,21.94,74.12,27.0,27.0,60.3
2026,Sophi Hall,Providence,G,Jr,,20.5,"6'1""","5'10""",-2.62,9.06,70.46,15.93,N/A,N/A,N/A,,12.59,14.02,32.0,17.3,41.7
2026,Abigail Wright,Harvard,F,Jr,,20.5,"6'1""","6'1""",0.22,52.62,122.23,79.64,N/A,N/A,N/A,,26.65,91.29,32.0,28.2,69.5
2026,Mataya Gayle,Penn,G,Jr,,20.5,"5'7""",N/A,,,103.54,57.65,N/A,N/A,N/A,,30.87,97.6,24.0,32.7,79.4
2026,Ese Ogbevire,Penn,F,Jr,,20.5,"5'7""",N/A,,,46.59,2.17,N/A,N/A,N/A,,18.27,51.04,15.0,6.7,8.9
2026,Tina Njike,Penn,F,Jr,,20.5,"6'2""","6'2""",-0.46,40.01,114.62,72.08,N/A,N/A,N/A,,20.58,66.87,25.0,22.9,57.4
2026,Judit Valero,FIU,F,Jr,,20.5,"5'11""","5'10""",-0.68,36.07,70.98,16.52,N/A,N/A,N/A,,15.32,29.84,29.0,29.1,66.3
2026,Mary Hollensteiner,Harvard,F,Jr,,20.5,"6'1""","6'0""",-1.31,25.24,70.77,16.28,N/A,N/A,N/A,,17.95,49.0,31.0,10.2,24.4
2026,Madlena Gerke,Fairleigh Dickinson,G,Sr,,21.5,"5'10""","5'11""",0.84,65.23,102.35,56.06,N/A,N/A,N/A,,23.54,82.15,33.0,27.1,67.5
2026,Abby Sharpe,Penn,F,Jr,,20.5,"6'0""","5'11""",-0.89,31.56,74.07,19.62,N/A,N/A,N/A,,10.17,5.1,16.0,8.3,13.9
2026,Judit Oliva Fernandez,Long Beach St.,,So,,19.5,"6'2""","6'0""",-1.6,20.78,67.98,13.75,N/A,N/A,N/A,,21.95,74.16,17.0,21.9,31.5
2026,Solè Williams,Florida St.,G,Jr,,20.5,"5'9""","5'10""",1.3,73.59,74.41,19.99,N/A,N/A,N/A,,28.52,95.0,29.0,30.2,69.8
2026,Jenna Villa,Oregon St.,F,Jr,,20.5,"6'1""","5'11""",-2.07,14.75,103.32,57.33,N/A,N/A,N/A,,23.12,79.99,33.0,33.1,83.6
2026,Sephora Kayolo,New Orleans,F,Sr,,21.5,"6'1""","5'11""",-2.02,15.37,71.59,17.14,N/A,N/A,N/A,,17.22,43.65,16.0,12.4,17.1
2026,Emily Robinson,Arkansas,G,Jr,,20.5,"5'10""","5'10""",0.27,53.52,85.34,32.96,N/A,N/A,N/A,,16.29,37.21,32.0,29.7,74.0
2026,Anaja Hall,Southern,F,Jr,,20.5,"6'5""","6'0""",-5.31,0.47,65.16,11.49,N/A,N/A,N/A,,15.25,29.3,25.0,11.2,20.9
2026,Arianna Patton,McNeese St.,G,Sr,,21.5,"5'5""",N/A,,,101.44,54.83,N/A,N/A,N/A,,18.53,52.84,33.0,26.9,68.7
2026,Thalia Shepard,Towson,F,Jr,,20.5,"5'9""","5'11""",1.54,77.98,117.84,75.22,N/A,N/A,N/A,,21.31,70.6,30.0,27.2,67.9
2026,Jada Brown,Vanderbilt,G,Sr,,21.5,"5'8""","5'10""",1.68,80.66,106.92,62.32,N/A,N/A,N/A,,10.53,6.06,34.0,19.1,47.8
2026,McKynnlie Dalan,Gonzaga,F,Jr,,20.5,"6'1""","6'0""",-1.06,28.9,121.26,78.56,N/A,N/A,N/A,,13.08,16.33,26.0,8.2,15.4
2026,Bree Stephens,Central Arkansas,F,Sr,,21.5,"6'0""","6'2""",2.2,87.66,117.4,74.68,N/A,N/A,N/A,,23.5,81.83,30.0,28.5,72.7
2026,Grace Grocholski,Minnesota,F,Jr,,20.5,"5'10""","5'11""",1.46,76.21,135.32,88.51,N/A,N/A,N/A,,19.97,63.75,33.0,33.5,83.1
2026,Valencia Fontenelle-Posson,Siena,F,Sr,,21.5,"5'10""","5'11""",0.75,63.41,103.94,58.17,N/A,N/A,N/A,,22.94,79.25,22.0,18.0,32.8
2026,Fatime Seck,Southeastern Louisiana,F,Jr,,20.5,"6'0""","5'11""",-1.26,25.9,85.76,33.67,N/A,N/A,N/A,,12.36,12.96,25.0,14.9,32.9
2026,Gabby Elliott,Arizona St.,F,Jr,,20.5,"5'10""","5'11""",1.34,74.43,100.05,52.99,N/A,N/A,N/A,,27.4,92.99,35.0,33.4,83.0
2026,Avery Koenen,North Dakota St.,F,Jr,,20.5,"6'3""","6'4""",1.15,70.51,173.72,98.14,N/A,N/A,N/A,,31.76,98.22,32.0,28.4,72.1
2026,Louann Battiston,Rice,G,Jr,,20.5,"5'5""",N/A,,,74.89,20.36,N/A,N/A,N/A,,23.72,82.69,35.0,20.5,51.1
2026,Leilani Guion,Troy,G,Sr,,21.5,"5'10""","5'10""",-0.03,47.83,91.88,42.05,N/A,N/A,N/A,,16.52,38.83,32.0,19.3,48.0
2026,Stella Szabo,Pacific,F,So,,19.5,"5'11""","5'10""",-0.88,31.78,85.97,34.02,N/A,N/A,N/A,,12.13,11.81,29.0,22.4,56.6
2026,Shaulana Wagner,St. John's,G,Sr,,21.5,"5'10""","5'10""",0.49,57.76,100.64,53.82,N/A,N/A,N/A,,27.48,93.13,30.0,28.1,63.8
2026,Claire O'Connor,Colorado,F,Jr,,20.5,"6'0""","5'11""",-0.8,33.69,77.31,23.16,N/A,N/A,N/A,,18.11,50.06,8.0,10.9,6.6
2026,Nile Miller,Howard,F,Sr,,21.5,"6'1""","6'1""",0.13,51.02,144.16,92.44,N/A,N/A,N/A,,17.78,47.7,34.0,26.4,66.1
2026,Indya Nivar,North Carolina,G,Sr,,21.5,"5'9""","6'1""",3.87,98.65,131.32,86.28,N/A,N/A,N/A,,25.77,89.13,35.0,28.7,68.9
2026,Gracyn Lovette,Lehigh,G,Jr,,20.5,"5'10""","5'11""",0.53,58.66,123.52,80.77,N/A,N/A,N/A,,19.29,58.39,29.0,35.7,80.3
2026,Ayanna Patterson,Connecticut,F,Jr,,20.5,"6'2""",N/A,,,161.75,96.77,N/A,N/A,N/A,,16.02,35.32,30.0,5.1,9.7
2026,Molly Manion,Merrimack,F,Sr,,21.5,"5'11""","5'10""",-0.86,32.43,82.64,29.5,N/A,N/A,N/A,,13.11,16.35,31.0,22.3,55.6
2026,Jordan Wood,Duke,F,Jr,,20.5,"6'4""","6'1""",-3.47,3.85,77.15,23.01,N/A,N/A,N/A,,13.38,17.43,35.0,19.8,48.3
2026,Sydni Scott,Fairfield,G,Jr,,20.5,"5'8""","5'10""",2.05,85.67,68.22,14.09,N/A,N/A,N/A,,12.23,12.3,33.0,20.4,51.0
2026,Aleah Sorrentino,Stetson,F,Sr,,21.5,"6'3""","6'1""",-2.1,14.38,117.19,74.51,N/A,N/A,N/A,,24.09,84.14,30.0,28.6,73.4
2026,Ashlee Harris,Bellarmine,G,Sr,,21.5,"5'6""",N/A,,,89.34,38.64,N/A,N/A,N/A,,23.61,82.3,7.0,30.8,17.7
2026,Mia Nicastro,Western Illinois,F,Sr,,21.5,"6'2""","6'1""",-0.93,30.81,105.0,59.79,N/A,N/A,N/A,,29.56,96.62,29.0,34.9,88.9
2026,Erin Maguire,UT Rio Grande Valley,G,Jr,,20.5,"5'7""",N/A,,,81.98,28.81,N/A,N/A,N/A,,21.19,70.06,31.0,32.8,77.2
2026,Jo Oly,Houston Christian,F,Sr,,21.5,"6'0""","6'1""",1.31,73.84,100.78,53.94,N/A,N/A,N/A,,19.85,62.71,24.0,14.0,30.1
2026,Jade Masogayo,Colorado,F,Sr,,21.5,"6'3""","6'1""",-1.72,19.22,108.71,64.58,N/A,N/A,N/A,,23.16,80.23,33.0,26.3,63.6
2026,Jaiden Bryant,SIU Edwardsville,F,Sr,,21.5,"5'9""","5'11""",1.91,83.95,85.36,32.99,N/A,N/A,N/A,,12.63,14.16,25.0,9.4,18.1
2026,Payton Muma,Wyoming,G,Jr,,20.5,"5'8""","5'10""",2.14,87.07,97.45,49.2,N/A,N/A,N/A,,23.03,79.64,29.0,22.0,54.7
2026,Jael Butler,Morgan St.,F,Sr,,21.5,"6'2""","5'11""",-2.59,9.51,81.01,27.75,N/A,N/A,N/A,,23.16,80.26,23.0,23.4,46.1
2026,Macey Fegan,Cleveland St.,F,Jr,,20.5,"5'11""","6'0""",1.3,73.59,141.39,91.51,N/A,N/A,N/A,,19.76,62.03,34.0,29.6,74.9
2026,Alyse Aby,Idaho St.,F,Jr,,20.5,"5'11""","5'11""",-0.24,43.68,68.33,14.19,N/A,N/A,N/A,,14.68,25.79,29.0,28.4,71.6
2026,Joseana Vaz,Eastern Kentucky,F,Sr,,21.5,"6'0""","6'1""",0.81,64.57,97.89,50.09,N/A,N/A,N/A,,28.75,95.49,30.0,26.4,62.5
