season,player,team,source_conference,class,A10,ACC,AE,AMER,ASUN,B10,B12,BE,BSKY,BSTH,BW,CAA,CUSA,HORZ,IND,Ivy,MAAC,MAC,MEAC,MVC,Mountain West,NEC,OVC,P12,PAT,SB,SC,SEC,SLND,SUM,SWAC,WAC,WCC
2025,Ni'Rah Clark,Akron,MAC,Freshman,C,D+,D+,C,B,D+,D+,C,C+,B,B,D+,C,C+,B-,B-,B+,B-,D+,C+,C+,C+,D+,D+,D+,B-,D,C-,D+,B,B+,D,B-
2025,Shelbee Brown,Akron,MAC,Senior,B,B-,A,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,A-,B+,A,B+,A,B,B,A+,A-,C+,A,B+,A-,B-,A,A-,A,C+,B+
2025,Teniesha Clarke,Akron,MAC,Sophomore,C+,C-,C+,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,B+,B-,B-,B-,B-,B,C+,C-,C+,B-,C+,C,C+,B,A-,D+,B
2025,Zakia Rasheed,Akron,MAC,Senior,C,D+,C,C,B+,C-,C-,C,B-,B+,B+,D+,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C,C+,C-,C-,C,B,A-,D+,B
2025,Aaliyah Nye,Alabama,SEC,Senior,A+,A-,A+,A+,A+,A-,A,A,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,A-,A+,A+,A+,B+,A+,A+,A+,A+,A+
2025,Chloe Spreen,Alabama,SEC,Freshman,C+,C-,C+,C+,B,C-,C-,C+,B-,B+,B+,C-,C+,B-,C+,B,B+,B,B-,B-,B-,B,C+,C-,C+,C+,C+,C-,B-,B,A-,D+,B
2025,Christabel Ezumah,Alabama,SEC,Senior,B-,C+,A,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A-,B+,A,B,B,A+,A-,C+,A-,B+,A-,C+,A,A-,A,C,B+
2025,Diana Collins,Alabama,SEC,Sophomore,B,C+,A,B+,A-,C+,C+,B-,B-,A+,A+,A-,B+,B+,B+,B+,A,A,A,B+,B+,A+,A,C,A,A-,A-,C+,A,B+,A+,B+,B+
2025,Eris Lester,Alabama,SEC,Freshman,C+,C,B,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B-,B,A-,B,C+,B+,B,B,C,B,B+,A,C,B
2025,Essence Cody,Alabama,SEC,Sophomore,A,B,A+,A+,A+,B,B+,A-,A-,A+,A+,A+,A,A+,A,A,A+,A+,A+,A,A,A+,A+,B,A+,A+,A+,B,A+,A,A+,A+,A
2025,JeAnna Cunningham,Alabama,SEC,Senior,B-,C+,A,B-,A-,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A-,B+,A,B,B,A,A-,C+,A-,B,A-,C+,A-,B+,A,C,B+
2025,Karly Weathers,Alabama,SEC,Junior,A,B+,A+,A+,A+,B+,B+,A-,A,A+,A+,A+,A+,A+,A,A,A+,A+,A+,A,A+,A+,A+,B,A+,A+,A+,B,A+,A+,A,A+,A
2025,Sarah Ashlee Barker,Alabama,SEC,Senior,A+,A+,A+,A+,A+,A,A+,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A+,A+,A,A+,A+,A+,A+,A+
2025,Zaay Green,Alabama,SEC,Senior,A+,A,A+,A+,A+,A-,A,A,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A-,A+,A+,A+,B+,A+,A+,A+,A+,A+
2025,Alisha Wilson,Alabama A&M,SWAC,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B+,B+,A-,B,A-,B,B,A,B+,C+,B+,B+,B+,C+,B+,B+,A,C,B+
2025,Aniya Palmer,Alabama A&M,SWAC,Sophomore,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C,B,B+,A,C-,B
2025,Darian Burgin,Alabama A&M,SWAC,Senior,C+,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,B-,C+,B,C,C-,C,C+,C,C-,C+,B,A-,D+,B
2025,Jaiyah Harris-Smith,Alabama A&M,SWAC,Senior,C+,C-,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2025,Kaila Walker,Alabama A&M,SWAC,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2025,Kourtney Rittenberry,Alabama A&M,SWAC,Senior,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2025,LaCambria Shakespeare,Alabama A&M,SWAC,Senior,C,D+,D+,C-,B,D+,D+,C,C+,B,B,D+,C,C+,C+,B-,B,C+,C-,C+,C+,C+,D+,D+,D+,C,D+,D+,D+,B,B+,D,B-
2025,Lauryn Pendleton,Alabama A&M,SWAC,Senior,B-,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B,B,B-,A-,B,C,B,B,B-,C,B,B+,A,C-,B
2025,Mailyn Wilkerson,Alabama A&M,SWAC,Senior,C+,C-,C+,C+,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,B-,B,C+,C-,C+,C+,C,C-,C+,B,A-,D+,B
2025,Nyla Allen,Alabama A&M,SWAC,Senior,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B,B+,D,B-
2025,Tia Harvey,Alabama A&M,SWAC,Senior,C,D+,C,C,B,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C+,C+,C+,B-,C-,C-,C,C+,C-,D+,C,B,B+,D+,B-
2025,Alanah Pooler,Alabama St.,SWAC,Sophomore,C-,D+,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,C+,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2025,Amari Franklin,Alabama St.,SWAC,Junior,D+,D,D-,D,B-,D,D,D+,C,B-,B-,D,D+,C-,D+,C+,B-,C,D-,C,C-,D-,F,D,F,D+,F,D,D-,C+,B,D-,C
2025,Anaja Hall,Alabama St.,SWAC,Sophomore,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C+,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C,D,D,D+,B,B+,D,C+
2025,Ashley Gray,Alabama St.,SWAC,Junior,D+,D,D,D+,B-,D,D+,C-,C+,B,B-,D,C-,C,C,B-,B,C+,D,C+,C,D+,D-,D,D,C-,D-,D,D,B-,B+,D,C+
2025,Camariyana Tavares,Alabama St.,SWAC,Sophomore,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,D+,C-,C,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,F,D,D-,B-,B,D,C
2025,Cordasia Harris,Alabama St.,SWAC,Senior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,B-,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2025,Justina Graham,Alabama St.,SWAC,Senior,D+,D,D,D+,B,D,D+,C-,C+,B,B,D+,C-,C,C,B-,B,C+,D,C+,C,C-,D-,D,D,C-,D-,D,D,B-,B+,D,C+
2025,Kaitlyn Bryant,Alabama St.,SWAC,Junior,C,D+,D+,C,B+,D+,C-,C,C+,B,B,D+,C+,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2025,Kristian Jackson,Alabama St.,SWAC,Junior,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,D+,C-,C-,B-,B,C+,D-,C,C,D,D-,D,D-,C-,F,D,D-,B-,B,D,C+
2025,O'Mariyah Tucker,Alabama St.,SWAC,Senior,C-,D+,D+,C,B,D+,D+,C,C+,B,B,D+,C,C+,B-,B-,B,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2025,Taylor Smith,Alabama St.,SWAC,Senior,C-,D+,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D+,C+,C+,C,D,D+,D,C+,D,D+,D+,B-,B+,D,B-
2025,Abby Ray,Albany,AE,Senior,C+,C-,B-,C+,B+,C-,C,C+,B,B+,A-,C-,B-,B-,B-,B,B+,B,B,B-,B-,B+,B-,C,B-,B-,B-,C,B,B+,A,C-,B
2025,Delanie Hill,Albany,AE,Freshman,C+,C-,B-,C+,B+,C-,C-,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C-,B-,C+,C+,C-,B-,B+,A-,C-,B
2025,Gabriela Falcao,Albany,AE,Junior,B-,C+,A-,B-,A-,C+,C+,B-,B,A-,A,C+,B-,B,B,B+,A-,B+,A,B,B,A,B+,C+,A-,B,B+,C+,A-,B+,A,C,B+
2025,Jessica Tomasetti,Albany,AE,Senior,B-,C,B+,B-,A,C+,C+,B-,B,A-,A-,C,B-,B-,B,B+,A-,B,B+,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2025,Kaci Donovan,Albany,AE,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2025,Kayla Cooper,Albany,AE,Senior,B+,B,A+,B+,A+,B,B,B+,A-,A+,A+,B,B+,B+,A,A,A,A-,A+,A-,A-,A+,A+,B,A+,A,A+,B,A+,A,A+,B-,A-
2025,Laycee Drake,Albany,AE,Senior,C-,D+,C-,C,B+,D+,D+,C,B-,B+,B,D+,C+,C+,C+,B-,B+,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2025,Lilly Phillips,Albany,AE,Senior,B-,C+,B+,B-,A-,C+,C+,B-,B,A-,A-,C+,B-,B,B,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2025,MaKayla Noble,Albany,AE,Freshman,D+,D,D,D+,B,D,D+,C-,C+,B,B-,D,C-,C,C+,B-,B,C+,D,C+,C+,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2025,Manuela Piljevic,Albany,AE,Freshman,D,D-,F,D,C+,D-,D-,D,C-,C+,C+,D,D,D+,D-,C+,B-,C,F,C-,C-,F,F,D-,F,D+,F,D-,F,C+,B,D-,C-
2025,Martina Borrellas,Albany,AE,Freshman,C+,C,B,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B,B,A-,B,C+,B,B,B,C,B,B+,A,C,B
2025,Meghan Huerter,Albany,AE,Senior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B-,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C,B,B+,A,C-,B
2025,Arene Iyekekpolor,Alcorn St.,SWAC,Sophomore,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,C-,C-,C-,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2025,Ashanti Backus,Alcorn St.,SWAC,Senior,C-,D,D,D+,B,D,D+,C-,C+,B,B-,D,C-,C,C,B-,B,C+,D,C+,C,D+,D-,D,D-,C-,D-,D,D,B-,B+,D,C+
2025,Dalayja Hurt-Floyd,Alcorn St.,SWAC,Sophomore,C-,D+,C-,C-,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2025,Destiny Brown,Alcorn St.,SWAC,Senior,B,B-,A+,B,A,B-,B,B,B+,A,A,B-,B+,B,A,A-,A,A-,A+,B+,B+,A+,A,B-,A+,A-,A+,B-,A+,A-,A+,C+,A-
2025,Jeanee Anderson,Alcorn St.,SWAC,Senior,D+,D,D-,D+,C+,D,D,D+,C,B-,B-,D,D+,C-,C-,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,F,D,D-,B-,B,D,C
2025,Kailyn Watkins,Alcorn St.,SWAC,Senior,C,D+,C-,C,B+,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B+,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2025,Kiarra Henderson,Alcorn St.,SWAC,Senior,C+,D+,C-,C,B+,C-,C-,C,B-,B+,B,D+,C+,C+,B-,B,B+,B-,C,C+,C+,B-,C-,D+,C-,B-,D+,C-,C-,B,B+,D+,B-
2025,Leyah Houston,Alcorn St.,SWAC,Sophomore,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2025,Maya Claytor,Alcorn St.,SWAC,Senior,C,D+,C+,C,B,D+,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C+,C-,C+,C+,C,C-,C+,B,A-,D+,B-
2025,Nakia Cheathman,Alcorn St.,SWAC,Senior,C+,C,B-,C+,A-,C,C,C+,B-,B+,B+,C-,C+,B-,B,B,A-,B,B-,B-,B-,B+,C+,C,B-,B,C+,C,B-,B+,A-,C-,B
2025,Sharmayne Finley,Alcorn St.,SWAC,Senior,C,D+,C,C,B+,C-,C-,C,B-,B+,B+,D+,C+,C+,C+,B,B+,B-,C+,B-,C+,B-,C,C-,C,C+,C-,C-,C,B,B+,D+,B
2025,Zy'Nyia White,Alcorn St.,SWAC,Senior,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,C-,C-,C+,D+,D+,C-,B,B+,D+,B-
2025,Anna Rescifina,American,Pat,Junior,C-,D,D,D+,B,D,D+,C-,C+,B,B-,D,C-,C,C,B-,B,C+,D,C+,C,D+,D-,D,D-,C,D-,D,D,B-,B+,D,C+
2025,Bailey Garbee,American,Pat,Senior,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,C+,C+,B-,C-,C-,C-,C+,C-,C-,C-,B,B+,D+,B-
2025,Cecilia Kay,American,Pat,Freshman,C+,C-,C-,C,B+,C-,C-,C,B-,B+,B,C-,C+,C+,B,B,B+,B-,C+,B-,C+,B-,C-,C-,C,B,C-,C,C,B,B+,D+,B
2025,Elizabeth Archer,American,Pat,Freshman,D,D,D-,D,B-,D,D,D+,C,B-,B-,D,D+,C-,C-,C+,B-,C,D-,C-,C-,D-,F,D,F,D+,F,D,D-,C+,B,D-,C
2025,Ellie Pingree,American,Pat,Freshman,C-,D+,C-,C,B,D+,D+,C,C+,B,B,D+,C+,C+,C+,B-,B+,B-,C-,C+,C+,C+,D+,D+,C-,C+,D+,D+,C-,B,B+,D+,B-
2025,Grace Koepke,American,Pat,Sophomore,C-,D+,D,C-,B,D,D+,C-,C+,B,B,D+,C,C,C+,B-,B,C+,D+,C+,C+,C-,D,D+,D,C+,D,D+,D+,B,B+,D,B-
2025,Ivy Bales,American,Pat,Senior,C,D+,D+,C-,B+,D+,C-,C,C+,B,B,D+,C+,C+,C+,B-,B+,C+,C-,C+,C+,C+,D+,D+,D+,C+,D+,D+,C-,B,B+,D+,B-
2025,Laura Nogues,American,Pat,Junior,D+,D,D-,D+,B-,D,D,D+,C,B-,B-,D,D+,C-,C-,B-,B-,C,D-,C,C-,D-,F,D,F,C-,F,D,D-,C+,B,D,C+
2025,Lexi Salazar,American,Pat,Sophomore,C-,D,D,D+,B,D,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D,C+,C+,C-,D,D+,D,C,D,D,D,B-,B+,D,C+
2025,Madisyn Moore-Nicholson,American,Pat,Freshman,C-,D,D,C-,B,D,D+,C-,C+,B,B,D+,C,C,C,B-,B,C+,D+,C+,C+,C-,D,D+,D,C,D,D,D,B-,B+,D,C+
2025,Molly Driscoll,American,Pat,Freshman,C,D+,C-,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C,B-,C+,B-,C-,C-,C-,C+,C-,C-,C,B,B+,D+,B-
2025,Asjah Inniss,Appalachian St.,SB,Senior,C,D+,C,C,B+,D+,C-,C,B-,B+,B,D+,C+,C+,C+,B,B+,B-,C+,B-,C+,B-,C,C-,C,C+,C-,C-,C,B,B+,D+,B
2025,Elena Pericic,Appalachian St.,SB,Junior,B-,C,B+,B-,A,C,C+,C+,B,A-,A-,C,B-,B-,B,B+,A-,B,A-,B,B,A,B,C+,B+,B,B,C+,B+,B+,A,C,B+
2025,Eleyana Tafisi,Appalachian St.,SB,Senior,C,D+,C-,C,B+,C-,C-,C,C+,B,B,D+,C+,C+,B-,B,B+,C+,C-,C+,C+,C+,D+,D+,C-,C+,D+,C-,C-,B,B+,D+,B-
2025,Emily Carver,Appalachian St.,SB,Senior,C+,C-,B-,C+,B+,C-,C,C+,B-,B+,B+,C-,C+,B-,B-,B,A-,B,B-,B-,B-,B+,C+,C,B-,B-,C+,C,B-,B+,A-,C-,B
2025,Emily Hege,Appalachian St.,SB,Junior,C,C-,C,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C,C-,C,C+,C,C-,C+,B,A-,D+,B
2025,Hekla Nökkvadóttir,Appalachian St.,SB,Freshman,D+,D,D-,D+,C+,D,D,D+,C,B-,B-,D,C-,C-,C+,B-,B-,C+,D-,C,C,D,D-,D,D-,C-,D-,D,D-,B-,B,D,C+
2025,J'Mani Ingram,Appalachian St.,SB,Senior,C-,D+,D+,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,B-,B-,B+,C+,D+,C+,C+,C+,D+,D+,D+,C+,D,D+,D+,B,B+,D,B-
2025,Mara Neira,Appalachian St.,SB,Senior,B-,C+,A-,B-,A,C+,C+,B-,B+,A-,A,C+,B,B,B+,B+,A,B+,A,B,B,A,A-,C+,A-,B,A-,C+,A-,B+,A,C,B+
2025,Rylan Moffitt,Appalachian St.,SB,Junior,C+,C,B,C+,A-,C,C,C+,B,B+,A-,C,B-,B-,B,B,A-,B,B+,B-,B,A-,B,C+,B,B,B,C+,B,B+,A,C-,B+
2025,Samantha LaFon,Appalachian St.,SB,Senior,C+,D+,C,C,B,D+,C-,C,B-,B+,B+,C-,C+,C+,B-,B,B+,B-,C+,C+,C+,B,C,C-,C,C+,C-,C-,C,B,A-,D+,B-
2025,Seneya Martinez,Appalachian St.,SB,Junior,C,C-,C+,C,B+,C-,C-,C,B-,B+,B+,C-,C+,C+,C+,B,B+,B-,C+,B-,C+,B,C+,C-,C+,B-,C,C-,C+,B,A-,D+,B
2025,Zada Porter,Appalachian St.,SB,Senior,B-,C+,B+,B-,A,C+,C+,B-,B,A-,A-,C+,B-,B,B+,B+,A-,B,A-,B,B,A,B+,C+,B+,B,B+,C+,B+,B+,A,C,B+
2025,Breya Cunningham,Arizona,B12,Sophomore,A,B,A+,A+,A+,B,B+,A-,A-,A+,A+,A+,A,A+,A,A,A+,A+,A+,A,A,A+,A+,B,A+,A+,A+,B,A+,A,A+,A+,A
2025,Isis Beh,Arizona,B12,Senior,A-,B,A+,A,A,B-,B,B+,B+,A+,A+,A+,A,A,A-,A-,A+,A+,A+,A,A,A+,A+,B-,A+,A,A+,B-,A+,A,A,A,A-
2025,Jada Williams,Arizona,B12,Sophomore,A-,B-,A,A-,A,B-,B-,B+,B,A+,A+,A,A-,A,B+,A-,A+,A+,A+,A-,A,A+,A,B-,A,A,A,B-,A,A-,A-,A-,A-
2025,Jorynn Ross,Arizona,B12,Sophomore,C,D+,C-,C,B,D+,C-,C,B-,B+,B,D+,C+,C+,C,B,B+,B-,C+,C+,C+,B-,C-,C-,C-,C+,C-,D+,C,B,B+,D+,B-
2025,Katarina Knezevic,Arizona,B12,Freshman,C+,C,B+,C+,A-,C,C,C+,B,A-,A-,C,B-,B-,B-,B,A-,B,B+,B-,B,A,B,C+,B+,B-,B,C,B+,B+,A,C,B
2025,Lauryn Swann,Arizona,B12,Freshman,B,C+,A,B+,A-,C+,C+,B,B-,A+,A+,A,B+,B+,B+,B+,A-,A,A+,B+,B+,A+,A,C+,A,A-,A,C+,A,A-,A+,B+,B+
2025,Mailien Rolf,Arizona,B12,Freshman,B-,C-,B+,B-,B+,C-,C-,C+,C,A+,A,B+,B,B,B,B,B+,B+,A-,B-,B,A,B+,D+,B+,B,B+,C-,B+,B,A,B,B
2025,Montaya Dew,Arizona,B12,Sophomore,B,C,A+,B,A-,C,C,B-,C+,A+,A+,B,B,B+,B,B,A-,A-,A+,B,B,A+,A,C-,A,B+,A,C,A,B+,A+,B,B+
2025,Paulina Paris,Arizona,B12,Junior,B,C,A,B,A-,C+,C+,B-,C+,A+,A+,A,B+,B+,B,B,B+,A-,A+,B,B+,A+,A,C,A,B+,A,C,A,B+,A+,B+,B+
2025,Sahnya Jah,Arizona,B12,Sophomore,C-,D+,D,C-,B,D+,D+,C-,C+,B,B,D+,C,C+,B-,B-,B+,C+,D+,C+,C+,C,D,D+,D,C,D,D+,D+,B,B+,D,B-
